KF_ArUco_Time;KF_ArUco_pos_NED;
1526459628861881415;-0.0817956864813694  -0.154092950377656    4.41267232764558;
1526459629361822082;-0.0780149129447569  -0.195366392546385    4.24348440580055;
1526459629761969687;-0.0742023523355682  -0.248138452256983    4.06264694347139;
1526459630061862619;-0.102952832670201 -0.290312502221326   3.86736668090988;
1526459630461834124;-0.0956747619167523  -0.338683397325265    3.69888365572585;
1526459630861786342;  -0.1049596681339 -0.304073067902862    3.3348966196579;
1526459631262827983;-0.0902616344523176  -0.327864955233513    3.17392345434869;
1526459631561864147;-0.104230499046954 -0.295179244962885   3.02440721948796;
1526459631961771160;-0.129708192061439 -0.151323907366066   2.91129975334245;
1526459632261860114; -0.138096603574718 -0.0649138567554377    2.69836891138076;
1526459632561832998;-0.153407835105018 0.0276673519721839   2.56249424217341;
1526459632861823829; -0.15472442428558 0.0580875399802947     2.407035201174;
1526459633161827908;-0.159223560706199 0.0771288957905354   2.24792424290105;
1526459633461795664;-0.143666582397842  0.064450758101453   2.10413833034855;
1526459633761862584;-0.143666582397842  0.064450758101453   2.10413833034855;
1526459634062717019;-0.136285464332995 0.0308400988530399   1.93836864522042;
1526459634261816723;  -0.114072515643389 -0.00368203122518098     1.75142549859933;
1526459634461889475;-0.0767370244111783 -0.0427768522622477      1.570032928632;
1526459634661913146;-0.0767370244111783 -0.0427768522622477      1.570032928632;
1526459634861784676; -0.037669771819142 -0.0747348604711247    1.41828344311913;
1526459634963169860;-0.0155777906963091 -0.0840447770111776    1.28424843680885;
1526459635161973521;-0.0155777906963091 -0.0840447770111776    1.28424843680885;
1526459635361864857;0.00160096215437092  -0.101550536189677    1.13764772599128;
1526459635561950864;0.00160096215437092  -0.101550536189677    1.13764772599128;
1526459635761942320;0.0236091414405268 -0.106708001240867  0.992805425250852;
1526459635961826756;0.0508215189631291 -0.116949666867202  0.860390001406918;
1526459636161944903;0.0508215189631291 -0.116949666867202  0.860390001406918;
1526459636363994186;0.0822608132509935 -0.123676299406029  0.747625464283221;
1526459636561942353;0.0822608132509935 -0.123676299406029  0.747625464283221;
1526459636761811475; 0.111929303261953 -0.118949992689337  0.634017568185648;
