KF_Time;KF_States;KF_Covariance;
1526459590978995057;  0.00091387010216405 -0.000782480960408066  -0.00157942599000122                     0                     0                     0     -16929.2760616865      9916.92062073772      54.0160759463824;    2.64239994034693     2.64239994034693     10.5368997608829 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0101999997714302   0.0101999997714302   0.0299999993294477;
1526459591061821255; 0.00388528101115142 -0.00447729270242266 -0.00754930248563475                    0                    0                    0    -16929.2760616865     9916.92062073772     54.0160759463824;    2.64649994722735     2.64649994722735     10.5409997677633 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0102999997689039   0.0102999997689039   0.0399999991059303;
1526459591161805538; 0.00522147065790464 -0.00831938522490143  -0.0149780371750983                    0                    0                    0    -16929.2760616865     9916.92062073772     54.0160759463824;    2.65059995724436     2.65059995724436     10.5450997777803 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0103999997663777   0.0103999997663777   0.0499999988824129;
1526459591261808625;0.00655790976998105 -0.0121621950623625 -0.0224081588021906                   0                   0                   0   -16929.2760616865    9916.92062073772    54.0160759463824;     2.6546999672651      2.6546999672651      10.549199787801 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0104999997638515   0.0104999997638515   0.0599999986588955;
1526459591362700206;  0.00324636816908938   -0.0104434901980641 -0.000415274517999175  8.48140569372588e-13 -5.29771242457372e-13                     0     -16929.2760622927      9916.92062164889      54.0162104098195;    1.32943103041592     1.32943103041592      5.2940145761943 9.99999997375243e-07 9.99999997375243e-07 9.99999997375243e-07   0.0105999523895151   0.0105999523895151   0.0698814931220452;
1526459591461784923; 0.00128858257298699  -0.0133775410720896 -0.00887133823584901                    0                    0                    0    -16929.2760622927     9916.92062164889     54.0162104098195;    1.33353104043163     1.33353104043163     5.29811458621001 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0106999523869889   0.0106999523869889   0.0798814928985278;
1526459591561786361;-0.00134458732321634  -0.0170700551938606  -0.0199522252191343                    0                    0                    0    -16929.2760622927     9916.92062164889     54.0162104098195;    1.33763105045206     1.33763105045206     5.30221459623044 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0107999523844627   0.0107999523844627   0.0898814926750103;
1526459591661743867;-0.0035811019989822 -0.0233063318968596 -0.0298579848278389                   0                   0                   0   -16929.2760622927    9916.92062164889    54.0162104098195;    1.34173106046364     1.34173106046364     5.30631460624202 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0108999523819364   0.0108999523819364   0.0998814924514929;
1526459591763753150; -0.00382612164353495   -0.0215082374904162    -0.012313470211648  8.48140569372588e-13 -5.29771242457372e-13                     0     -16929.2760613235      9916.92062555721      54.0165489925611;   0.895942292652161    0.895942292652161     3.56045128137001 9.99999997375243e-07 9.99999997375243e-07 9.99999997375243e-07   0.0109998461299773   0.0109998461299773    0.109615500832724;
1526459591861843302;-0.00653362601011361  -0.0285591638045024  -0.0217579419667341                    0                    0                    0    -16929.2760613235     9916.92062555721     54.0165489925611;   0.900042302675935    0.900042302675935     3.56455129139378 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0110998461274511   0.0110998461274511    0.119615500609206;
1526459591961884013;-0.00954941912486795  -0.0368700267001783   -0.031316548595239                    0                    0                    0    -16929.2760613235     9916.92062555721     54.0165489925611;   0.904142312703894    0.904142312703894     3.56865130142174 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0111998461249249   0.0111998461249249    0.129615500385689;
