KF_Time;KF_States;KF_Covariance;
1525075844914037614; 0  4 17  0  0  0  1  0 17;0.300000011920929 0.300000011920929               0.5 0.349999994039536 0.349999994039536 0.379999995231628                 2                 2                 2;
1525075845098562780; 0  4 17  0  0  0  1  0 17;0.300000011920929 0.300000011920929               0.5 0.349999994039536 0.349999994039536 0.379999995231628                 2                 2                 2;
1525075845300070768;   -1.83651445964549     3.67868572639151     15.9915839188472  -0.0115504064202068 -0.00250150690579027                    0    -9.46236704252807    -1.62553827302763     13.5412189648876; 0.340147664442705  0.340147664442705  0.547230471364736 0.0909090921405918 0.0909090921405918 0.0909090921405918   1.22550025596791   1.22550025596791   1.71013643037251;
1525075845498564849;   -1.83651445964549     3.67868572639151     15.9915839188472  -0.0115504064202068 -0.00250150690579027                    0    -9.46236704252807    -1.62553827302763     13.5412189648876; 0.340147664442705  0.340147664442705  0.547230471364736 0.0909090921405918 0.0909090921405918 0.0909090921405918   1.22550025596791   1.22550025596791   1.71013643037251;
1525075845699369144;    -2.5470080900012     3.50950800643747      15.263639029505  -0.0115504064202068 -0.00250150690579027                    0    -13.3382022584038     -2.2210688257666     11.1759407891308; 0.352576835944963  0.352576835944963  0.553815571041201 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.939409129148629  0.939409129148629   1.51198636901449;
1525075845898561395;    -2.5470080900012     3.50950800643747      15.263639029505  -0.0115504064202068 -0.00250150690579027                    0    -13.3382022584038     -2.2210688257666     11.1759407891308; 0.352576835944963  0.352576835944963  0.553815571041201 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.939409129148629  0.939409129148629   1.51198636901449;
1525075846098486633;    -2.5470080900012     3.50950800643747      15.263639029505  -0.0115504064202068 -0.00250150690579027                    0    -13.3382022584038     -2.2210688257666     11.1759407891308; 0.352576835944963  0.352576835944963  0.553815571041201 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.939409129148629  0.939409129148629   1.51198636901449;
1525075846299577814;    -2.9461594249785     3.39430771837714     14.6766184063495  -0.0115504064202068 -0.00250150690579027                    0    -15.3096822610559    -2.52493082810117      9.4830311454223;   0.3852217964891    0.3852217964891  0.580863193463861 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.794340695961126  0.794340695961126    1.3700940849098;
1525075846498609136;    -2.9461594249785     3.39430771837714     14.6766184063495  -0.0115504064202068 -0.00250150690579027                    0    -15.3096822610559    -2.52493082810117      9.4830311454223;   0.3852217964891    0.3852217964891  0.580863193463861 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.794340695961126  0.794340695961126    1.3700940849098;
1525075846699845688;   -3.21275349259297     3.34799040331093     14.2346683576846  -0.0115504064202068 -0.00250150690579027                    0    -16.4939801858327     -2.7119676616894       8.199790959162; 0.401558256471614  0.401558256471614  0.592057772974448 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.707553722532853  0.707553722532853   1.26306932394759;
1525075846898639503;   -3.21275349259297     3.34799040331093     14.2346683576846  -0.0115504064202068 -0.00250150690579027                    0    -16.4939801858327     -2.7119676616894       8.199790959162; 0.401558256471614  0.401558256471614  0.592057772974448 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.707553722532853  0.707553722532853   1.26306932394759;
1525075847099378686;   -3.23869333172742     3.36428742684133     13.8556224933541  -0.0115504064202068 -0.00250150690579027                    0    -17.2783459353344    -2.83533596960807     7.19816709358186; 0.418591012431724  0.418591012431724  0.604753637026059 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.650626645293064  0.650626645293064   1.17982327457466;
1525075847298593179;   -3.23869333172742     3.36428742684133     13.8556224933541  -0.0115504064202068 -0.00250150690579027                    0    -17.2783459353344    -2.83533596960807     7.19816709358186; 0.418591012431724  0.418591012431724  0.604753637026059 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.650626645293064  0.650626645293064   1.17982327457466;
1525075847498608864;   -3.23869333172742     3.36428742684133     13.8556224933541  -0.0115504064202068 -0.00250150690579027                    0    -17.2783459353344    -2.83533596960807     7.19816709358186; 0.418591012431724  0.418591012431724  0.604753637026059 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.650626645293064  0.650626645293064   1.17982327457466;
1525075847699423151;   -2.97154115445542     3.42607258919017     13.5200146503881  -0.0115504064202068 -0.00250150690579027                    0     -17.844785301916    -2.92420599840243      6.4008876182787; 0.452204562388118  0.452204562388118  0.635554217093838 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.611213514241172  0.611213514241172   1.11360980950492;
