KF_ArUco_Time;KF_ArUco_pos_NED;
1525075857098577006;-5.61635334957851 0.758272324237298   12.252754836612;
1525075857298500431;-5.17775966775809 0.697439139230567  12.3291460212093;
1525075857498530767;-5.17775966775809 0.697439139230567  12.3291460212093;
1525075857698524842; -4.8348694138445 0.632463826832473  12.3867408519151;
1525075857898487538; -4.8348694138445 0.632463826832473  12.3867408519151;
1525075858098483543;  -4.345935359635 0.539241001520914  12.1625258448251;
1525075858298538537;-4.13031470873706 0.509940196636456  11.8851981343332;
1525075858498490093;-4.13031470873706 0.509940196636456  11.8851981343332;
1525075858698498052;-4.22610800526759 0.540766386536267   11.262793032024;
1525075858898488975;-3.99147056797414 0.553624154960188  11.0372708060135;
1525075859098460104;-3.89934689425355 0.581543072903925  10.8399843437088;
1525075859298484206;-3.69451591971757  0.47621754864422  10.4597332408457;
1525075859498477791;-3.69451591971757  0.47621754864422  10.4597332408457;
1525075859698527658;-3.85967317031315 0.354156553016962  10.1920454387984;
1525075859898465371;-3.85967317031315 0.354156553016962  10.1920454387984;
1525075861298493646;-3.64442791574768 0.329869022967531  8.72990646602634;
1525075861498487176;-3.64442791574768 0.329869022967531  8.72990646602634;
1525075863898489699; -1.93594531713533 0.0542411340801499    6.4188584398883;
1525075864098485715; -1.66684705426148 0.0921632769457687   6.24982915234536;
1525075864298528273; -1.56835768097486 0.0977948782213892   6.04041340456833;
1525075864498494606; -1.56835768097486 0.0977948782213892   6.04041340456833;
1525075864698483059;-1.06583872215765 0.263619652530096  5.60457159963788;
1525075864898543165;-0.930089635940669  0.352684360249556   5.37675150606779;
1525075865098492564;-0.802710094421391  0.392788807739695   5.15594833371784;
1525075865298522779;-0.644472870675094  0.449615908415855   4.93275656376746;
1525075865498503530;-0.644472870675094  0.449615908415855   4.93275656376746;
1525075866498478304;0.116141484585596 0.384297251652784  3.79359086494375;
1525075866698524251;0.353174328624019 0.199308053969519   3.4049336413311;
1525075866898501350;0.353174328624019 0.199308053969519   3.4049336413311;
1525075867098517962;0.430566660468088 0.171182516139505  3.23920710109601;
1525075867298501166;  0.55715694329509 0.0989762716785084   2.93370620678327;
1525075867498471373;  0.55715694329509 0.0989762716785084   2.93370620678327;
1525075867698503553; 0.619685343676395 0.0601300051169455   2.68878164360618;
1525075868898491828;0.556285532488538 0.197497876590452  2.11908597201387;
1525075869098493502;0.491171879643873 0.175774207946535  1.95563362348129;
1525075869298504759;0.491171879643873 0.175774207946535  1.95563362348129;
1525075869499521235;0.427750796832141 0.161007802576158  1.80300829172069;
1525075869698501934;0.427750796832141 0.161007802576158  1.80300829172069;
1525075869898472251;0.301243283938051 0.112105913160173  1.40600995426758;
1525075870098545988; 0.259842054442296 0.0871506234910017   1.29981403612776;
1525075870298487739; 0.230179999751068 0.0596840416392157   1.21112579459897;
1525075870498518033; 0.230179999751068 0.0596840416392157   1.21112579459897;
1525075870698457794; 0.146453524176808 0.0254043849668878   1.01574522779803;
1525075870898475166;0.0937826937621373 0.0156943175750027  0.941136945931155;
1525075871098554287; 0.047665565601257 0.0133276166939164  0.865741889390158;
1525075871298506103;-0.015963482890884 0.0135615702784959  0.798504913072158;
1525075871498578680;-0.015963482890884 0.0135615702784959  0.798504913072158;
1525075871698543453;-0.015963482890884 0.0135615702784959  0.798504913072158;
1525075871898550396;-0.0444067659578537 -0.0392947762669456   0.594555646158907;
1525075872098653590;-0.0444067659578537 -0.0392947762669456   0.594555646158907;
1525075872299484362;0.000539109754320258  -0.0713308441984845    0.518732709866852;
