KF_LP_Time;KF_LP_vel_NED;KF_rel_pos_NED;
1525871988724218429;-0.00635269828282404 -0.00772290259730138                   -0;-16937.9487662054  9918.56840544131  33.4746959891354;
1525871989196708263;-0.00635269828282404 -0.00772290259730138                   -0;-16938.0650264641   9918.6323243015  33.7880152829912;
1525871989660988391;-0.00635269828282404 -0.00772290259730138                   -0;-16938.2091829545  9918.73315927175  34.9095774766747;
1525871990121456445;-0.00635269828282404 -0.00772290259730138                   -0;-16938.4206735975  9918.64899329103  36.2778268162553;
1525871990582965434;-0.00635269828282404 -0.00772290259730138                   -0;-16938.5319644897  9918.60530870818  37.5855722229635;
1525871991053332389;-0.00635269828282404 -0.00772290259730138                   -0;-16938.6956238462  9918.59043336124  38.7144818677352;
1525871991972994388;-0.0317596159459134 -0.0243172119077842                  -0;-16938.8554496353  9918.65292224843   40.695701625591;
1525871992452535451;-0.0317596159459134 -0.0243172119077842                  -0;-16938.8253322451  9918.57933881951  41.5897775818503;
1525871992902242483;-0.0317596159459134 -0.0243172119077842                  -0;-16938.8112479463  9918.44482304887  42.5042023256547;
1525871993829434455;-0.0317596159459134 -0.0243172119077842                  -0;-16939.7851378263  9917.70124843488  44.2908262438714;
1525871994295098365;-0.0317596159459134 -0.0243172119077842                  -0;-16941.229415001 9916.90746582313 45.1656841161693;
1525871994758273424;-0.0317596159459134 -0.0243172119077842                  -0;-16943.0789839135  9915.82409833135   46.161566742489;
1525871995228161395;-0.0317596159459134 -0.0243172119077842                  -0;-16945.1288569299  9914.64324587868   47.142252937535;
1525871995683127464;-0.0317596159459134 -0.0243172119077842                  -0;-16947.0466589606  9913.72661038476  47.7454398908176;
1525871996147616447;-0.0317596159459134 -0.0243172119077842                  -0;-16949.2351003544  9912.77215778937  48.3448958026584;
1525871996613005460;-0.0238197119594351 -0.0182379089308382                  -0;-16951.5995493347   9911.6177123847  49.0963876359419;
1525871997081096471;-0.0238197119594351 -0.0182379089308382                  -0;-16953.9721977582  9910.39403255737  49.6801995219084;
