KF_LP_Time;KF_LP_vel_NED;KF_rel_pos_NED;
1526460362052460036;-0.00943569979028291 -0.00331173209478893                   -0;-16933.9065091343  9919.15960979366  33.2649400334922;
1526460362452974359;-0.00943569979028291 -0.00331173209478893                   -0;-16933.9178605042  9919.13167021053  33.2139252470261;
1526460362953048534;-0.00943569979028291 -0.00331173209478893                   -0;-16934.0071928771  9919.12640845277  33.1431539265068;
1526460363453007881; -0.757677941894779 -0.0593644368801051                  -0;-16934.2635236192  9919.11028630809  33.1288093751928;
1526460363853168119; -0.757677941894779 -0.0593644368801051                  -0;-16934.4863212779  9919.08839239761   33.161366691822;
1526460364353105428; -0.757677941894779 -0.0593644368801051                  -0;-16934.7537511411  9919.01069952924  33.3520769208609;
1526460364853167244; -0.757677941894779 -0.0593644368801051                  -0;-16934.7427074348  9918.89341174077  33.9062724150334;
1526460365353025986; -0.757677941894779 -0.0593644368801051                  -0;-16934.720451671 9918.78157350521 34.4442237588498;
1526460365752864841; -0.757677941894779 -0.0593644368801051                  -0;-16934.7539418321  9918.60798208594  35.5977746981057;
1526460366252381568; -0.757677941894779 -0.0593644368801051                  -0;-16935.0770329314  9918.33411791116  36.8975042211512;
1526460366652386652; -0.757677941894779 -0.0593644368801051                  -0;-16935.5003527173   9918.1163812962  37.8264699717135;
1526460367152334393; -0.757677941894779 -0.0593644368801051                  -0;-16936.2022299723  9917.76472724365  38.9675187045886;
1526460367652356527; -0.757677941894779 -0.0593644368801051                  -0;-16936.9709890489  9917.35718241501  40.0275474482932;
1526460368053092049;-0.0270004411019104  -0.013075786029997                  -0;-16937.7620922024  9916.93841075927  41.0605076572006;
1526460368553394667;-0.0270004411019104  -0.013075786029997                  -0;-16938.3860645965  9916.57541117307  41.8024318846542;
1526460368953190643;-0.0270004411019104  -0.013075786029997                  -0;-16939.3888117516  9915.79365401419  42.8413330365034;
1526460369452427145;-0.0270004411019104  -0.013075786029997                  -0;-16940.725875535 9914.82200570498 43.9002287563183;
1526460369952996728;-0.0270004411019104  -0.013075786029997                  -0;-16941.728715735 9914.17434349439 44.5152073248181;
1526460370353001694;-0.0270004411019104  -0.013075786029997                  -0;-16943.2886759995  9913.14136927576   45.319158785223;
1526460370853091011;-0.0270004411019104  -0.013075786029997                  -0;-16944.9600889278  9912.07491299956  45.9791081163139;
1526460371353051683;-0.0270004411019104  -0.013075786029997                  -0;-16946.6203844374  9911.01407649787  46.5611287629353;
1526460371752927912;-0.0270004411019104  -0.013075786029997                  -0;-16947.7569639007  9910.26033258063  46.9121428718608;
1526460372253036002;-0.0270004411019104  -0.013075786029997                  -0;-16949.1831711679  9909.23287762924  47.3530838775643;
1526460372752311738;-0.0270004411019104  -0.013075786029997                  -0;-16950.5312880726  9908.23890396939  47.6660346345203;
1526460373153202396;-0.0270004411019104  -0.013075786029997                  -0;-16951.4894694308  9907.44593400459  47.8079865584926;
1526460373653115832;-0.0270004411019104  -0.013075786029997                  -0;-16952.4587930165  9906.64741553199  47.7839466532517;
1526460374053062413;-0.0270004411019104  -0.013075786029997                  -0;-16952.9044362859   9906.3234684265  47.8008708956011;
1526460374553157014;-0.0270004411019104  -0.013075786029997                  -0;-16953.1829345666  9906.10567481193  47.7548178606388;
1526460375052989045;-0.0270004411019104  -0.013075786029997                  -0;-16953.1829152242  9906.03304454334  47.7367636645059;
