KF_ArUco_Time;KF_ArUco_pos_NED;
1526460365751988014;-2.92522774319016 -1.03141388784733  7.73636819119429;
1526460397051915331;-5.76086519398828 -2.45150280309528  13.6902352657093;
1526460397451937742;-5.76086519398828 -2.45150280309528  13.6902352657093;
1526460397651994705; -2.18708362227724 -0.231486520477419   13.5751352628214;
1526460397951940685; -2.18708362227724 -0.231486520477419   13.5751352628214;
1526460398251915734;-0.29388457082343 0.688354209457633  13.5639378144246;
1526460398451997610;0.451114923817667  1.53532326698753  13.8127927788295;
1526460398651965567; 2.1909896588912 1.84775843342617  14.009869339641;
1526460398852015740; 2.1909896588912 1.84775843342617  14.009869339641;
1526460400252003456;  2.2761928403296 0.425351338590192  14.6637444062884;
1526460400552836296; 1.12838879441039 0.028139353092012  14.9288021768556;
1526460400852019522; 1.12996089312146 0.216226180113162  15.0477683694246;
1526460401151943281; 1.47855418378588 0.575660531780993  15.0911007823112;
1526460401551918578; 1.46320980256165 0.436356719182334  15.3033723943793;
1526460401851940134;  1.0754837336787 0.476946349442604  15.4161498550674;
1526460402052028787;0.963511243439936 0.384177379978349  15.3277317829267;
1526460402352120857;0.963511243439936 0.384177379978349  15.3277317829267;
1526460402652083196;0.632615574953145 0.271267606040942  15.1253494088905;
1526460402951938626;0.177087236655862  0.29568052656372  15.1088540043747;
1526460403251944036;-0.0822305597308456  0.0855402752260458    14.9466051207265;
1526460403551923903;-0.414479710784963  0.139623642760222   14.6816649765525;
1526460403754092337;-0.780851331644478  0.161266999007659   14.4778161158936;
1526460404052007363;-0.922127557758299  0.338409391043747   14.2239474955462;
1526460404352119277;-0.922127557758299  0.338409391043747   14.2239474955462;
1526460404652004621; -1.23417647649503 0.0034191580323738   14.1399384835451;
1526460404952005287;-0.997504877210035   0.11877239480904   13.9211354565091;
1526460405252000517;-0.719695862624241  0.260187682012176    13.834415177026;
1526460405552017217;-0.410223371112817  0.221326105939158    13.587000282537;
1526460405851995728;-0.197398316059752 0.0368605406968847   13.3393208192312;
1526460406154101016;  0.056096242901469 -0.0651140466053786    13.0979415526884;
1526460406452171557; 0.142544700316068 -0.274056989907516   12.9547489635706;
1526460406752130959;-0.102378090614821 -0.589905702230282    12.703322206319;
1526460407151929660;-0.345089886202744 -0.738619816478053   12.3625928913611;
1526460407451991176;-0.377174857134082 -0.420810494761081   12.2255667564135;
1526460407751986479;-0.392608484754334 -0.204910415766287   12.0302739393138;
1526460408052008537;-0.392608484754334 -0.204910415766287   12.0302739393138;
1526460408351928088; -0.25466572819325 -0.131717280990177   11.7663214672785;
1526460408651991526;-0.392799119276593 -0.212666660943551   11.5177485037053;
1526460408951933599; -0.344373077705925 -0.0935335398894371    11.2388376878071;
1526460409252036315; -0.306244812630619 -0.0103400438038601    11.0099381882927;
1526460409552056302;-0.283394700902608 -0.131943694234442   10.7808894762174;
1526460409851926473; -0.194874152643285 -0.0171621601381735    10.6057762580435;
1526460410151994666;-0.0975338701381954  0.0505677481860162    10.4321220160505;
1526460410452106035;  0.103131991328266 -0.0182802532928127    10.2845502591985;
1526460410754056962;  0.167911808494498 0.00717646822139487    10.1834929587171;
