KF_ArUco_Time;KF_ArUco_pos_NED;
1526460411052107946; 0.237999589584779 0.0469047603489042   10.0673315822904;
1526460411452035374;0.260550396242544 0.076831484328701  9.87576840555317;
1526460411751962289;0.312437239950228 0.124680792660587  9.74348309163349;
1526460411951978263;0.312437239950228 0.124680792660587  9.74348309163349;
1526460412252099351;  0.3270479785104 0.213990622594704  9.61683985613366;
1526460412552075466;0.305634445551909 0.246322523068159  9.42946993370424;
1526460412852115805;0.229567941790514 0.164619648979058  9.31531243172259;
1526460413251988253;0.194356159524164 0.155532722459805  9.18701042831522;
1526460413554087038;0.0804325878877096 0.0669978641698501   9.04332338961292;
1526460413852011806; 0.0319422751227719 -0.0113287515672542    8.85873368416883;
1526460414151995931;0.00134354989935703 -0.0348484605377225    8.72698173996768;
1526460414452875882;  0.058360536430213 -0.0262331570487584    8.55431610808623;
1526460414851939702;0.0883270860950662 -0.123441428114346   8.36725512740053;
1526460415152057650;0.0509402254478807 -0.127643064318012   8.18301535917373;
1526460415451973271; 0.113861829842557 -0.143270254359437   8.00500241535981;
1526460415851971310;  0.16396602610565 -0.190498467067642   7.82699876989703;
1526460416152162051;0.0649644308631719 -0.272549740209642   7.65663491930958;
1526460416551993491;0.0514140877981971 -0.304181791610656   7.52597975911636;
1526460416852121378;-0.0417907250551481  -0.281874251542027    7.36798611118066;
1526460417152050694;-0.0762371314849376  -0.299736258576553     7.2075577219509;
1526460417552019081;-0.135818803280966 -0.301895406092933   6.98765354681923;
1526460417951983042;-0.166768332588842 -0.268917224400579   6.81426378473868;
1526460418252074588;-0.178489990039878 -0.204527992322729   6.68669950206215;
1526460418552041993;-0.199702663795729  -0.15130952647716   6.51197250653683;
1526460418951908337; -0.181425029210427 -0.0947624773571467    6.35938665589602;
1526460419251906322;-0.109493582342826 0.0026762390516599   6.21161584368703;
1526460419651978685;-0.0247016268539686 -0.0698106520668148    6.05065281878711;
1526460419951993191;0.0128453961733254 -0.119478900740038   5.90477358834018;
1526460420351928606;-0.00832587260868878   -0.221873485311393     5.76830424092152;
1526460420651939074;0.0239280776824922 -0.268570198413345   5.60415811060618;
1526460420952902088;0.0356500806361116 -0.288042945732205   5.47724671426215;
1526460421352019010;0.0654945645372985 -0.247103318140199   5.29967155942617;
1526460421651943422;0.047588604139033 -0.18942465075505  5.15659600990791;
1526460422051907226;0.0825812506132422 -0.136019553918653   4.98227576352478;
1526460422354088671;  0.090562964665663 -0.0192079460723638    4.79976423018552;
1526460422652098818; 0.136308468823142 0.0155937712042127   4.62121414602896;
1526460423051961382; 0.139609362297701 0.0250029695914631   4.44937464875748;
1526460423354138355;0.0891643217083821 0.0506916847734168   4.26505010327294;
1526460423752014156;0.0662386942342061  0.118966650014695   4.08446674415176;
1526460424051990998;0.00349721409760223   0.209598606425551    3.89861960243693;
1526460424352032908;-0.0383077676773944    0.16546708805008    3.73772195133523;
1526460424654039003;-0.0354620844963833  0.0630772290482974    3.56349310326353;
1526460424952147747;-0.0190000886454022 -0.0156001374432399    3.40534454509026;
1526460425252169622; 0.0437620745323618 -0.0834255477365483    3.24105190549324;
1526460425552101218;  0.102256979691388 -0.0659617182488117    3.23645721023767;
1526460425952036112;  0.125520216187961 -0.0412130058650923     3.0083540494126;
1526460426152161786;  0.140327163334927 -0.0130659452300289    2.91065633489586;
1526460426452057523; 0.126706971221092 0.0281777020505105   2.89980553322532;
1526460426751994539;0.0787670642981528 0.0381333632199758   2.70952007344792;
1526460427052018871; 0.0153970967052429 0.00409931003946536    2.61619673307964;
1526460427351940471; 0.0153970967052429 0.00409931003946536    2.61619673307964;
1526460427551992737;-0.0953036406242776 0.00967803411670433    2.66374881993528;
1526460427851956933;-0.168364120979881 0.0213949955622252   2.48688073492968;
1526460428151934013; -0.218009595798801 -0.0031408976944844    2.37355464266421;
1526460428352897600; -0.291147712804922 -0.0475229401569489    2.41551760506924;
1526460428651997175; -0.291147712804922 -0.0475229401569489    2.41551760506924;
1526460428852734229; -0.32285210223033 -0.106053761528139   2.30511441271269;
1526460429151944305;-0.308515646345406 -0.158242180738076   2.15375905118694;
1526460429451951183;-0.354919979770451 -0.161769084427514   2.05799962236314;
1526460429651984058;-0.368218316072869 -0.131179814352214   1.95119325323033;
1526460429951934300;-0.368218316072869 -0.131179814352214   1.95119325323033;
1526460430251973448; -0.380573154864478 -0.0910996256145507    1.81638724864824;
1526460430551960704; -0.340639772000981 -0.0690105043999607    1.73578936724557;
1526460430751991764;  -0.25833582670265 -0.0794855250529704    1.61888418702939;
1526460430951919233;  -0.25833582670265 -0.0794855250529704    1.61888418702939;
1526460431152869969; -0.099646022189721 -0.0609737411058618    1.51866861444099;
1526460431351976743;  0.0160741748180022 0.000999358998084642     1.40817459726776;
1526460431551916925;  0.0160741748180022 0.000999358998084642     1.40817459726776;
1526460431652941927;  0.13635981540857 0.0364751601060419   1.33952560225943;
1526460431851985081;  0.13635981540857 0.0364751601060419   1.33952560225943;
1526460432051912286; 0.191343340197001 0.0548332330873302   1.27195840165634;
1526460432151915183; 0.191343340197001 0.0548332330873302   1.27195840165634;
1526460432451904198; 0.219960298345707 0.0662196048699468   1.18378031144735;
1526460432552814411; 0.244255758985955 0.0633444345674871   1.07719326993387;
1526460432752013556; 0.244255758985955 0.0633444345674871   1.07719326993387;
1526460432951997702; 0.256115191710844 0.0850384837344205   1.06471459834849;
1526460433152006876; 0.256115191710844 0.0850384837344205   1.06471459834849;
1526460433451976455;0.224618296147247 0.113996284619162 0.934788197684653;
1526460433651951764;0.173283323863595 0.133274127475673 0.775431370990621;
1526460433851940872;0.173283323863595 0.133274127475673 0.775431370990621;
1526460433952889112;0.0810524964195803  0.148182516325308  0.621768164970626;
1526460434251927184;0.0810524964195803  0.148182516325308  0.621768164970626;
