KF_Time;KF_States;KF_Covariance;
1525867206344977774;-0.00222871674022777 9.71874236725874e-05 0.000141451643401496                    0                    0                    0     2.49568758584975    0.938131023415746     6.92404121948273;      2.954400015315       2.954400015315     11.7849000604412 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0101999997714302   0.0101999997714302   0.0299999993294477;
1525867206425513117;  -0.014419926751331 0.000444301520290099 0.000657282136707244                    0                    0                    0     2.49568758584975    0.938131023415746     6.92404121948273;    2.95850002182106     2.95850002182106     11.7890000669473 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0102999997689039   0.0102999997689039   0.0399999991059303;
1525867206526390433; -0.0296949515450217 3.87574357413174e-05  0.00175601231334232                    0                    0                    0     2.49568758584975    0.938131023415746     6.92404121948273;    2.96260003201741     2.96260003201741     11.7931000771436 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0103999997663777   0.0103999997663777   0.0499999988824129;
1525867206627710842; -0.0443394015514537 0.000585937245756038  0.00294598732777848                    0                    0                    0     2.49568758584975    0.938131023415746     6.92404121948273;    2.96670004230335     2.96670004230335     11.7972000874296 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0104999997638515   0.0104999997638515   0.0599999986588955;
1525867206718458238;-0.060468070174059 0.0118875912730938 0.0138091530600156                  0                  0                  0   2.49568707711873  0.938132849263219   6.92408279964365;    1.48953307224829     1.48953307224829     5.92211581778681 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0106999573959725   0.0106999573959725   0.0798940305416451;
1525867206819758147;-0.0748977762677166  0.0124975572225503  0.0150481122220845                   0                   0                   0    2.49568707711873   0.938132849263219    6.92408279964365;    1.49363308253008     1.49363308253008     5.92621582806859 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0107999573934463   0.0107999573934463   0.0898940303181277;
1525867206920528511;-0.0895016433022769  0.0140810508014363  0.0171167703483383                   0                   0                   0    2.49568707711873   0.938132849263219    6.92408279964365;    1.49773309270486     1.49773309270486     5.93031583824338 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0108999573909201   0.0108999573909201   0.0998940300946103;
1525867207021237335;-0.102987973142659 0.0155890711030885 0.0186030943103551                  0                  0                  0   2.49568707711873  0.938132849263219   6.92408279964365;    1.50183310286725     1.50183310286725     5.93441584840576 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0109999573883939   0.0109999573883939    0.109894029871093;
1525867207122241602;-0.116513866961536 0.0171015153869131 0.0200937786053882                  0                  0                  0   2.49568707711873  0.938132849263219   6.92408279964365;    1.50593311308923     1.50593311308923     5.93851585862774 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0110999573858676   0.0110999573858676    0.119894029647575;
1525867207223091794;-0.122532017944896 0.0313653433721538 0.0281167877391241                  0                  0                  0   2.49569250675567  0.938140744242289   6.92419893018589;    1.00767445546121     1.00767445546121     3.98642102458427 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0112997950227853   0.0112997950227853    0.139487550384885;
1525867207323919881; -0.13784515787244 0.0356998927804403 0.0310755227995352                  0                  0                  0   2.49569250675567  0.938140744242289   6.92419893018589;    1.01177446564763     1.01177446564763     3.99052103477069 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0113997950202591   0.0113997950202591    0.149487550161368;
1525867207424649650;-0.153680237165349 0.0535519461030541   0.06407740520875                  0                  0                  0   2.49569250675567  0.938140744242289   6.92419893018589;    1.01587447581423     1.01587447581423     3.99462104493729 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0114997950177329   0.0114997950177329    0.159487549937851;
1525867207525441274;-0.167447868627977 0.0865187935273166  0.143833384604267                  0                  0                  0   2.49569250675567  0.938140744242289   6.92419893018589;     1.0199744859933      1.0199744859933     3.99872105511636 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0115997950152067   0.0115997950152067    0.169487549714333;
1525867207626155724;-0.166101625397143  0.129751021046355  0.222754307332929                  0                  0                  0   2.49570691924611  0.938146357559616   6.92380996708238;   0.768469693906144    0.768469693906144     3.02937938264809 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07    0.011799509714896    0.011799509714896    0.188772353573064;
1525867207726859111;-0.176124713436194  0.176308904193472  0.339991768709109                  0                  0                  0   2.49570691924611  0.938146357559616   6.92380996708238;   0.772569704067433    0.772569704067433     3.03347939280937 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0118995097123698   0.0118995097123698    0.198772353349546;
1525867207827583939;-0.185687533787439   0.23774205121663  0.504176467841981                  0                  0                  0   2.49570691924611  0.938146357559616   6.92380996708238;   0.776669714233041    0.776669714233041     3.03757940297498 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0119995097098436   0.0119995097098436    0.208772353126029;
1525867207928485758;-0.203743777154094  0.307791965034093  0.690052137529828                  0                  0                  0   2.49570691924611  0.938146357559616   6.92380996708238;   0.780769724434334    0.780769724434334     3.04167941317628 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0120995097073174   0.0120995097073174    0.218772352902512;
1525867208019234319;-0.227256247009277  0.373876188495002  0.856848614643666                  0                  0                  0   2.49570691924611  0.938146357559616   6.92380996708238;   0.784869732689752    0.784869732689752     3.04577942143169 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0121995097047912   0.0121995097047912    0.228772352678994;
