KF_LP_Time;KF_LP_vel_NED;KF_rel_pos_NED;
1525867216864968301;0.0692632737275201  0.010129112130223                  0;-11.8545601027535 -3.81394787582565   19.636819041339;
1525867217333209277;0.0692632737275201  0.010129112130223                  0;-12.0310641558241 -3.65053914546293  19.6677212989428;
1525867217789636374;0.0692632737275201  0.010129112130223                  0;-12.1442385256522 -3.57941477867231  19.7058296679789;
1525867218259189368; 0.0197895067792914 0.00289403203720658                   0;-12.1475086331616 -3.67419239698471   19.684357747146;
1525867218719791413; 0.0197895067792914 0.00289403203720658                   0;-12.0586438607819  -3.8402280363887  19.5028176105495;
1525867219188425303; 0.0197895067792914 0.00289403203720658                   0;-11.9325504358695 -4.01497563555711  19.0338095744489;
1525867219649959327; 0.0197895067792914 0.00289403203720658                   0;-11.7431452715787 -4.24392441123184  18.5617990631168;
1525867220107981444; 0.0197895067792914 0.00289403203720658                   0;-11.6570359427728 -4.44097168011855  18.1587899309758;
1525867220575801373; 0.0197895067792914 0.00289403203720658                   0;-11.5799885023724 -4.64162744940598  17.8787805697814;
1525867221042814256; 0.0197895067792914 0.00289403203720658                   0;-11.5091745138371  -4.7688311375981  17.7817746631959;
1525867221534087420; 0.0197895067792914 0.00289403203720658                   0;-11.4654567927481 -4.87195428012935  17.7897698492019;
1525867221966795445; 0.0197895067792914 0.00289403203720658                   0; -11.420043057345 -4.96342940027556  17.8437655552039;
1525867222436755420; 0.0197895067792914 0.00289403203720658                   0; -11.376990620027 -5.09298491717709   17.928759466891;
1525867222899717332; 0.0197895067792914 0.00289403203720658                   0;-11.3125179546325 -5.15050042938956  17.9832659612119;
1525867223363454343; 0.0197895067792914 0.00289403203720658                   0;-11.3086286535495 -5.08712588001258    18.00075975203;
1525867223829207421; 0.0197895067792914 0.00289403203720658                   0;-11.4089020204049 -4.99777987488651  17.9547637974222;
1525867224284841300; 0.0197895067792914 0.00289403203720658                   0;-11.4470785935294 -4.94514099332231  17.8698988089381;
1525867224749328376; 0.0197895067792914 0.00289403203720658                   0;-11.4800459334385  -4.9350755739699  17.7457665774708;
1525867225218996287; 0.0197895067792914 0.00289403203720658                   0;-11.4757511188452 -5.02011605183464  17.6087625411877;
1525867225684415341; 0.0197895067792914 0.00289403203720658                   0;-11.4646098315746 -5.15175242432864   17.473189815084;
1525867226139127255; 0.0197895067792914 0.00289403203720658                   0;-11.4757513620228 -5.23789636526892   17.342752308222;
1525867226604834319; 0.0197895067792914 0.00289403203720658                   0;-11.5203172638606 -5.25224413020057  17.2597516587058;
1525867227077581407; 0.0197895067792914 0.00289403203720658                   0;-11.5648829439372  -5.1820551871986  17.1557549964405;
1525867227540678264; 0.0197895067792914 0.00289403203720658                   0;-11.5983071764829 -5.12860007315925  17.0693332431556;
1525867227996908427; 0.0197895067792914 0.00289403203720658                   0;-11.6334474558059 -5.09442948592388  17.0117592156798;
1525867228498763324; 0.0197895067792914 0.00289403203720658                   0;-11.6094483389582 -5.10946177387398  16.9347585975002;
1525867228933416368; 0.0197895067792914 0.00289403203720658                   0;-11.5648823482186 -5.12063009039814  16.8727581455905;
1525867229390179397; 0.0197895067792914 0.00289403203720658                   0;-11.5431839890147 -5.12004401597753  16.8047582055013;
1525867229858826400; 0.0197895067792914 0.00289403203720658                   0;-11.4154825428028 -5.07760662683421  16.8795685922854;
1525867230314571382; 0.0197895067792914 0.00289403203720658                   0;-10.7639331904747 -4.81569096387011  16.9940147997279;
1525867231545067311; 0.0197895067792914 0.00289403203720658                   0; -8.0040822116234 -3.65425631344897  17.4218266607661;
1525867232646788360; 0.0494737669482286 0.00723508009301645                   0;  -5.802218922744 -2.83473846257312  17.8463197351832;
1525867233748942376; 0.0494737669482286 0.00723508009301645                   0;-3.8215322581627 -2.2243425542174 18.2800114752192;
1525867234851327420; 0.0494737669482286 0.00723508009301645                   0;-2.11841059602281 -1.57045969308001  18.7122523189921;
1525867235952792407; 0.0494737669482286 0.00723508009301645                   0;-0.490233291349624 -0.899049206813198   19.1439586209607;
1525867237055153371; 0.0395790135585829 0.00578806407441316                   0;  1.13642572680316 -0.217786070620257   19.5139890563013;
1525867238156967402; 0.0395790135585829 0.00578806407441316                   0; 2.59221338354567 0.364189655178959  19.7584537865061;
1525867239259131433; 0.0395790135585829 0.00578806407441316                   0; 3.34244280116665 0.591912750886394  19.8640242778573;
1525867240360626460; 0.0395790135585829 0.00578806407441316                   0; 3.23662822567442 0.575160369056474  19.8265369535823;
1525867241471628428; 0.0197895067792914 0.00289403203720658                   0; 3.03048080134988 0.675674914923997  19.5340285105276;
1525867242567270280; 0.0197895067792914 0.00289403203720658                   0; 2.97818466149787 0.895620823496754  19.0147553087611;
1525867243668789388; 0.0197895067792914 0.00289403203720658                   0;2.78526490055541 1.01261897444146 18.4605570436854;
1525867244770679236; 0.0197895067792914 0.00289403203720658                   0;2.64052832734942 1.09647142946141 17.9511619211573;
1525867245872449399; 0.0197895067792914 0.00289403203720658                   0; 2.70737724624656 0.899040604380782  17.4240391859191;
1525867246979191304; 0.0197895067792914 0.00289403203720658                   0; 2.61264227949599 0.894381836646969  16.9423241020579;
1525867248081132413; 0.0197895067792914 0.00289403203720658                   0; 2.47796923541049 0.791932449335034  16.4886097313304;
1525867249182837249; 0.0197895067792914 0.00289403203720658                   0; 2.61934762321929 0.708075166338856  16.0780937076945;
1525867250285197259; 0.0197895067792914 0.00289403203720658                   0; 2.70737708179881 0.619834125043807  15.6418434978861;
1525867251386882306; 0.0395790135585829 0.00578806407441316                   0; 2.80330894016245 0.694892198437626  15.1774100662608;
1525867252494647265; 0.0395790135585829 0.00578806407441316                   0; 2.78536749744798 0.832031242266263  14.7040360061354;
1525867253596877337; 0.0395790135585829 0.00578806407441316                   0; 2.65166958678621 0.820863048074809  14.2240356367482;
1525867254698556424; 0.0395790135585829 0.00578806407441316                   0;2.39330916725615   0.605269790286 13.7202453018565;
1525867255801244260; 0.0296842601689372 0.00434104805580987                   0; 1.97138028465727 0.656842142933781  13.1728467346568;
1525867256902664424; 0.0296842601689372 0.00434104805580987                   0; 1.98168199383238 0.569577515293671  12.6380590797801;
1525867258004306317; 0.0296842601689372 0.00434104805580987                   0; 2.10573661200152 0.552825166208935  12.1540238228322;
1525867259107916356; 0.0296842601689372 0.00434104805580987                   0; 2.38358186804274 0.690772295588429  11.6299614311595;
1525867261311848403;0.0692632737275201  0.010129112130223                  0; 2.82237855218867 0.785370022648747  10.5033503176112;
1525867262413700343;0.0692632737275201  0.010129112130223                  0;   2.632944038739 0.740902573460514  9.90020817531535;
1525867263521185399;0.0692632737275201  0.010129112130223                  0; 2.52721955501059 0.831082791680271   9.2721398474116;
1525867264617594243; 0.0197895067792914 0.00289403203720658                   0;2.47576101743201 0.77382955014127 8.64923495067546;
1525867265720035315; 0.0197895067792914 0.00289403203720658                   0;2.57367888045661 0.72034940359187 8.02403107963407;
1525867266822262288; 0.0197895067792914 0.00289403203720658                   0; 2.50683000009035 0.770606609144868  7.44403347248253;
1525867267923953296; 0.0197895067792914 0.00289403203720658                   0; 2.41769818635322 0.865536804077534   6.8606682421107;
1525867269029238463; 0.0197895067792914 0.00289403203720658                   0;  2.3626918109558 0.954180122012074  6.33655887855479;
1525867270130999328; 0.0197895067792914 0.00289403203720658                   0;2.35927819334487  1.0078591412248 5.78108757747599;
1525867271233235360; 0.0197895067792914 0.00289403203720658                   0;2.34398638330916 0.94585907518285 5.52172213806101;
1525867272334484340; 0.0197895067792914 0.00289403203720658                   0;2.42783709489325 1.14474316512036 3.98955148471781;
1525867273437296391; 0.0197895067792914 0.00289403203720658                   0; 2.4288396498343 1.13915901956865  4.4764810205836;
1525867274538699389; 0.0296842601689372 0.00434104805580987                   0;2.42883965821192 1.15591136959189 4.85951441539714;
1525867275641163350; 0.0296842601689372 0.00434104805580987                   0;2.42121701561431 1.16707960402834 5.12721019996592;
