KF_ArUco_Time;KF_ArUco_pos_NED;
1525867211390346045;-1.00628338301888 0.588896283864292  5.71369824064709;
1525867212056962145; -2.52451964557781 -0.113472566044801    6.4348434667051;
1525867212390270245; -3.44997146841152 -0.288420702699862   6.92189977611148;
1525867212723578345;-4.38408178658301 -0.39885278650127  7.48150369811036;
1525867235388527846;-4.33901517166923 -1.42910565088596  14.4939094832408;
1525867235721835945;-3.72656224802869 -1.41439962701095  14.6253002922126;
1525867236055144046;-3.30967504838886 -1.32357810680983  14.9367917373664;
1525867236388452145;-3.19597871330923 -1.11741000117782  14.5961721047848;
1525867236721760246; -2.07329017613739 -0.965922370145193   14.9585036214731;
1525867237055068245;  -1.6524786624045 -0.789376372703547   14.9332552437224;
1525867237388376345; -1.15175540416394 -0.717077474167573   14.9815583698301;
1525867237721684445;-0.646753998469046 -0.605474826134807   15.0492325596895;
1525867237721684445;-0.646753998469046 -0.605474826134807   15.0492325596895;
1525867238054992545;-0.241137154610337 -0.535648318149994   14.9712732452204;
1525867238388300645; 0.303354061562619 -0.266415180074567   15.0497622951222;
1525867238721608745; 0.459420117948455 -0.596455907894987    15.056929269475;
1525867239054916845; 0.398291618510382 -0.566859483220453   15.0507662823194;
1525867239388224845; 0.531349318775265 -0.571662420885852   15.0923982398525;
1525867239721532945; 0.326454511954236 -0.452524533147916   15.1283108499947;
1525867239721532945; 0.326454511954236 -0.452524533147916   15.1283108499947;
1525867240054841045; 0.284179484742915 -0.455692684217521   15.0619894293491;
1525867240388149145; 0.341695292556805 -0.380809666676533   14.9636812427372;
1525867240721457245; 0.511042637272578 -0.290792287482204   14.8374549102458;
1525867241054765246;0.0674300349891113  -0.22424177978538   14.6941765254603;
1525867241388073345; 0.456217078654912 -0.206110311425497   14.5434994859982;
1525867241721381446; 0.462273144868213 -0.154079315912077   14.2757960195805;
1525867242054689545;  0.358480428727402 -0.0588970450410397    14.2011391855787;
1525867242387997646;0.157957701040001 0.193346993295352   14.038884240808;
1525867242721305645;0.262371176012825 0.106323679738582  13.7381557459602;
1525867243054613745;0.166713342256731 0.189998472310925  13.5985822613553;
1525867243054613745;0.166713342256731 0.189998472310925  13.5985822613553;
1525867243387921845;0.166831034100868 0.042575241242029  13.4114663327334;
1525867243721229945;0.0319180612395318  0.397344640218284   13.2628219722863;
1525867244054538045;0.0320979290746229  0.523552062000454   13.0373491404306;
1525867244387846045;0.0336737872254699  0.516682168694665   12.7928714876957;
1525867244721154145;  0.12712127119757 0.0813265132852088    12.667539765385;
1525867245054462245;0.172985553266309 0.133750049105234   12.455268949834;
1525867245387770345; 0.13147633588576 0.273651096640287  12.2327048698555;
1525867245721078445;0.149877528900088 0.146429888830694  12.0386582378544;
1525867245721078445;0.149877528900088 0.146429888830694  12.0386582378544;
1525867246054386545;0.0715955296939002  0.198608017430685   11.8347670534401;
1525867246387694645;-0.0513564942919704   0.257704570425932    11.6590303951794;
1525867246721002645;0.0682227098124344  0.328806029815345     11.43658627142;
1525867247054310745;-0.0517798590079994  0.0608827156327971     11.255120976924;
1525867247387618845;0.0171095737172182   0.30938718003301    11.081187542057;
1525867247720926945;-0.185412836630568 0.0144172793780314    10.947569467532;
1525867248054235045; -0.339436801847334 -0.0530667218904552    10.7254851814201;
1525867248387543045; 0.16490027332184 0.236460991645102  10.5003419391377;
1525867248720851145; 0.0409201286574946 0.00844580568893372    10.3726977320883;
1525867249054159245;-0.0530511387423498   -0.13816278826965    10.2234212321171;
1525867249387467345;  0.128375693044953 -0.0529182365527806    10.0242963943016;
1525867249387467345;  0.128375693044953 -0.0529182365527806    10.0242963943016;
1525867249720775445;-0.00954763319577578   -0.158283085317287     9.96033396832279;
1525867250054083445;0.0402572233129653 -0.093231667960858   9.82432276478339;
1525867250387391545;   0.14312947886117 -0.0878581063985274    9.65818843448264;
1525867250720699645; 0.212042626817608 -0.123550056958998   9.51908340408017;
1525867251054007745;  0.161919574433391 -0.0702855851449436    9.33850197528915;
1525867251387315845;  0.137244491013445 -0.0623538752013394    9.20339443181283;
1525867251720623845;0.168814206807883  0.27203608049523  9.07459256313945;
1525867252053931945; 0.306402739338501 -0.012917120348265   8.87370832407554;
1525867252387240045;   0.0245694281078496 -0.000204697859047406      8.71313809153365;
1525867252720548145; 0.25852382860112 0.682816534102647  8.47941083889138;
1525867253053856246;0.164231264412191 0.569181050458852  8.33565052380677;
1525867253387164246; 0.443234277731038 -0.515901501054133   8.82213038178745;
1525867253720472345; -0.243987995600142 -0.0816996802109625    8.03173914812157;
1525867254053780445;  0.138846832009788 -0.0694754339915554    7.85147143795941;
1525867254387088545;-0.0167892750836275 -0.0519483284648001    7.67444342843444;
1525867254720396646;  -0.275267582478694 -0.00954355729698608     7.46253416792422;
1525867255053704745;-0.516822673759859 0.0433329224520687   7.30115671874209;
1525867255387012845; -0.65574878038108 -0.098400068173326   7.16607521777088;
1525867255720320845; -0.615025841223883 -0.0307049146303797    7.01301187815209;
1525867256053628945; -0.648477367782661 -0.0477162038144303    6.85782967290318;
1525867256386937045;-0.657616123213473 -0.157346153910299   6.71456033532895;
1525867256720245146; -0.619334944627058 -0.0940781272059122    6.59451354130855;
1525867257053553245;-0.593230978399418 -0.108795499613285   6.42878404092149;
1525867257386861246;-0.669554877961736 -0.120021097437231   6.30350305294116;
1525867257720169345;-0.551557181110914 -0.211164580544335   6.17708319506741;
1525867258053477445;  -0.50051452278836 -0.0979972070311607    6.04727024775242;
1525867258386785545;-0.410897790096971 -0.151197013223113   5.89891209444272;
1525867258720093646;  -0.32197942019001 -0.0679025204284264    5.75401141166633;
1525867259053401646;-0.0599418353969144  0.0251913191803383     5.6190963060389;
1525867259386709745;0.0389277724730165  0.072242880431251   5.46011676671095;
1525867259720017845; 0.186051419345273 0.0418348728482583   5.30887278245495;
1525867260053325945;0.291945052404299 0.129180196364327  5.14135234761053;
1525867260386634046;0.298595474774663 0.114026422678038  4.98198988060731;
1525867260719942045; 0.383593227785127 0.0805394755565861   4.82963894158994;
1525867261053250146;  0.366170002848189 -0.0167030231049936    4.67511212165664;
1525867261386558245; 0.338643849535224 0.0153840490709278   4.53867232582005;
1525867261719866345;   0.26284469667611 -0.0917479571735462    4.37963444199894;
1525867262053174445;    0.2374691623167 0.00838948128558234    4.21708354300621;
1525867262386482546; 0.213370748336193 0.0159860806124637   4.06710108346347;
1525867262719790645; 0.200285613280945 0.0591236669834178    3.8955306338981;
1525867263053098646; 0.200296957072266 0.0924955647792254   3.73506568039203;
1525867263386406745;    0.15431414643559 -0.00171367128982075     3.56953038759272;
1525867263719714845; 0.158251036197389 0.0413213370438503   3.41178531471765;
1525867264053022945; 0.140222946730627 0.0561228986697592    3.3720119677408;
1525867264386331046;   0.124245902133453 -0.00132027473854968      3.0756948667181;
1525867264719639046;   0.20943651374798 -0.0567463898706965    2.89199962542898;
1525867265052947145;   0.21647944176591 -0.0811031615255138    2.70858439260555;
1525867265052947145;   0.21647944176591 -0.0811031615255138    2.70858439260555;
1525867265386255245;  0.264176875041223 -0.0608734010478613    2.51846766981694;
1525867265719563345; 0.243627640329485 -0.101979915887191   2.35153590583328;
1525867266052871446;  0.230022269612874 -0.0786946914864499    2.24888251035086;
1525867266386179445;  0.204750321342295 -0.0410229594725833    2.07080590107224;
1525867266386179445;  0.204750321342295 -0.0410229594725833    2.07080590107224;
1525867266719487546;     0.190943532697 -0.0278635591279626    1.86925249143481;
1525867267052795645;0.166454719853399 0.037532244953848  1.65247635400311;
1525867267052795645;0.166454719853399 0.037532244953848  1.65247635400311;
1525867267386103745;0.163501103053373 0.029787423101882  1.46977259127277;
1525867267719411845; 0.109642273407814 0.0362071998959373   1.28753707004958;
1525867268052719845; 0.143542697103657 0.0264623037029451   1.17012734680266;
