KF_ArUco_Time;KF_ArUco_pos_NED;
1525871333271516516;0.0541276686640347 0.0923722100406634  0.597356751260987;
1525871333271516516;0.0541276686640347 0.0923722100406634  0.597356751260987;
1525871333604824616;-0.0849825553583078   0.202787592819271    1.25644595183303;
1525871333604824616;-0.0849825553583078   0.202787592819271    1.25644595183303;
1525871333938132715;-0.167365567866103  0.162807586116835   2.15840011711271;
1525871334271440715;-0.100521362949252 0.0624030696450231   3.28176437106081;
1525871334604748815;-0.313194655032524 0.0835115394408001   4.34292412194184;
1525871334604748815;-0.313194655032524 0.0835115394408001   4.34292412194184;
1525871334938056915;-0.352881540007868  0.108398058826189   4.73020876610963;
1525871335271365015;-0.327305021638062  0.101352674660765   5.30711790116977;
1525871335604673115;-0.403647131853969   0.22891008227004   5.97140467804102;
1525871335604673115;-0.403647131853969   0.22891008227004   5.97140467804102;
1525871335937981115;-0.0990788472823538    0.43156145401502    6.84249275306977;
1525871336271289215;-0.138765667953781  0.636597864721765   7.79090083711776;
1525871336271289215;-0.138765667953781  0.636597864721765   7.79090083711776;
1525871336604597315;-0.55603149806787 0.386374949334864  8.69795983687995;
1525871336937905415; -1.41034870896584 -0.262805070908177   9.50474709526871;
1525871336937905415; -1.41034870896584 -0.262805070908177   9.50474709526871;
1525871337271213515;-2.54449732245016 -1.15726330497238  10.3180034526564;
1525871337604521615;-4.41093518661009 -2.31733932261475  11.0178023324021;
1525871337604521615;-4.41093518661009 -2.31733932261475  11.0178023324021;
1525871337937829715;-6.06489194653938 -3.70045352319958  11.8052313846616;
1525871338271137716;-8.18337619273936 -4.80511803674107  12.4900733511479;
1525871367602248915;-4.91743003689855 -3.02229211090238  18.3180870148038;
1525871367935557015;-2.79921218147306 -1.50181261946959   17.562993838081;
1525871368268865115;  -1.3926725447409 -0.204609467062079   17.6061469841195;
1525871368602173115;0.0109056053622114  0.970339743829144    17.372011707283;
1525871368602173115;0.0109056053622114  0.970339743829144    17.372011707283;
1525871368935481216;2.28560859753543 2.51633525286723  17.056136574598;
1525871371268637815;  2.1884343183701 0.497475336252895   16.092280575592;
1525871371601945915;-0.422885224927207   -2.1624221336255   15.5142947115025;
1525871372601870115; 3.1752286759553 2.59627980152913 14.3667996254568;
1525871372935178215;2.04199612431018 2.84758399532481 14.3910470223956;
1525871372935178215;2.04199612431018 2.84758399532481 14.3910470223956;
1525871373268486315; 2.08269067512575 0.375890674914619  14.8845873582933;
1525871374268410515;  0.269460283722539 -0.0789084570927794    13.9336389213146;
1525871374601718616;-1.29780624425904 -1.39492671511679  13.5742346604619;
1525871375601642915; -1.15801410481169 0.0503271472750919   13.2299658808931;
1525871375934950915;-0.283258151891321  0.393898469974257    13.109486877969;
1525871375934950915;-0.283258151891321  0.393898469974257    13.109486877969;
1525871376268259015;0.774273483908183  1.12343484751462  12.9995530834119;
1525871376601567115;0.496788247923106 0.499306968279899  12.9126976788985;
1525871376934875215;   1.002545971194 0.238945527948043  12.6945632272443;
1525871377268183315; 0.408083993854923 0.0954689519739467   12.6499394546655;
1525871377601491415; 0.620576768554545 -0.168382111816456   12.4983620153288;
1525871377934799515; 0.225072169556447 -0.139049250118872   12.3669992568411;
1525871378268107515;-0.00247749801088615   -0.126267898846765     12.1205412503267;
1525871378601415615;-0.132634369117581 -0.288279400770395   11.9397858343517;
1525871378934723715;-0.158751665585777 -0.403202456051917   11.7276308872404;
1525871379268031815;-0.118645467079968 -0.376609416565075   11.5419870276385;
1525871379601339915;-0.0679652847494601  -0.244956477352702    11.3959498694468;
1525871379934647915; -0.17218412093929 -0.101962934855585   11.1974758950068;
1525871380267956015;-0.281966159304893 -0.107590988990176   11.0950957593154;
1525871380601264115;-0.202786035535835 -0.116870882943396   10.9324798925037;
1525871380934572215;-0.0215416801993115  -0.183699315367245    10.7984347332233;
1525871380934572215;-0.0215416801993115  -0.183699315367245    10.7984347332233;
1525871381267880315;-0.118059814615682 -0.179863284536869   10.6588527743657;
1525871381601188315;0.000256377830943399   -0.252875773245983     10.5014800848218;
1525871381934496415;-0.115767079041161  -0.39200095265746   10.3173054726492;
1525871382267804515;-0.0243768873452941  -0.357133284439357    10.1204101173358;
1525871382601112615;-0.172899732641419 -0.218206612857961   9.96413436708307;
1525871382934420715;-0.0549964386308431   -0.40941400904624     9.7468590594152;
1525871383267728715;  0.03975164432941 -0.416602730024394   9.58614714696232;
1525871383601036815;-0.072314187973717 -0.114853241070503   9.40297594914874;
1525871383934344915;-0.0374427780152241   0.192490463176189    10.0284978854179;
1525871384267653015;0.0458307694149132  0.334716895665373   9.86970093109112;
1525871384600961115;0.0146934728872933  0.298570361176875   8.82221622523952;
1525871384934269115;-0.03454461092796 0.344647845838216  8.63007190896518;
1525871385267577215;-0.00128196545477366    0.270273789639682     8.44347292016396;
1525871385600885315;-0.0535687980918571   0.120404143412893    8.21392679944362;
1525871385934193415;-0.0342937520147745  -0.118585787730784     8.0018940443178;
1525871386267501515;-0.293929695229061 -0.129863790548461   8.54020976234083;
1525871386600809615; -0.318703112157734 -0.0668118970898108    7.61866308077779;
1525871386934117715;-0.276697987882066 -0.189648018490907   8.13367036872813;
1525871387267425715; -0.197628924750471 -0.0766670763241459    7.38635577463074;
1525871387600733816; -0.105367346173406 -0.0676661132141527    7.75554113856917;
1525871387934041915;-0.0889018888298207 -0.0374046899498958    7.03162527509361;
1525871388267350015; -0.112273353449586 -0.0765467416537719    7.30631132360888;
1525871388600658115;-0.148612074568544  0.214104977337243   7.06529954488609;
1525871388933966115;-0.114175283386349  0.234913334292731   6.82013925885317;
1525871389267274215;-0.180772529799293  0.107588861742447    6.5694795518559;
1525871389600582316;-0.0652704405894006   0.322706821634787    6.35230555709951;
1525871389933890415;-0.0636117025030645   0.192447154715111    6.09677977056327;
1525871390267198515; -0.123778375724116 -0.0473548851803426    6.10058558020521;
1525871390933814615;  0.104792948169925 -0.0786301312334073    5.63809105351026;
1525871391267122715;0.135636956171998  -0.2340939784991   5.4781006853386;
1525871391600430816;  0.15969039797442 -0.235975652568481   5.23373759745451;
1525871391933738915; 0.253701784307543 -0.259819078369634   5.07861042669218;
1525871392267046915; 0.234632139674364 -0.289739863375256   4.89324089995072;
1525871392600355015; 0.264734485675183 -0.259609179075646   4.70535155524732;
1525871392933663115;  0.18880747843267 -0.157297787101727   4.58771913999574;
1525871393266971216;  0.137442218700364 0.00312175137277265    4.44155536784276;
1525871393600279315;0.144147475138876 0.108527489569023  4.18089354186242;
1525871393933587415;-0.00406099295330553    0.152013381113759     3.99913393153413;
1525871394266895515;-0.0566917795319089   0.258380684202486     3.9329178651601;
1525871394933511615;0.00780753551603494   0.171214777067389    3.64382700215456;
1525871394933511615;0.00780753551603494   0.171214777067389    3.64382700215456;
1525871395600127815;-0.016858537281999 0.0698409875736511   3.35398488459832;
1525871395933435915;0.0324157343562902 0.0455279717612521   3.25415785998278;
1525871396266743915; 0.0384410474697997 0.00920577075624339    3.19241549550149;
1525871396600052015;-0.00847962855086757  -0.0452628651642449     3.11183702963166;
1525871396933360115;0.00330607240281947  -0.132239557168451     3.0599235864195;
1525871397266668216;0.00954511490172716  -0.165208150235692    3.01350707912605;
1525871397599976315;-0.015895849692665 -0.142963933837643   2.94882524175948;
1525871397933284315;-0.0407983658208573 -0.0696414478758138    2.88304659620734;
1525871398266592415;-0.0499960932591599 -0.0559082720764984    2.80241572803698;
1525871398599900515;-0.0959245652712452  0.0209634789276301    2.73091527116861;
1525871398599900515;-0.0959245652712452  0.0209634789276301    2.73091527116861;
1525871398933208616;-0.0784087853448748   0.089784888000738    2.58219672243878;
1525871399266516715;-0.100400013189088  0.164995121833745   2.43844769351609;
1525871399599824716;-0.0804278388103042   0.165256017595591    2.37339242998832;
1525871399933132815;-0.0645473952578995  0.0704036144540658    2.26278357075024;
1525871400266440915;-0.0346389580205607  0.0451652121472123    2.21121355463417;
