KF_ArUco_Time;KF_ArUco_pos_NED;
1525872836825279358; -0.0276451175627235 -0.00784054946707675    0.269791190579469;
1525872837158587357; -0.188735514074699 -0.0364467073689042   0.780831498648517;
1525872837491895457;-0.345911822962401 -0.020980530252023   1.37710384197892;
1525872837491895457;-0.345911822962401 -0.020980530252023   1.37710384197892;
1525872837825203557;-0.405369715755994 0.0131284948363214   2.18001143550669;
1525872838158511657;-0.330510955285372  0.133463578089631   3.02740524328268;
1525872838491819757;-0.45390220068087  0.17831981487646  3.89711223127582;
1525872838825127757;-1.15759708884455 0.023265803183816  4.71448797898497;
1525872839158435858;  -2.19953186963591 -0.0367959444569003    5.29370247556659;
1525872866156390557;-5.37971343267688  1.44566793136268   14.893808483928;
1525872866489698557;-4.88702576756372  1.26519545464649  14.9816684134204;
1525872866823006657;-4.34670332189824  1.42145951254781  15.0012439774187;
1525872868156238958;-1.74283818703218 0.745257796402878  15.0484294075546;
1525872868489547057;-1.24454179337762 0.689812049626149  14.9923699950434;
1525872868822855157;-0.478546296844979  0.761912674892941   15.1122275195437;
1525872869156163258;-0.0182387708192728    1.10425693587128    15.0326019475367;
1525872869489471357;0.592926760042954 0.848185962278424  15.0186140338904;
1525872869822779358;  1.1390644704735 0.773896441690093    14.94717180467;
1525872869822779358;  1.1390644704735 0.773896441690093    14.94717180467;
1525872870156087457;  1.28506989632248 0.0344464934746471   14.8350269931618;
1525872870489395557;  1.03489321207467 -0.139421093316474   14.9166953370718;
1525872870822703658;   0.405765318410644 -0.00440121232135893     14.8284882519966;
1525872871156011757;0.0743990892523842  -0.21913041251825   14.6872187394954;
1525872871489319758;-0.141557639244578 -0.280911124555312   14.5801996022109;
1525872871822627857; -0.425524095846761 -0.0990768934980535    14.3554379512006;
1525872871822627857; -0.425524095846761 -0.0990768934980535    14.3554379512006;
1525872872155935957; -0.595038134663211 -0.0604570205868174    14.2021690216153;
1525872872822552157;-0.352445859723105  0.167356124279287   13.7647747191565;
1525872872822552157;-0.352445859723105  0.167356124279287   13.7647747191565;
1525872873155860258;-0.162138613336689 -0.173093465298069   13.5407089667784;
1525872873489168357;-0.284694413175899 -0.327812107166817   13.3802239111191;
1525872873822476358;-0.437340020750679 -0.290681869732475   13.2169922339765;
1525872874155784457; -0.70548751466676 -0.227416283045667   13.0215437689156;
1525872874489092557; -0.633845419040142 -0.0472907074846124    12.7788028717851;
1525872874822400658;-0.655316110331265 -0.144556561578158   12.5442695611544;
1525872875155708757;-0.453391732969582  0.243693391123876    12.391354257467;
1525872875489016758; -0.481126440953502 -0.0157954342792636    12.1988031964696;
1525872875489016758; -0.481126440953502 -0.0157954342792636    12.1988031964696;
1525872875822324857;-0.253949049351804 -0.159243933520825    11.980273820063;
1525872876155632957; -0.354787448342105 -0.0584392501918786    11.9063357894906;
1525872876488941058;-0.466466474842312 -0.148836187829629   11.7115988116237;
1525872876822249157;-0.308666338915079 -0.199572379679512    11.578296907368;
1525872877155557158;-0.206675125354792 -0.268637068046016   11.4759077321028;
1525872877488865257;-0.235176856338414 -0.457333425298368   11.2817069280954;
1525872877822173357;-0.269724941941671 -0.314080212333813   11.1125786819655;
1525872878155481457;-0.242507567903001 -0.394330712070635   10.9073505107912;
1525872878488789557; -0.18965213587454 -0.145222973322966   10.7261179287706;
1525872878822097557; -0.14606710502146 -0.214865962965178   10.6219506224058;
1525872879155405657;-0.424138642616441  0.263763367592388   10.4177690783973;
1525872879488713758;-0.223957810070968  0.260453232936701   10.2069221452564;
1525872879822021857;-0.260424631188338  0.128021587877103   10.1529215010075;
1525872880155329957;-0.34368096281914 0.224830754898004  9.94915341557124;
1525872880488638058;-0.283406064060944  0.314358108478986   9.78402966583134;
1525872880821946157;-0.338956330997374  0.101916967518016   9.62752862486754;
1525872881155254158;-0.635864743418996 0.0385559379106086     9.494111691789;
1525872881488562257;-0.572582212679052 -0.102861896894925   9.36598863067759;
1525872881821870357;-0.548798728075966 0.0330078659961385   9.20548016641654;
1525872882155178458;-0.512286540391934  0.181005832245253   9.01930725533383;
1525872882488486557;-0.553834789534863 0.0632121996018042    8.8497585428448;
1525872882821794558;-0.615912886256611  0.149820837589218   8.62562626975869;
1525872883155102657;-0.442532443963462  0.148359911784124   8.49471596827326;
1525872883488410757;-0.373447898993457    0.1470000372496   8.34099629784007;
1525872883821718857;-0.267461063562115 -0.077244334279112   8.21600184266855;
1525872884155026957;-0.234301074888336 0.0239146481160905   8.07798667560406;
1525872884821643057; -0.463191691404825 0.00754173648387742    7.73879304999903;
1525872885154951158;-0.467877208808561 0.0107988384137299    7.5700720667053;
1525872885154951158;-0.467877208808561 0.0107988384137299    7.5700720667053;
1525872885488259257; -0.40325466472652 0.0235184765152024   7.33404031028132;
1525872885821567357;-0.320022449739726 -0.111680358919848   7.17936145732277;
1525872886154875357; -0.136995308175654 -0.0620145390970589    7.53546997128277;
1525872886821491558;-0.279970649300188  -0.12909638901286    6.7142982759429;
1525872887154799657;-0.331040541473721 -0.141865463551631   6.54372679000605;
1525872887488107757; -0.422010062999291 -0.0924692301454566    6.37564738454784;
1525872887821415757;-0.481923498423324 -0.154629732113886   6.17362744750295;
1525872888154723857; -0.574399248079996 -0.0596812182201573     6.0001180770852;
1525872888488031958;  -0.697444743828858 -0.00279647223135941     5.81107164225043;
1525872888821340057;  -0.701180876332975 0.000712805899377819     5.63430191376833;
1525872889487956257;-0.504831573898833 -0.068079679651502   5.32951663715152;
1525872889821264357;-0.492681533714408 -0.175884137901726   5.16980695781052;
1525872890154572357;-0.457346969139615 -0.110624363741887   5.01051932484698;
1525872890487880457; -0.279094022002823 0.00718517609321771    4.85086734335302;
1525872890821188558; -0.264609235322348 -0.0308399427487499    4.69393061124137;
1525872891154496657; -0.209116250523631 -0.0349044894173775    4.52550619466646;
1525872891821112757; -0.127754621787109 -0.0902640187209779    4.20672112319518;
1525872892154420857; -0.160285598443591 -0.0988202407308452    4.02875864223324;
1525872892487728958;  -0.156114912503344 -0.00442239264490257     3.86834279078853;
1525872892821037057;  -0.157250254199292 0.000274097099113395     3.69871958397295;
1525872893154345157;-0.238070543198463 0.0895234367212666   3.54371906772641;
1525872893820961257;-0.270011566067869  0.117645306778673   3.29352239386664;
1525872894154269358;-0.271170720068071   0.11821720120034   3.17436734775847;
1525872894487577457; -0.237493890204661 0.00111152758859406    3.07540287216062;
1525872894820885557;-0.263906108769749 -0.086173918729156   2.97930764725937;
1525872895154193557;-0.268275183851721 -0.166542101674165   2.90365463532989;
1525872895487501657;-0.275506100292631 -0.117420720238044   2.84265913664123;
1525872895820809757; -0.295832634588596 -0.0968045378149908    2.84576310455624;
1525872896154117857; -0.282351160475309 -0.0464797558552744    2.68634499436041;
1525872896487425958;  -0.283434094267681 0.000125197916615725     2.67355581181822;
1525872896820734057;-0.307698596666431 0.0653642151192304   2.56665738128772;
1525872897154042157;-0.308156288909256 0.0993195739226367   2.40021688064592;
1525872897487350157;-0.239071207685129  0.169065848131892   2.31701770316034;
1525872897820658257;-0.264211941911319  0.234865753823811   2.23902050133348;
1525872898153966358;-0.199768113877309  0.251859551935435   2.12659400963622;
1525872898487274457;-0.14226805113664 0.195958402480914  2.03111146082696;
1525872898820582557;-0.108796545579946  0.128522534897143    1.9350663305911;
1525872899153890557;-0.113019317763329 0.0483691446388567   1.82170437901231;
1525872899487198657; -0.151881219007722 -0.0276717205169775    1.75505332712867;
1525872899487198657; -0.151881219007722 -0.0276717205169775    1.75505332712867;
1525872899820506758;-0.157594061351726 -0.103591376272157   1.65066038533013;
1525872900153814857;-0.195814421873901 -0.169446530266701    1.5175723354294;
1525872900153814857;-0.195814421873901 -0.169446530266701    1.5175723354294;
1525872900487122957;-0.217721922625818 -0.185633753059272   1.46811977909675;
1525872900820430957;-0.183264587320252  -0.21326708481326   1.36429846141677;
1525872900820430957;-0.183264587320252  -0.21326708481326   1.36429846141677;
1525872901153739057; -0.15817223143299 -0.185884688853235   1.25600568249039;
1525872901153739057; -0.15817223143299 -0.185884688853235   1.25600568249039;
1525872902486971357;  0.145529434442597 -0.0293396140881044   0.862563592525307;
1525872902486971357;  0.145529434442597 -0.0293396140881044   0.862563592525307;
1525872902820279457;  0.176184176696614 -0.0260570489313947   0.724985830307475;
1525872902820279457;  0.176184176696614 -0.0260570489313947   0.724985830307475;
1525872903153587557;  0.208529374258897 -0.0483415572619391   0.559203705281112;
