KF_ArUco_Time;KF_ArUco_pos_NED;
1525084326506935014;-1.05832912184832  1.23123028792043  14.2041865369809;
1525084326706936860;-0.981258159265527   1.18418896637418    13.784912381622;
1525084326909054505;-0.997148875695433   1.22975319680131   13.6384448862445;
1525084327106964977;-0.997148875695433   1.22975319680131   13.6384448862445;
1525084327309003747;-1.02213451689664  1.14516186573173  13.3434067653843;
1525084327506967841;-1.05044451407322  1.12952836521584  13.4040239176339;
1525084327706976859;-1.04056064319483  1.09334622513238  13.2869292091242;
1525084327906970964;-0.983218391457275    1.0388376283945   12.8739862828123;
1525084328107077661;-0.983218391457275    1.0388376283945   12.8739862828123;
1525084328309159108;-0.958071173384571  0.971647609320853   12.5885807354117;
1525084328506964931;-1.03114771419581  1.00094287530252  12.7347608045632;
1525084328709191168;-1.02605332276759 0.916821967447695  12.5277173294351;
1525084328906976684;-1.07920515676946 0.871252220562713  12.1050859165358;
1525084329107039207;-1.07920515676946 0.871252220562713  12.1050859165358;
1525084329306942375;-1.27180344678107  0.84491591167851  12.1382931842248;
1525084329507139025;-1.30516328335044 0.799756316671202   11.935892138008;
1525084329709366275;-1.36061231763899 0.803323991679432  11.7870897453524;
1525084329906995545;-1.36061231763899 0.803323991679432  11.7870897453524;
1525084330109260097;-1.40311520084262 0.828052437176389  11.6982836919984;
1525084330306978753;-1.54204465448133 0.753833329928373  11.4694090841356;
1525084330509398076;-1.51643443268849 0.716470261426881  11.0965529630589;
1525084330707035500;-1.60886775530155 0.708135722932364  11.2543038132671;
1525084330907112247;-1.56393443039489 0.685374578008132  11.1404268265195;
1525084331109417876;-1.56393443039489 0.685374578008132  11.1404268265195;
1525084331306963148;-1.45414064021434 0.767026791410944  10.8234317646492;
1525084331509325187;-1.39857605556626 0.724048648032401  10.6580242738368;
1525084331706996972;-1.37902330781162 0.752361587777022   10.572336164708;
1525084331909098722;-1.43197503943354 0.763066641022484  10.3970204104575;
1525084332107033385;-1.43197503943354 0.763066641022484  10.3970204104575;
1525084332306962543;-1.27357193143367 0.790903355514223  10.0407535529224;
1525084332509196053;-1.32332331821135 0.783715726326347  9.91144457481508;
1525084332707061603;-1.32151611419637 0.725956697095979  9.69665328029227;
1525084332909122684;-1.28889674754881 0.685160079832361  9.53076485703886;
1525084333106983159;-1.28889674754881 0.685160079832361  9.53076485703886;
1525084333309121651;-1.28889674754881 0.685160079832361  9.53076485703886;
1525084333507042458;-1.19295423485542 0.723151876998446   9.1355041802092;
1525084333706943282;-1.13637193734379 0.679187680664178  8.86169328581309;
1525084333906976867;-1.07417194048954 0.645786925178038  8.78755425087155;
1525084334106924027;-1.07417194048954 0.645786925178038  8.78755425087155;
1525084334309133111;-1.01584963720217  0.64017576379008  8.50862327026948;
1525084334506941868;-0.970723489691653  0.644542262132679   8.40631621012147;
1525084334709083543;-0.956594915504177  0.627221166811064   8.22039951361124;
1525084334906940109;-0.959215272473064   0.61985294228943   8.08827601886238;
1525084335106965178;-0.959215272473064   0.61985294228943   8.08827601886238;
1525084335306964735;-0.969268536478012  0.612220894946389   7.79454037466624;
1525084335507071476;-0.948669815847893  0.571814559077765   7.70362413695648;
1525084335709101972;-0.938112149913628  0.577901354571282   7.55815822608341;
1525084335906832148;-0.959514416445145  0.534275492762107   7.41991321765586;
1525084336109161635;-0.959514416445145  0.534275492762107   7.41991321765586;
1525084336307074057;-0.982750711704738  0.458392114322379   7.15149130639604;
1525084336506945927;-0.986983353103611  0.404944531303493   7.02045583028288;
1525084336706968781;-0.977260618478641  0.398920787405997   6.88719961785079;
1525084336906967021;-1.05148641149087 0.412206781672705  6.72534313253469;
1525084337109068608;-1.05148641149087 0.412206781672705  6.72534313253469;
1525084337307038147;-0.998198438375854   0.39687203722919   6.48852857071163;
1525084337509214946;-0.950492150147005  0.417913188712368   6.34137895690033;
1525084337706996835;-0.85293012444699 0.421036223727026  6.22194885054828;
1525084337906958014;-0.730510267741441  0.421191290956111   6.10616919951865;
1525084338107006366;-0.730510267741441  0.421191290956111   6.10616919951865;
1525084338306938077;-0.558667423167353  0.411827094235071   5.87186011630503;
1525084338509020246;-0.45808255509683 0.379892158791027  5.76162904767724;
1525084338706959055;-0.33220664080224 0.314917858676864  5.65890225388622;
1525084338909234498;-0.264170784245728  0.296147797562807   5.53918230469582;
1525084339106964077;-0.264170784245728  0.296147797562807   5.53918230469582;
1525084339309064820;-0.131350907253977  0.298356625234962   5.33252169288179;
1525084339507080495;-0.0115586408639155   0.307351453026953    5.19692757169215;
1525084339706965345;0.117298868501426 0.303222466440319  5.07733645694943;
1525084339909102521;0.219275138479803 0.264270192876526  4.93416983025732;
1525084340106955629;0.219275138479803 0.264270192876526  4.93416983025732;
1525084340309196506;0.320693702888463 0.239759852409875  4.68589020072126;
1525084340506948923;0.359037631193393 0.237602233505656  4.55665909065172;
1525084340709115843;0.353885396840697 0.196741318842943  4.45546663915966;
1525084340906845033;0.323417771879858 0.164737636883661  4.35615657582516;
1525084341106990024;0.323417771879858 0.164737636883661  4.35615657582516;
1525084341309092994;0.217656499573905 0.125891368258485  4.15630060896691;
1525084341506954321; 0.115101534417199 0.0835460264317737   4.04998721944507;
1525084341709238558;0.0787687876448294 0.0885381935434104   3.95329919084203;
1525084341907038577;0.0899224907525458 0.0896425190332038   3.84976692484887;
1525084342109436412;0.0899224907525458 0.0896425190332038   3.84976692484887;
1525084342307151255;0.0826529478839369 0.0992316217402708     3.651922391252;
1525084342506967457;0.0871220152640176  0.099430954127138   3.55072128919579;
1525084342709320191;0.103511502364733 0.117869348016891   3.4504279472193;
1525084342906967500;0.124705334223191 0.132712995526888  3.35698147429438;
1525084343109131864;0.124705334223191 0.132712995526888  3.35698147429438;
1525084343306996859;0.159016216036261 0.158263888386155  3.16234001463838;
1525084343509238003;0.165140123698666 0.194975691679043  3.21696284192622;
1525084344306968648; 0.202219308631725 0.0165107750093316   2.81425314248974;
1525084344509113156;  0.205404277321055 -0.0402434885674832    2.59705354189083;
1525084344707011685;  0.207616677571536 -0.0565906550816542     2.5061950398545;
1525084344909115266;  0.227879471904793 -0.0606968030273444     2.5279856021933;
1525084345107012001;  0.227879471904793 -0.0606968030273444     2.5279856021933;
1525084345307055232;   0.198058670925565 -0.00619267209854638     2.25413798660494;
1525084345506982045; 0.189468831400319 0.0170073298463223   2.18829048019726;
1525084346309087003;0.0964052488967669  0.020592239838306   1.90976178584269;
1525084346506984867; 0.0861576758173724 -0.0166258604467172    1.80005997697761;
1525084346707055507; 0.0683267701013568 -0.0544971441048016    1.65354748819417;
1525084346906948703; 0.0452798729951739 -0.0917794255235584    1.55709101506249;
1525084347107040859; 0.0452798729951739 -0.0917794255235584    1.55709101506249;
1525084347709057486;-0.0130162628231458  -0.263121713586388    1.21579687397148;
1525084347906833781;-0.0523851577351734  -0.282487811706171    1.16985614572687;
1525084348106996235;-0.0523851577351734  -0.282487811706171    1.16985614572687;
1525084348306978826;0.0830676105858879 -0.177063862325895   1.15389334548781;
1525084348506948488; 0.120834458861751 -0.130207248433956   1.12458111985049;
1525084348709135551;  0.13501056426881 -0.122113025631917   1.11379094428559;
1525084348907003362; 0.141143620497994 -0.131785388807432   1.07975837832628;
1525084349106973338; 0.141143620497994 -0.131785388807432   1.07975837832628;
1525084349306971384; 0.141143620497994 -0.131785388807432   1.07975837832628;
1525084349706967444; 0.165768258514416 -0.137158247269103  0.881776465986543;
1525084349906966844;  0.152824161833517 -0.0711152618763909   0.826342394975799;
1525084350109059350;  0.152824161833517 -0.0711152618763909   0.826342394975799;
1525084350306964918;0.120498721587886 0.050090611816686 0.705332321647739;
1525084350509104262;0.120498721587886 0.050090611816686 0.705332321647739;
1525084350706929900;  0.13315371761897 0.0843549216061662    0.6169442346235;
1525084350906967491; 0.137478822698499 0.0906677059982527  0.583265218454316;
1525084351106970245; 0.137478822698499 0.0906677059982527  0.583265218454316;
1525084351306945753;0.121224433253218  0.08139585876112 0.519020102306761;
1525084351509099603; 0.113909710990009 0.0690534547300157  0.485939573023376;
