KF_ArUco_Time;KF_ArUco_pos_NED;
1527255796507123584;-3.39703924757389  1.27909153351642  14.4569261792086;
1527255800506820584;0.0486020410975878   0.49303145719592   14.6495186057313;
1527255800506820584;0.0486020410975878   0.49303145719592   14.6495186057313;
1527255801173436684;0.318534373564733 0.720054861743213  14.5449891902156;
1527255801840052885;0.570274281298819  0.59199631939015  14.1473663657107;
1527255802173360984;0.445845479399525  0.48087531413697  14.1194416534479;
1527255802839977084;0.285029787530152 0.329966674365134  13.8078078709338;
1527255803173285184;0.279201633428333 0.282270181147048  13.6363732744642;
1527255803839901384;  0.0783654676098211 -0.00554572366456063     13.3574623213471;
1527255804839825584; -0.110901402589942 -0.0874046199853909     12.827476671792;
1527255805173133684;-0.139039027611475 0.0643173943483065   12.7770622718798;
1527255805173133684;-0.139039027611475 0.0643173943483065   12.7770622718798;
1527255806173057884;0.157970681730917 0.302315183640312  12.2851006101564;
1527255806506365984;0.171186132134893 0.116800635801847  12.1729897720068;
1527255806839674084;0.177032215556267 0.250610455447152  12.0142107992714;
1527255806839674084;0.177032215556267 0.250610455447152  12.0142107992714;
1527255807172982184; 0.16618082582929 0.262777814199295  11.8216982182818;
1527255807506290285;0.262988789619733 0.159758975310654  11.6840694125222;
1527255807839598384;0.0744064695225517  0.110777998392199   11.4908744836428;
1527255807839598384;0.0744064695225517  0.110777998392199   11.4908744836428;
1527255808172906384;0.0830492037546995  0.173814779570163   11.3384171687602;
1527255808839522584; 0.0388549780228558 -0.0699743868399315    11.0101793898668;
1527255809172830685;0.0695413034492425 0.0103276207995914   10.8028633458609;
1527255809172830685;0.0695413034492425 0.0103276207995914   10.8028633458609;
1527255809506138784; 0.122350223649033 -0.124576788104482   10.7042802281946;
1527255810172754884; 0.0575549487842526 -0.0175617467237177    10.5103648144577;
1527255810506062984;0.0857505140505403 -0.161942723417854   10.2886883303223;
1527255810506062984;0.0857505140505403 -0.161942723417854   10.2886883303223;
1527255810839371084; 0.123954078192104 -0.110317582771312   10.1004483179458;
1527255811172679184; 0.0808371252353294 -0.0187491901739656    9.97028650806754;
1527255811172679184; 0.0808371252353294 -0.0187491901739656    9.97028650806754;
1527255811505987184;0.0449286722813154 -0.137287467669809   9.83889601769923;
1527255811839295284; 0.0751765252056028 -0.0432941736079752    9.73365951903949;
1527255812172603384;-0.00184084401036011  -0.0548310460124185      9.6508611928476;
1527255812172603384;-0.00184084401036011  -0.0548310460124185      9.6508611928476;
1527255812505911484; 0.0478286208646084 -0.0244624944713324    9.50496319148616;
1527255812839219584; -0.0225239516731459 -0.00269750035606398     9.38090552192323;
1527255813172527584;-0.0678084737429014 -0.0344037745381333    9.31430552015936;
1527255813172527584;-0.0678084737429014 -0.0344037745381333    9.31430552015936;
1527255813505835684;0.0697947641401673 0.0215052417720272   9.09066422693827;
1527255813839143784;0.0773797847543309 0.0053098872679514   8.95872908807393;
1527255814172451884;0.0689972865476625  0.028548813033384   8.83744366174621;
1527255814172451884;0.0689972865476625  0.028548813033384   8.83744366174621;
1527255814505759984; 0.124457640039235 0.0279744831323759   8.66027235714196;
1527255814839068085; 0.103912793125437 0.0591109231815084   8.51368605258571;
1527255815172376184;    0.07920875061266 -0.00847904748743827     8.36246467402206;
1527255815172376184;    0.07920875061266 -0.00847904748743827     8.36246467402206;
1527255815505684185;0.0642040784935385 0.0104691787214521   8.23240813853956;
1527255815838992284;0.071157041850101 0.019042175105473  8.09967405081353;
1527255816172300384; 0.0260777627303732 -0.0292919368285049    7.99002582203296;
