KF_ArUco_Time;KF_ArUco_pos_NED;
1527255816172300384; 0.0260777627303732 -0.0292919368285049    7.99002582203296;
1527255816505608484;0.00855058695738575  0.0391902036798524    7.83088258400316;
1527255816838916584;0.0235717633575558  0.040261022200542    7.6897552470675;
1527255817172224584; 0.023646062527157 0.0407741538520412   7.53130734803803;
1527255817172224584; 0.023646062527157 0.0407741538520412   7.53130734803803;
1527255817505532684;-0.113985325521113 0.0881805714393734   7.44672939556033;
1527255817838840784;-0.0332296608308309   0.176884016308102    7.21050194533802;
1527255818172148884;-0.03913652826076 0.156931523277397  7.04717858484009;
1527255818172148884;-0.03913652826076 0.156931523277397  7.04717858484009;
1527255818505456984;-0.136686905509402   0.14747836156027   6.86673486448845;
1527255818838764984;-0.0477191866793478   0.115120670068019    6.73962287760972;
1527255819172073084; -0.031829649222206 0.00232276195990277    6.62122056906641;
1527255819172073084; -0.031829649222206 0.00232276195990277    6.62122056906641;
1527255819505381184;-0.0398178150304194  0.0124286891155715    6.48425145043625;
1527255819838689284;  0.013610781101423 -0.0579771902937633    6.36252497372596;
1527255820171997384;  0.0337767571474754 -0.00766179630210731     6.24856535857052;
1527255820171997384;  0.0337767571474754 -0.00766179630210731     6.24856535857052;
1527255820505305384;-0.00334783670264738  -0.0193724291225268     6.09542842547636;
1527255820838613484; 0.0528858701843322 0.00228938765784606    5.99067961437202;
1527255821171921585;-0.00504290887507997    0.071595459220963     5.87096717119916;
1527255821505229684;-0.0299419925095286  0.0489332191595265    5.75409667531136;
1527255821505229684;-0.0299419925095286  0.0489332191595265    5.75409667531136;
1527255821838537784;0.0118998780943472 0.0646980176561375   5.59485686454234;
1527255822171845784;-0.0325183636068247  0.0843500441680323    5.46127672516193;
1527255822505153884;-0.0216501937111008  0.0177176493753104    5.31167106341577;
1527255822838461984;0.00158050723118819 0.00527058310068055    5.17939660149701;
1527255822838461984;0.00158050723118819 0.00527058310068055    5.17939660149701;
1527255823171770084;-0.0697436539210911 -0.0205364467524401    5.06265632769509;
1527255823505078184; -0.083643168897952 -0.0875676880483211    4.91582216011081;
1527255823838386284;-0.057166860067305 -0.107984948409215   4.82875281264547;
1527255824171694384;-0.154767252352344 -0.166196215768737   5.06348640139489;
1527255824171694384;-0.154767252352344 -0.166196215768737   5.06348640139489;
1527255824505002384;-0.190016956870183 -0.144893323629371   4.91493616123936;
1527255824838310484;-0.186415535024005 -0.111777809068262   4.58973614707681;
1527255824838310484;-0.186415535024005 -0.111777809068262   4.58973614707681;
1527255825171618584; -0.165641708438296 -0.0849551262893697    4.41968814322235;
1527255825504926684; -0.119918632956075 -0.0185305027812876    4.24464868566791;
1527255825838234784;-0.0562995814331543  0.0267421409643834    4.22226307028308;
1527255825838234784;-0.0562995814331543  0.0267421409643834    4.22226307028308;
1527255826171542784;0.0039822012151432 0.0771105432253951   3.75885920371899;
1527255826504850884;0.0521810496120784  0.107948899189682   3.57988011853564;
1527255826838158985;0.0555964306165696 0.0759993628428661   3.51423659877259;
1527255827171467084;0.087889140786505 0.072649776615002  3.42298616816599;
1527255827171467084;0.087889140786505 0.072649776615002  3.42298616816599;
1527255827504775184;0.0651668673013074  0.051796920158672   3.23972450586361;
1527255827838083184; 0.0300081215764438 -0.0115139853613478     3.2470702851535;
1527255828171391284;  0.0369082344408299 -0.00559866106640852     3.14623824361416;
1527255828171391284;  0.0369082344408299 -0.00559866106640852     3.14623824361416;
1527255828504699384; 0.0255995464270858 -0.0252348808938547    3.04322618033149;
1527255828838007484;0.0190627796711748 0.0074333425868975   2.95970435353954;
1527255829171315584;0.0278307319972543 0.0139152884458137   2.84831880665097;
1527255829171315584;0.0278307319972543 0.0139152884458137   2.84831880665097;
1527255829504623584; 0.0586966828058412 -0.0139562282393411    2.73727934093622;
1527255829837931684;0.0770225503765856 0.0328977626784275   2.65103214845164;
1527255830171239784;  0.072406387746937 0.00714385747959549    2.51856830994872;
1527255830171239784;  0.072406387746937 0.00714385747959549    2.51856830994872;
1527255830504547884;  0.13272137176026 0.0471464955754037    2.4512961858202;
1527255830504547884;  0.13272137176026 0.0471464955754037    2.4512961858202;
1527255830837855984; 0.167701232519302 0.0462598287626023   2.34429341530278;
1527255831171164084;0.147054574922178 0.063273738742795  2.24183320487843;
1527255831171164084;0.147054574922178 0.063273738742795  2.24183320487843;
1527255831504472184; 0.171240298969837 0.0812590821579491    2.1776531302855;
1527255831837780185; 0.183300333482357 0.0830704038418363   2.06126837125793;
1527255831837780185; 0.183300333482357 0.0830704038418363   2.06126837125793;
1527255832171088284; 0.167739961621438 0.0600471618240307   1.96876605811882;
1527255832504396384; 0.150799144737993 0.0771679788279847   1.87746038251633;
1527255832504396384; 0.150799144737993 0.0771679788279847   1.87746038251633;
1527255832837704484; 0.144743077826703 0.0335799208164228   1.76658995156651;
1527255833171012584; 0.145406402376434 0.0356380124009348   1.67943557011227;
1527255833171012584; 0.145406402376434 0.0356380124009348   1.67943557011227;
1527255833504320584; 0.144710116054437 0.0123276580835524   1.55950872714932;
1527255833837628684; 0.134163908617941 0.0156186012490193   1.46181692674713;
1527255833837628684; 0.134163908617941 0.0156186012490193   1.46181692674713;
1527255834170936785; 0.143619459568269 -0.011164603640412   1.33677561303165;
1527255834170936785; 0.143619459568269 -0.011164603640412   1.33677561303165;
1527255834504244885; 0.154800264138818 0.0273680201771916   1.22473567553306;
1527255834504244885; 0.154800264138818 0.0273680201771916   1.22473567553306;
1527255834837552984; 0.197415889865553 0.0607117457483675   1.13842139512079;
1527255835170860985; 0.172986315434682 0.0573885168484465   1.05924621253961;
1527255835170860985; 0.172986315434682 0.0573885168484465   1.05924621253961;
1527255835504169084;   0.179152283238658 -0.00478627772749371     0.94995382045628;
1527255835504169084;   0.179152283238658 -0.00478627772749371     0.94995382045628;
1527255835837477184;  0.182651646774985 -0.0368198818588725   0.928564311421534;
1527255835837477184;  0.182651646774985 -0.0368198818588725   0.928564311421534;
1527255836170785284;  0.158494618160086 -0.0577009022496667   0.875161160642246;
1527255836504093384;  0.157675258930178 -0.0284709163219821   0.722363070525808;
1527255836504093384;  0.157675258930178 -0.0284709163219821   0.722363070525808;
1527255836837401384;   0.135206889488609 -0.00251105546952884    0.654840055206209;
1527255836837401384;   0.135206889488609 -0.00251105546952884    0.654840055206209;
1527255837170709484; 0.0871160755213596 -0.0171589402887606   0.541656282048828;
1527255837170709484; 0.0871160755213596 -0.0171589402887606   0.541656282048828;
