KF_LP_Time;KF_LP_vel_NED;KF_rel_pos_NED;
1527255782767072916;-0.00495601357835841  0.00769443718590315 -0.00778874073004808;-18.5827275975584  1.89789958321976  50.2403113538667;
1527255782847084045;-0.00452994240508293  0.00809560281330154 -0.00388563098239712;-18.582476367725 1.90120367665107 50.2497560218628;
1527255782937086821;-0.000487961441803809   0.00614566845275797 -0.000509175143515126;-18.5823268589529  1.90494337802213  50.2494670453528;
1527255782987090826;0.00391396998254409 0.00329059533436157  0.0019613931437619;-18.5822176091124   1.9125740746343  50.2494831164796;
1527255783087101936;  0.00427679024055184 -3.38055276667759e-05    0.0068494094885211;-18.5710677596569  1.92129505103524  50.2499448168952;
1527255783157105923;  0.00839643680030794 -0.000996615363820902     0.010942195771493;-18.5711936822641  1.92271694522902  50.2505881224322;
1527255783207113028;  0.00989935157124286 -0.000896309713151511    0.0124305860124716;-18.5711593938097  1.92894859774935  50.2511911062448;
1527255783297114849;  0.0128430878297835 -0.00163569874972785   0.0145246840245781;-18.5726816743384  1.93073004817487  50.2520555944021;
1527255783347116947;  0.0154863636479059 -0.00152742845129423   0.0165072686482295;-18.5614986284211  1.93618087214688  50.2528582478134;
1527255783427122831; 0.0092364792298362 0.00427941977660831  0.0158142199833635;-18.5606127871766  1.94898403812536  50.2444483930375;
1527255783507135868; 0.0115161489445455 0.00235691078762117  0.0142129745586897;-18.5606424698631  1.94828194232786  50.2456938342443;
1527255783597137928; 0.0125229109720994 0.00231627439533296  0.0118947301303469;-18.5380733871852  1.94710036545626  50.2569486588088;
1527255783677147865;  0.013891110390782 0.00342423951506005 0.00999015694255175;-18.5264233663393  1.95165332032553   50.267845104316;
1527255783757153034; 0.0129388139645983 0.00526485196808924 0.00673176074373085;-18.5255958247153   1.9503701666567  50.2684627203726;
1527255783827153921;  0.0146116258004276 0.000754719871631143   0.0037396142788184;-18.524661850508 1.94933446436635 50.2787823476123;
1527255783917161942;   0.0142625012668836   0.00210080603808191 -0.000304440537692121;-18.5230198340957  1.95930614759155  50.2788736485193;
1527255783977170944;  0.0151741049545671  0.00323809253859248 -0.00395881217252051;-18.5217454121131  1.95851436755426  50.2787402855156;
1527255784067173958;  0.0140271097802233   0.0029128325062784 -0.00622556162651649;-18.5084912442543  1.96319687587818  50.2682977941865;
1527255784147184849;  0.0129671327729174 0.000541803547029456 -0.00937175383873586;-18.5063937667587  1.96271145424522  50.2676475292144;
1527255784207185984;   0.0134216385140616 -0.000113491690758745   -0.0107693261274658;-18.5047030865976  1.96839981127801  50.2670524405952;
1527255784277194023;  0.0147500316907455 -0.00239288740273966  -0.0122007282106891;-18.5042965460826  1.96955404627341  50.2664170650616;
1527255784367202044;  0.0145584856919055 -0.00226024627717199   -0.011974291682457;-18.4904014461562  1.97044510545679  50.2653956735436;
1527255784387198925;0.00857035438358697 0.00643121775332555 -0.0121006137826616;-18.4973162686305  1.98087855008586  50.2614168502612;
1527255784477207899; 0.00944813766275236  0.00631286434386194 -0.00934598462510861;-18.4952240058103  1.98886845310319  50.2704314216982;
1527255784547214031;  0.0109172001469476  0.00255161818254576 -0.00833539996212409;-18.4937521156544   1.9909713037366  50.2797872832956;
1527255784627216816; 0.0129443397361983 0.00322858750934438 -0.0051912241766687;-18.4922752318926  1.99344740377322  50.2792601675036;
1527255784727226019;  0.0141915742974424 -0.00192565056759087 -0.00041701625268499;-18.4907226425789  2.00191451615899  50.2789697427953;
1527255784797235966;  0.0169287644859087 0.000477866056600605  0.00241323937027884;-18.4899000616168  2.00351954174702  50.2790483542949;
1527255784847239017;   0.0151623417107245 -0.000300437002830287   0.00562726051850576;-18.4894991768987  2.00448483492699  50.2892663774256;
1527255784927240849;  0.0172864566701188 -0.00151615823886674   0.0092131474535848;-18.4890384950465  2.01099641757433  50.2798721662965;
1527255784997249842;  0.0168556472413359 -0.00290325031430148   0.0124082654591348;-18.4889270766984  2.01130242855222  50.2806421558528;
1527255785087257862;  0.0168635825340828 -0.00291653534190495   0.0151367790804782;-18.4889672329946  2.02221226064671   50.281862282001;
1527255785147258997;  0.0168363202304672 -0.00415795846310625   0.0144316822800713;-18.4890099454089   2.0328821825628  50.2727631164983;
1527255785197266817;  0.0189880358856429 -0.00316001120006218   0.0151810305816845;-18.4890464307748  2.03208069534864  50.2735384309728;
1527255785287273884;   0.0190250979302752 -0.000953401348409041    0.0157381718181554;-18.4899898406952  2.03162968216305  50.2741203930975;
1527255785357273817;  0.0169253360044687 -0.00173379545354986   0.0132426245797892;-18.4896870801434  2.04688076016217  50.2750974439473;
1527255785437286854; 0.0128519183113802 0.00739923940463828  0.0100495119515539;-18.4810559025118  2.06660444133118  50.2860119638089;
1527255785537289858; 0.0109997880245774 0.00621896417122397 0.00628127810571037;-18.4692669042545  2.08696741936935  50.2968541426307;
1527255785597296953; 0.0107778138065591 0.00523253447312341 0.00558412596850123;-18.4685897807025  2.09686587878729  50.2972076495725;
1527255785687306881;  0.0115853897509196  0.00405818959832603 0.000765422271157426;-18.4671510852964  2.09491101570565  50.2974945344549;
1527255785737303019;  0.0120673558541564  0.00411237594766187 -0.00059004329876718;-18.4661118469332  2.09384839435874  50.2975176476113;
1527255785807312965;   0.011343402697774  0.00492507759605054 -0.00164827604924598;-18.4534047171156  2.10397521628642  50.2974381134525;
1527255785907321930;  0.0102794673504002 -0.00102891032092879 -0.00504693174653045;-18.4507584569629  2.10810293250524  50.2970960213087;
1527255785967324972;  0.0101313373962419 -0.00361735375341725 -0.00500705871778614;-18.4491070003952  2.10746135968669  50.2968141907087;
1527255786037330866;  0.0108959670341875 -0.00442180099406802 -0.00537589255980082;-18.4359555515029  2.11249802744002  50.2864512962106;
1527255786117333889; 0.00842220907344262 -0.00517455953573393 -0.00569888469676823;-18.4338115307009  2.12347271097407  50.2960304760395;
1527255786207342863; 0.00820494506961965 -0.00859361869400114 -0.00471077691972004;-18.4315596889956  2.12357779601606  50.2955501386489;
1527255786297348022; 0.00836781803806775  -0.0101925152190948 -0.00478192966055424;-18.4295557200477  2.13172876624813  50.2952043316856;
1527255786347352982;  0.0107594927714938  -0.0147686308160743 -0.00513028251856057;-18.4285978984629  2.13254187910354  50.2949883465045;
1527255786407356977;  0.0041547234701218 -0.00834037154720093 -0.00291032331685932;-18.4245033279805  2.14919931428948  50.2918364486728;
1527255786507367849; 0.00430988673470649  -0.0122277019948923 -0.00422485640160785;-18.4237312937235  2.15797438757948  50.2914499916855;
1527255786577371836; 0.00547310550139293 -0.00969268080572779  -0.0019673825458125;-18.4235198143419  2.16053338368851  50.2912550549888;
1527255786657382011; 0.00848847645517767  -0.0113473280538783 -0.00245996737012429;-18.4121912103274  2.16910209967484  50.2910700378221;
1527255786757385969;  0.00976325833189673   -0.0109493573592417 -0.000862377691919151;-18.4122110676962  2.17259123060121  50.2909852327871;
1527255786837394953;   0.011229909495098 -0.00896233772945616  0.00119607792119873;-18.4124291789885  2.16903369353532  50.2910087697211;
1527255786887396812;  0.0125033632807434 -0.00934057138723048  0.00122913008623608;-18.4124687885457  2.16996981500468  50.2910706595075;
1527255786977406979;  0.0115666268196437 -0.00624840592848903  0.00220893012665137;-18.4015597833704  2.17067315968656  50.2812602403149;
1527255787047412872;  0.0108657849522927 -0.00552366722458101  0.00396521135485292;-18.412743009904 2.17031688087651  50.281497075056;
1527255787127418041;  0.0116679208242584 -0.00431165491073048  0.00490917449648039;-18.4127359268247  2.16879199171229  50.2818270017434;
1527255787207423925;  0.0105616206584733 -0.00231445125957516  0.00530796062313377;-18.412538751823 2.16056138939595  50.292247704442;
1527255787287426949;  0.0123815101364324 -0.00133757701102179  0.00609851316278757;-18.4132537825597  2.15839241220511  50.2920809007982;
1527255787377431870;0.00818084731509228 0.00583706530339299 0.00602718390277144;-18.4182508599063  2.15873924379321  50.2923060223327;
1527255787457442045;0.00664388885138703 0.00587202205337655 0.00526304480586015;-18.4305786214882  2.16114054231295   50.292694077933;
1527255787547451019;0.00713465615983355 0.00390105185601936 0.00438707696414686;-18.4299028955735  2.16195386773397  50.2931043628641;
1527255787607448816;0.00738825120806829 0.00726219583522313 0.00481577329272895;-18.4293083299807   2.1589183667098  50.2933477507344;
1527255787677460909;0.00950545881153285  0.0025919454237322 0.00221674244300138;-18.4284365349387  2.16706267700332  50.2835787194272;
1527255787757462978; 0.0074045686653792 0.00205389182659378 0.00258741644548908;-18.4273789867625  2.16404045322219  50.2837784140391;
1527255787847474813; 0.00787822298209565 -0.00333745002957675   0.0013870248994132;-18.4372746470764  2.16733481164409  50.2839360602948;
1527255787937479019;0.00781960777761958 -0.0076397631402047 0.00236236718212093;-18.4471652673468  2.17181140984175   50.294068216577;
1527255787987480879; 0.00901030072420335 -0.00928888071244618  0.00172549988255744;-18.4465323894518  2.17171081771151  50.2941397327792;
1527255788057487965;0.00782189194466721 -0.0149708031503301 0.00174766132714752;-18.4567332050246  2.17787814629924  50.2942123365594;
1527255788157496929; 0.0117052977703526 -0.0173510510270914 0.00222443200636814;-18.4777118363962  2.18524052347434  50.3043732886733;
1527255788207499981;0.00888433507441134 -0.0185531438935917 0.00276676993552463;-18.4771992033418  2.18645301999273  50.3044938120601;
1527255788267505884; 0.0102614820688656   -0.02242887313575 0.00294502179987836;-18.4774623533714  2.18856975937309  50.3046337176671;
1527255788357513905; 0.0110419041766133 -0.0243092850209275 0.00298664025934267;-18.4763333049826  2.19089048819272  50.3049457412666;
1527255788437513828;0.00832779795936028 -0.0159441399208681 0.00352289917580722;-18.4971640593905  2.20251803007334  50.2933511816843;
1527255788487524033; 0.0075324932192757 -0.0194881615517571 0.00292723661015802;-18.496794290506 2.20396715810305  50.293518561853;
1527255788567525864;0.00962249113530689 -0.0175686461008563 0.00211256541038627;-18.5069747837769  2.20574183047481  50.2937977820336;
1527255788647531986; 0.0146425415114302 -0.0189253657745944 0.00295099191873567;-18.5169527097732  2.20121374814749  50.2940234600665;
1527255788727538824; 0.0139721411129189 -0.0185721690082803  0.0021766828438665;-18.515706301504 2.20165079176225 50.2942782189322;
1527255788817545891; 0.0155305193846963 -0.0168673848297958 0.00298999767477356;-18.5252352486884  2.20108265873068  50.2945182780719;
1527255788897549868; 0.0172618289982643 -0.0136281017303894  0.0026335787643842;-18.5236896389098  2.19963795161994  50.2947195958472;
1527255788947557926; 0.0180885016674247 -0.0150228251166531 0.00159617772307974;-18.5226831350875  2.19835382318242  50.2848249260145;
1527255789037566900;  0.0183481531052269  -0.0138035800413305 0.000396285763052618;-18.5209493919491  2.18970890954447  50.2949550176767;
1527255789117568016;  0.0173315597963755  -0.0119143270744814 1.54416989906828e-05;-18.5194867478643  2.18658401872957  50.2950165106469;
1527255789207579851;  0.0169929932207437  -0.0109146644486057 -0.00168988949777288;-18.5178115588348  2.17142928419647  50.2849948804155;
1527255789287581921;  0.0186038345160641   -0.012160308638681 -0.00173247387682813;-18.5181720921747  2.16926120176512  50.2845518127592;
1527255789367588043;   0.018148932357159  -0.0149810110785305 -0.00171940911932981;-18.516679060497  2.1543145831355 50.2843963775157;
1527255789457597971;  0.0120427104594097 -0.00831841951130315 -0.00354879367779997;-18.5119229040851  2.14856598043764  50.2821959402394;
1527255789537605047;  0.0103413346118956 -0.00766530200816624 -0.00281710366816614;-18.5109932755362   2.1461291896029  50.2819406030135;
1527255789597610950;  0.0101320055258454 -0.00880803776162473 -0.00454535618265964;-18.5102136385385  2.13320125859956  50.2817255606487;
1527255789677610874;  0.0131050656439332  -0.0104467018720088 -0.00359634221671752;-18.4981786873568   2.1258906244034  50.2814322073936;
1527255789757622957;  0.0123271875526851 -0.00999545978663125 -0.00359938565547114;-18.4972521585061  2.12469977136446   50.281171543637;
1527255789827628851;  0.0138024259845529  -0.0127531014067714 -0.00256980251921571;-18.4962657880048  2.11252216465072  50.2709647476563;
1527255789927629948;   0.0148302809685808   -0.0131317668540162 -0.000938380177740146;-18.4950312847246  2.11209355161892  50.2707785855309;
1527255789997635841;  0.0129705657884757  -0.0175059397344258 5.01753195448638e-06; -18.48301051539 2.10626568960685 50.2707095004079;
1527255790077642918;  0.015184339529042  -0.018769466900463 0.00183874991068983;-18.482024059246 2.10063764199846 50.2707622848648;
1527255790157654047; 0.0160395638400871 -0.0192364987837395 0.00427276958834582;-18.4811481106924   2.1005439817749  50.2709817599695;
1527255790207651854; 0.0151144573070025 -0.0229935547986024 0.00543419856022215;-18.4805703571062  2.10029120895122   50.271217729502;
1527255790287660837; 0.0174267010016355 -0.0257600040217112 0.00777236756530953;-18.480893499644 2.09533759191457 50.2813537964041;
1527255790367669821; 0.0173724225492945 -0.0270939909034314 0.00983626223129161;-18.4691441371629  2.09444145750857  50.2620539055525;
1527255790427671909; 0.0104892825796736 -0.0180662830552732  0.0103645323910804;-18.476623669779 2.10258189635404 50.2623556024595;
1527255790517679930; 0.0101118332362826 -0.0176796345570094  0.0120403577272256;-18.4763920883243  2.10130531391179  50.2633232596746;
1527255790567683935;0.0101754149153411  -0.01943002332753  0.012102424723087;-18.4650587230205  2.10038869898185  50.2639027275662;
1527255790647691965; 0.0116430690019769 -0.0203077885087778  0.0116139090738524;-18.4646315400777  2.09848459753255  50.2647795866873;
1527255790727694988;0.00903199417338854 -0.0223061901323029  0.0104294005023729;-18.4639125028058   2.1019022113789  50.2756074105832;
1527255790817705870;0.00829786876499332 -0.0217363396956914 0.00825964251600379;-18.4629042460806  2.11045442788753  50.2664132468662;
1527255790897712946;0.00873585690461029  -0.021954849065298 0.00638368735576927;-18.4617966617701  2.10771043563112  50.2669617357953;
1527255790947715044;0.00989622528217681 -0.0228638470609176 0.00464662011623756;-18.4498967385453  2.11161585845059  50.2672364791304;
1527255791037724018; 0.0100297108643183 -0.0244617548392006 0.00200947588200071;-18.4484540401923  2.10854404154404  50.2674844865827;
1527255791117724895; 0.00862498527223481  -0.0216020783959804 -0.00083587864545878;-18.4470035048168  2.11734178692805  50.2675065367617;
1527255791187734842;  0.0100313850819856  -0.0236175340048209 -0.00339406169750957;-18.4346995866304  2.11532165067359  50.2773342351518;
1527255791267735958; 0.00859044575086153  -0.0236270859899678 -0.00661985908082903;-18.4343886630164   2.1146281418576  50.2769967814797;
1527255791367743969; 0.0101117861195013  -0.026518265726543 -0.0089747326310539;-18.421712658963 2.11285636459372 50.2762470950127;
1527255791417745829; 0.0011933241587136 -0.0154714504139503 -0.0102052068025728;-18.430399376234 2.12498420164151 50.2725703157532;
1527255791497752905;0.00221875677143657  -0.019048305132766 -0.0117395698936119;-18.429760824649 2.12484321867839  50.271669117391;
1527255791587762833;0.000856929129027527  -0.0193142347465535  -0.0107242827802854;-18.4181575733586  2.12479825882591  50.2606620715612;
1527255791657768965;-0.00256852749501372  -0.0181815841338345 -0.00989641309936244;-18.4179158701399  2.12467558259018  50.2599438420569;
1527255791737771034;-0.00159396508950674  -0.0215470884161542 -0.00786227284771033;-18.4068196242024  2.11861312299006  50.2592582186221;
1527255791827782869;-0.00318097531226007  -0.0227524755327444 -0.00328682675787331;-18.407130281525 2.11780350295322 50.2587614501919;
1527255791877782822;-0.00366710435657996  -0.0232392676025157 -0.00174834762501336;-18.4074801660166  2.11724007990417  50.2586536948154;
1527255791947790861;-0.000774329909321283   -0.0271428809654126   0.00205473200132642;-18.396895107631 2.11043050044425 50.2687010606822;
1527255792037801027;0.00116074833114839 -0.0273100486657545 0.00474813129562624;-18.3977632386052  2.10861307511269  50.2690709211033;
1527255792097803831;0.00203739059692757 -0.0282429366736742 0.00725376470970655;-18.3648937254836  2.10147100558079  50.3094611351619;
1527255792177811861;0.00162591593262239 -0.0279000010813551 0.00827101182562774;-18.3655065501767  2.09925306971977  50.3101428175348;
1527255792257815838;0.00387271356931138  -0.025651742511839 0.00921017352637263;-18.2336017877012  2.08174743362908   50.370207826173;
1527255792347826958;0.00699834740525141 -0.0240160161748032 0.00901668734357934;-18.0667671189803  2.06172317248387  50.4010254658503;
1527255792397827864;0.00582388712379684 -0.0170617813292549 0.00660232115234777;-18.0756184008776  2.07022972045934  50.4020204252743;
1527255792477835894;0.00458112478275904 -0.0158960305438244 0.00550177544600808;-17.8187908957166   2.0513500901222  50.4425151059824;
1527255792527837038;0.00738807691147613 -0.0153054536491468 0.00480602591215711;-17.461977646442 2.02740656307563 50.5027622719127;
1527255792617846966;0.00906280208953933 -0.0148595518416531 0.00377777545298975;-17.4609478685034  2.02540392640136  50.5031198417362;
1527255792687847853; 0.0082649537711803 -0.0170604141772319 0.00247216099702871;-17.0810957770118  1.99536182528973  50.5433239957401;
1527255792767854929; 0.0109155555129004 -0.0192565661934314 0.00230865888912744;-17.0801630119429  1.99344339174066  50.5435257549418;
1527255792817860842; 0.0088279441121139 -0.0208183715979963  0.0013682792103553;-16.7340067930898  1.96943432959956  50.5736326802469;
1527255792897863865;0.00755103282549233 -0.0213103831908539 0.00169426622046118;-16.7328625922822  1.96731099120144  50.5738063045376;
1527255792977870941;0.00818543702094177 -0.0223245420863835 0.00232606991553012;-16.275173893717  1.9365269581908 50.6139855492013;
1527255793067874908;0.00733737675611908 -0.0233338018791716 0.00187821885790403;-15.7953243077147  1.91106926235802  50.6541955870248;
1527255793127887011;0.00677961826105618 -0.0271070013371542 0.00225987927106403;-15.7949234633427  1.90912981918788  50.6543318939263;
1527255793217886925;0.00848296313773754 -0.0281168020168509 0.00247054145694045;-15.2162692168979  1.88512342557068   50.704741583611;
1527255793267892838;0.00840567293010238 -0.0304740535550521 0.00290810214266772;-15.2158251391502  1.88370404950207  50.7048647726305;
1527255793347898006; 0.0108009655995325 -0.0290681362590056 0.00281908450144675;-14.7244770407631  1.87018487829856  50.7550676603768;
1527255793427906036;0.00632075435200081 -0.0210878339308151 0.00241110825720921;-14.7351435973307  1.87924466602107   50.753286825534;
1527255793517913818;0.00751619126708589 -0.0227720883416741 0.00226584962788531;-14.3334545923142  1.86677822419219   50.793486962368;
1527255793567916870;0.00785452917346976 -0.0249654657827473  0.0023352399485602;-13.954261321033 1.84934917662858 50.8335821682131;
1527255793647927046; 0.0104804176599617 -0.0251483409544535 0.00221395755436263;-13.9537297736885  1.84882491403873   50.833728235523;
1527255793707928896; 0.0116302316875607 -0.0245203963955485 0.00116596333637972;-13.2735892369898  1.82594629446541  50.9038331516538;
1527255793767935991;  0.012501681807831 -0.0270067213711732  0.0018677969855393;-13.2730991263612  1.82574812738243   50.903923505313;
1527255793867938042;  0.0138417050333094  -0.0279984565862309 0.000924036229746384;-12.8266359391975  1.80841561179458  50.9440677469289;
1527255793937947035;  0.0144295065636316  -0.0265343023424999 0.000546609762801314;-12.8258322790471  1.80787764677787  50.9441283226721;
1527255794017953873;  0.0152787707708942   -0.025556022793498 9.34781713886543e-05;-12.4014602183844  1.79006752223619  50.9942071956078;
1527255794117959023;   0.014665439027687   -0.023657170676655 0.000648583078732902;-11.9878007953182  1.77149464754915  51.0342823606165;
1527255794187964916;  0.0174231746030209  -0.0259657726554748 0.000468986171184416;-11.9866185494129  1.77001778338783  51.0343366124087;
1527255794267974854;  0.0152796023155076  -0.0244842713684576 0.000463168793509508;-11.4412665910957  1.75258083780338  51.1040151592887;
1527255794347981930; 0.0165785087883222 -0.0232149168883112  0.0010693356630653;-11.0386760601639  1.73297534800937  51.1440881725326;
1527255794427983046; 0.0117179901138223 -0.0150543454421664 0.00102071446678131;-11.0471266737436  1.74061127478669  51.1424224822635;
1527255794517993927; 0.0113439738018709 -0.0135348976155521 0.00127304654669374;-10.6447819817975  1.71482134400012  51.1724559309147;
1527255794567997932; 0.00997765593262418  -0.0120516720763593 0.000701322993058833;-10.6439986163864     1.71308704237  51.1724869730672;
1527255794648005962; 0.0127820250991193 -0.0129801178226617 0.00126266237133341;-10.2530543070964  1.69313661270163  51.2125431296576;
1527255794738004923;  0.0125115312433402  -0.0134228238459314 0.000794535971412714;-9.86184893990865  1.66717033955016  51.2726212692112;
1527255794828017950; 0.0137573419221907 -0.0144046464411127 0.00136182232315499;-9.86052445706733  1.66409968614644  51.2727290518406;
1527255794898018837; 0.0128656646629981 -0.0166045429498235 0.00243625239306549;-9.53646910917136  1.64484437786908  51.3028428227557;
1527255794988026857; 0.0141340077204293 -0.0181470588052638 0.00193835375382743;-9.53491292450558  1.64232332014969  51.3030072587922;
1527255795068037987; 0.0170331304161198 -0.0179963866825545 0.00290021150383163;-9.22183863168113  1.61771579971832  51.3431662976059;
1527255795158042908; 0.0180687742381019 -0.0193219455093951  0.0027108546021533;-8.84174679020006  1.58173160529178  51.3933913196304;
1527255795208042860; 0.0164884690980941 -0.0195877637141052 0.00220786471197131;-8.84111556485106  1.58080775786218  51.3935229163509;
1527255795268052816; 0.0160971501702891 -0.0223479007979692 0.00330224333229017;-8.39622929824246  1.54158268626354  51.4433546269561;
1527255795378057003; 0.0124747941863985 -0.0137487756489084 0.00205509806066622;-8.40211304448123  1.54870454631374  51.4427351447222;
1527255795398062944; 0.0126723152902554 -0.0165179139713164 0.00189604067731355;-8.02574620790492  1.51744509873125  51.4824141489055;
1527255795488068819; 0.0137179192700706 -0.0180319834197531  0.0024634362247761;-7.72422911184294  1.48309478034366  51.5226196072383;
1527255795568073988; 0.0118572033718746 -0.0175484303232298 0.00210579696598581;-7.72346961126371  1.48275079009002  51.5227896850969;
1527255795628077984; 0.0131793056681856 -0.0217580996791186 0.00170214006720147;-7.3663509750927 1.44282495294544 51.5729196018287;
1527255795708083868; 0.0145691346681973 -0.0212732217739551 0.00231855704093523;-7.36551417895319  1.44253251345332  51.5730785076475;
1527255795788092852; 0.0141858709219967 -0.0193934109782966 0.00263768459647116;-6.95239919233411  1.39093461362248  51.6232026188006;
1527255795878100872; 0.0146713956926265 -0.0214206689937438 0.00246496195299174;-6.53906283172595  1.34465206744245   51.673354516371;
1527255795958106041; 0.0125121073442199 -0.0208263184582533 0.00209007659820164;-6.53792989433825  1.34358068524145  51.6734873132622;
1527255796038106918; 0.0145448046174008  -0.023202889311926 0.00120154844433587;-6.20248372116602  1.30261778176681  51.7336041367275;
1527255796128119946; 0.0151185286551328 -0.0208209617175979 0.00143594683034365;-5.8780750562151 1.26143946821931 51.7936957607098;
1527255796198123932;   0.0143810661197051   -0.0203781442423616 -0.000356788206231934;-5.87682859870065  1.26018132057806  51.7937190766547;
1527255796288127899; 0.0150187163910064 -0.0192107603473369 -0.0015845573411929;-5.50905783557954  1.21482193739694  51.8434383589322;
1527255796338130951;  0.0161157313564115  -0.0179735371093076 -0.00151455344703025;-5.50806197267395  1.21372859016877  51.8433735653336;
1527255796428140879;  0.0101006916206209 -0.00922004772060602 -0.00192256904461702;-5.14737064119168  1.18052166802308  51.8916502932367;
1527255796508149862; 0.00932058540900081  -0.0111110098670545 -0.00272190000159019;-5.14610968229299  1.17905958503387   51.891437972471;
1527255796548147917;  0.0116580508220908  -0.0132761264971346 -0.00303002233324618;-4.84467527209914  1.14991846472339   51.931327892955;
1527255796628154039; 0.00934195830336972  -0.0132051428788431 -0.00160551510771539;-4.56491942195206  1.12558200650665  51.9911566583374;
1527255796708165884;   0.0102043040520198   -0.0115489970482003 -0.000950867471108126;-4.56375787872702  1.12373062569392  51.9910457281726;
1527255796798166037;  0.0104419796726673  -0.0118366412880569 0.000356471868067574;-4.2395489435311 1.09887734324667  52.041005106846;
1527255796848173857;  0.0119198506265066  -0.0143066197804874 3.44630968250229e-05;-4.23892390124415  1.09763249987917  52.0410057472605;
1527255796918182850;  0.0113768159168508  -0.0122384106359658 7.75002807571119e-05;-3.92596477325855  1.07325629051202   52.091043015975;
1527255797008188963;  0.012099618155695 -0.0120742056268907 0.00103796356760861;-3.9250001324957 1.07149772081326 52.0911139459113;
1527255797068194866; 0.0129572783302563 -0.0130883126179631 0.00177467616753201;-3.67935448849678  1.05915730363785  52.1411896291831;
1527255797128191948; 0.0146920727708161 -0.0168889406935714 0.00137889635026488;-3.6788117366366  1.0583835911724 52.1412715133858;
