KF_ArUco_Time;KF_ArUco_pos_NED;
1525182680428970252;0.307062866925662 0.523312334566001  2.78678404171292;
1525182681429160189;0.573946247543733 0.371183477063502  3.36879476048346;
1525182681628945050;0.605780627906389 0.374332540396821  3.49025873199596;
1525182681829112320;0.605780627906389 0.374332540396821  3.49025873199596;
1525182682028872094; 0.68583734567034 0.367436004500419  3.72427678485825;
1525182682228917636;0.717865316095395 0.343170614034355  3.84863796687267;
1525182682429006337;0.745017808497814 0.309415426039999  3.96572080056164;
1525182682628914737; 0.74784826684542 0.271232538838535  4.09477297949315;
1525182682828916464; 0.74784826684542 0.271232538838535  4.09477297949315;
1525182683028885011; 0.78663737022348 0.193912914766297  4.35062361644298;
1525182683228924529;0.736757272880864 0.148309671544147  4.48827948298535;
1525182683430785268;0.638152763404937 0.134023962778841  4.62848050349865;
1525182683628921387;  0.5712083330202 0.117108590843448  4.76333409542101;
1525182683828880871;  0.5712083330202 0.117108590843448  4.76333409542101;
1525182684028886997;0.455088293201923 0.106433746556181  5.04957576181639;
1525182684228871931; 0.411531182074636 0.0970718669535414   5.20947647697496;
1525182684428921269; 0.339051897073047 0.0624778509562134   5.33336084132515;
1525182684628923927; 0.252994945941728 0.0920230659906992      5.49054161976;
1525182684830898077; 0.252994945941728 0.0920230659906992      5.49054161976;
1525182685028887239;0.0727690870010738  0.162525685844869   5.82378233990927;
1525182685228858115;0.037860764858887 0.175353482008064  5.96238594754647;
1525182685428898126;-0.0663064409639119   0.213806185949719    6.13725705849521;
1525182685628918498;-0.166260593403215  0.243129040670615   6.28774129443161;
1525182685828921579;-0.166260593403215  0.243129040670615   6.28774129443161;
1525182686028920187;-0.322561716669112  0.329097651847573   6.62444165584308;
1525182686231758022;-0.406817705962015  0.345748744147703   6.76344584690523;
1525182686428921139;-0.470112576898321  0.376852041639949   6.92532988764319;
1525182686628901136;-0.571794131105229  0.409631947792115   7.08179858877035;
1525182686828876887;-0.571794131105229  0.409631947792115   7.08179858877035;
1525182687028939632;-0.741919672476282  0.518649399221589   7.37385800615026;
1525182687228915847;-0.933287239449088  0.609224189235771   7.51193974166128;
1525182687428882666;-0.895651423022506   0.62831376868695   7.66050963403076;
1525182687628912841;-0.947124646197703  0.664040547201134   7.79705787246442;
1525182687828895079;-0.947124646197703  0.664040547201134   7.79705787246442;
1525182688028949377;-1.01003019960694 0.662115695613787  8.06483867212203;
1525182688228895311;-1.01145859263493  0.67498541811232  7.99936326722217;
