KF_Time;KF_States;KF_Covariance;
1527252617405230162;      -2.015105564 -0.804028162380953                 14               -1.5 -0.400000005960464                  0                 -7                 -1                 38; 0.144101258130862  0.144101258130862  0.414101253958536 0.0224000001326203 0.0224000001326203 0.0224000001326203 0.0281000008617411 0.0281000008617411   0.61000002361834;
1527252617475769560;      -2.120914661 -0.832243922001401                 14               -1.5 -0.400000005960464                  0                 -7                 -1                 38; 0.148330333106421  0.148330333106421  0.418330328934096 0.0323999999091029 0.0323999999091029 0.0323999999091029 0.0282000008592149 0.0282000008592149  0.620000023394823;
1527252617576750702;      -2.272386374 -0.872636379403295                 14               -1.5 -0.400000005960464                  0                 -7                 -1                 38; 0.153105058759694  0.153105058759694  0.423105054587369 0.0423999996855855 0.0423999996855855 0.0423999996855855 0.0283000008566887 0.0283000008566887  0.630000023171306;
1527252617677733354;  -2.12163123525188  -0.845531926193671    14.1745085974687   -1.43468623690766  -0.385558044440617 0.00301840653365339   -6.96928257595487  -0.993397169008315    38.2394952665365; 0.149553808514878  0.149554033210979  0.413240167108577  0.012559596792788 0.0125595158015266 0.0158946858182447 0.0281527044568596 0.0281527123122011  0.609648384700309;
1527252617778757552;   -2.3488157197051  -0.768350853578675    14.6278933270723    -1.4322294517119  -0.386196895784457 0.00296973459105648   -6.93631868418435  -0.988664865340831    38.4168861314388;  0.10018219149172  0.100182379411968  0.108738760574518 0.0122385272637141 0.0122384627443035 0.0147850568773018 0.0280151537047456 0.0280151687491614  0.590265955261631;
1527252617879727867;  -2.19032528596503  -0.746707212918977    14.6977268383232   -1.43419150274055  -0.386019615272553 0.00171375462378873   -6.88442346875499  -0.979652322100953    38.7574744058749;0.0984324927129506 0.0984328349349271   0.11141215003303 0.0112256338757058 0.0112255960878517 0.0127796862257759 0.0276971585982219 0.0276971845429701    0.5499347179755;
1527252617980542896;     -2.1422980632911     -0.74477099418724      14.7347961857576      -1.4374584146943     -0.38783356456091 -3.41599366678198e-05      -6.8625099025309    -0.975952907753891      38.9052241017146;0.0997099807954908 0.0997103887366433  0.114894653212415 0.0121921206430647  0.012192059796129 0.0144581632467156 0.0276096651373055  0.027609695333892  0.537606963110552;
1527252618071378092;   -2.09497735108909   -0.742556104113997     14.7692724915518    -1.43748399348566   -0.388757290507805 -0.00122957703955434    -6.84254730786217   -0.972613932932573     39.0414917908792;   0.1009407593629  0.100941230246933  0.118371548679849 0.0122043792274393 0.0122043163012217 0.0146176747550504 0.0275339522874185 0.0275339861522605  0.526533879758575;
1527252618172434072;    -2.0535496078243   -0.740202449733802     14.7990164045699    -1.43983405245667   -0.391224221485757 -0.00114814090930276    -6.82456469558752   -0.969649306126108     39.1671948712671; 0.102145093367411  0.102145623234268  0.121865144451059 0.0122047796600792 0.0122047166471364   0.01463382429702 0.0274697760020162 0.0274698129585808   0.51663462249154;
1527252618276520496;    -1.94827867050202     -0.72607906862216      14.8429924548774     -1.45022321691288    -0.384567077155149 -0.000772045437175653     -6.79431948521352    -0.964722253250684      39.3893638896205; 0.100572137247708  0.100572766524841  0.124711178743434 0.0112185731216201 0.0112185401759019 0.0127640107558884 0.0272743792980841 0.0272744207806485  0.490632749810683;
