KF_Time;KF_States;KF_Covariance;
1525870725681137233;-0.000644740430873269   0.00217320318851264    0.0148551772262224                     0                     0                     0     -16920.2726461133      9921.23758896527      34.0675897503452;    6.66870006402997     6.66870006402997     26.6421002562128 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0101999997714302   0.0101999997714302   0.0299999993294477;
1525870725771766037;0.00292303404153428  0.0155512607060049   0.155403014818117                   0                   0                   0   -16920.2726461133    9921.23758896527    34.0675897503452;    6.67280007226367     6.67280007226367     26.6462002644465 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0102999997689039   0.0102999997689039   0.0399999991059303;
1525870725872413340;0.00761408312714373  0.0289980534914521   0.308138864873696                   0                   0                   0   -16920.2726461133    9921.23758896527    34.0675897503452;    6.67690008241367     6.67690008241367     26.6503002745965 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0103999997663777   0.0103999997663777   0.0499999988824129;
1525870725973104810;-0.307570226188679 0.0641009419476369   1.08446092346097                  0                  0                  0  -16920.2719898348   9921.23746753418     34.06657249355;   0.124165453063335    0.124165453063335    0.144038174192626 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0105693783133665   0.0105693783133665   0.0698513733531028;
1525870726073875086;-0.302330999857725 0.0745878313161434   1.23291231480948                  0                  0                  0  -16920.2719898348   9921.23746753418     34.06657249355;     0.1282654632381      0.1282654632381    0.148138184367391 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0106693783108403   0.0106693783108403   0.0798513731295854;
1525870726174713350;-0.297538090387809 0.0855711553659873   1.37807008713904                  0                  0                  0  -16920.2719898348   9921.23746753418     34.06657249355;   0.132365473426572    0.132365473426572    0.152238194555863 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0107693783083141   0.0107693783083141    0.089851372906068;
1525870726267100391;-0.318379453435563 0.0847703769695299    1.5709827441887                  0                  0                  0  -16920.2719192835   9921.23749790922   34.0664074132534;  0.0704789511787499   0.0704789511787499    0.077415287718233 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0108688624337617   0.0108688624337617   0.0998507736608253;
1525870726367938069;-0.315099094600312  0.096316157477451   1.70839596551025                  0                  0                  0  -16920.2719192835   9921.23749790922   34.0664074132534;  0.0745789613671037   0.0745789613671037   0.0815152979065869 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0109688624312355   0.0109688624312355    0.109850773437308;
1525870726468713877; -0.3159068488027 0.108544108761093  1.84402604937854                 0                 0                 0 -16920.2720054598  9921.23729394917  34.0657499216899;   0.081865366152648    0.081865366152648   0.0894433194410733 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0111512990206736   0.0111512990206736    0.129317059394443;
1525870726569588240;-0.323941768367902  0.121495777008548   1.97297525547968                  0                  0                  0  -16920.2720054598   9921.23729394917   34.0657499216899;  0.0859653763484016   0.0859653763484016   0.0935433296368269 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0112512990181474   0.0112512990181474    0.139317059170925;
1525870726672737765;-0.368748804789351  0.111260570309554   2.11515923247835                  0                  0                  0  -16920.2718794287   9921.23737302483   34.0656441107051;  0.0577805857335992   0.0577805857335992   0.0604021928154338 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0113508730118105   0.0113508730118105    0.149315612477108;
1525870726773611415;-0.378637490879932  0.122539720464866   2.23760264637264                  0                  0                  0  -16920.2718794287   9921.23737302483   34.0656441107051;   0.061880595929209    0.061880595929209   0.0645022030110436 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0114508730092843   0.0114508730092843     0.15931561225359;
1525870726874349094;-0.384995160025403  0.136419777764644   2.35983843121074                  0                  0                  0  -16920.2718794287   9921.23737302483   34.0656441107051;  0.0659806060974055   0.0659806060974055   0.0686022131792402 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07    0.011550873006758    0.011550873006758    0.169315612030073;
1525870726965628286;-0.416996321032526   0.13968821687732   2.50991807628815                  0                  0                  0  -16920.2720977138   9921.23712207209   34.0649203773009;  0.0516498516789572   0.0516498516789572   0.0520322916714621 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0117309430587854   0.0117309430587854    0.188120364195105;
1525870727066393727;-0.410953761870925  0.159069482487865   2.63032033895352                  0                  0                  0  -16920.2720977138   9921.23712207209   34.0649203773009;  0.0557498618527478   0.0557498618527478   0.0561323018452528 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0118309430562592   0.0118309430562592    0.198120363971588;
1525870727167257596;-0.404905300318513  0.178469679779676   2.75084021092811                  0                  0                  0  -16920.2720977138   9921.23712207209   34.0649203773009;  0.0598498720463844   0.0598498720463844   0.0602323120388894 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07    0.011930943053733    0.011930943053733     0.20812036374807;
1525870727268128767;-0.394098218116637  0.196658405048957    2.8646269703331                  0                  0                  0  -16920.2720977138   9921.23712207209   34.0649203773009;  0.0639498822414941   0.0639498822414941   0.0643323222339991 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0120309430512068   0.0120309430512068    0.218120363524553;
1525870727368878430;-0.472621499925264  0.170779526727405   2.99611043323807                  0                  0                  0  -16920.2723447364   9921.23688689107   34.0639821253183;  0.0534048227758699   0.0534048227758699   0.0523323000989335 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0122093742769266   0.0122093742769266    0.236190342814518;
1525870727469858689;-0.470069009888753  0.180476772785176   3.11070547514961                  0                  0                  0  -16920.2723447364   9921.23688689107   34.0639821253183;  0.0575048329929991   0.0575048329929991   0.0564323103160627 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0123093742744004   0.0123093742744004    0.246190342591001;
1525870727570803025;-0.479909092247259  0.177121643490653   3.21975550628563                  0                  0                  0  -16920.2723447364   9921.23688689107   34.0639821253183;  0.0616048432028746   0.0616048432028746   0.0605323205259383 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0124093742718742   0.0124093742718742    0.256190342367484;
1525870727671522694;-0.489727274003207  0.173773981547574   3.32856282996211                  0                  0                  0  -16920.2723447364   9921.23688689107   34.0639821253183;  0.0657048533674429   0.0657048533674429   0.0646323306905065 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07    0.012509374269348    0.012509374269348    0.266190342143966;
1525870727772218052;-0.550665928278876  0.155317107405541   3.45449894682163                  0                  0                  0  -16920.2722144171   9921.23688504151   34.0637992716954;  0.0511529109000399   0.0511529109000399   0.0484592837029388 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07    0.012609121995426    0.012609121995426    0.276187356219468;
1525870727873139807;-0.586711754791496  0.126247597835088    3.5638130375362                  0                  0                  0  -16920.2728677764   9921.23643444321   34.0625749462878;   0.058901601297264    0.058901601297264   0.0565588953921887 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0127857434538907   0.0127857434538907    0.293160335269131;
1525870727974050322; -0.63359999150633 0.0824166631538882   3.67391376749166                  0                  0                  0  -16920.2728677764   9921.23643444321   34.0625749462878;  0.0630016115003126   0.0630016115003126   0.0606589055952372 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0128857434513645   0.0128857434513645    0.303160335045614;
1525870728074862398;-0.680442488377959 0.0386284858937466   3.78390709332025                  0                  0                  0  -16920.2728677764   9921.23643444321   34.0625749462878;  0.0671016216835038   0.0671016216835038   0.0647589157784284 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0129857434488383   0.0129857434488383    0.313160334822096;
1525870728175540096; -0.71126069826394 0.0339827812404172   3.88972429322379                  0                  0                  0  -16920.2729548588   9921.23620729967   34.0626083765059;  0.0523621496883843   0.0523621496883843   0.0485188752992557 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0130854252644644   0.0130854252644644    0.323154576448137;
1525870728266153599; -0.760686948955981 -0.0304090174039581    3.98928170965203                   0                   0                   0   -16920.2729548588    9921.23620729967    34.0626083765059;  0.0564621579193077   0.0564621579193077   0.0526188835301792 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0131854252619382   0.0131854252619382     0.33315457622462;
1525870728366822336;-0.821586975525788  -0.11194366035756   4.10081661551594                  0                  0                  0   -16920.273870941   9921.23539736635   34.0606026999736;  0.0640003742904757   0.0640003742904757   0.0606773168700944 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0133543185857995   0.0133543185857995    0.347856279986995;
1525870728467529777;-0.878577991477212 -0.190818385009494   4.21293246537987                  0                  0                  0   -16920.273870941   9921.23539736635   34.0606026999736;  0.0681003844525809   0.0681003844525809   0.0647773270321996 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0134543185832733   0.0134543185832733    0.357856279763478;
1525870728568473097;-0.939098138700518 -0.277223322495051   4.32640607329606                  0                  0                  0   -16920.273870941   9921.23539736635   34.0606026999736;  0.0722003946622513   0.0722003946622513     0.06887733724187 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0135543185807471   0.0135543185807471     0.36785627953996;
1525870728669267615;-0.983401168729661 -0.281390628432854   4.37500996035985                  0                  0                  0   -16920.273955746    9921.2349844544   34.0621602929378;  0.0553841480454653   0.0553841480454653   0.0504185406736327 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07    0.013653849769431    0.013653849769431    0.377843900632151;
1525870728770295154; -1.04999581374005 -0.378103265424305   4.48994357740292                  0                  0                  0  -16920.2749215896   9921.23381743492   34.0590538172604;  0.0629466651323495   0.0629466651323495   0.0584897639406779 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0138206907743982   0.0138206907743982    0.391096893509582;
1525870728871273423; -1.11450769220289 -0.470097033829172   4.61019593444054                  0                  0                  0  -16920.2749215896   9921.23381743492   34.0590538172604;  0.0670466753490769   0.0670466753490769   0.0625897741574052 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07    0.013920690771872    0.013920690771872    0.401096893286065;
1525870728972069980; -1.17675144134955 -0.557476694633969   4.74418765005894                  0                  0                  0  -16920.2749215896   9921.23381743492   34.0590538172604;  0.0711466855291393   0.0711466855291393   0.0666897843374677 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0140206907693458   0.0140206907693458    0.411096893062547;
1525870729072968574; -1.24090006752174 -0.640697363277742   4.88740917417172                  0                  0                  0  -16920.2749215896   9921.23381743492   34.0590538172604;  0.0752466957297821   0.0752466957297821   0.0707897945381105 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0141206907668196   0.0141206907668196     0.42109689283903;
1525870729173733558; -1.31106631449763 -0.722732349711773   5.03341032070142                  0                  0                  0  -16920.2749215896   9921.23381743492   34.0590538172604;  0.0793467059034807   0.0793467059034807    0.074889804711809 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0142206907642934   0.0142206907642934    0.431096892615512;
1525870729274624709; -1.42070495915569 -0.758866898147114   5.14980659481972                  0                  0                  0  -16920.2757715709    9921.2319015212   34.0558314172878;  0.0614311394672789   0.0614311394672789   0.0546720785137584 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0143842716040485   0.0143842716040485    0.442373781488156;
1525870729375439167; -1.50387151374899 -0.850032658813606   5.29227409171747                  0                  0                  0  -16920.2757715709    9921.2319015212   34.0558314172878;  0.0655311496509503   0.0655311496509503   0.0587720886974299 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0144842716015223   0.0144842716015223    0.452373781264639;
1525870729466118922; -1.59097433708992 -0.943861566520003   5.42185978737619                  0                  0                  0  -16920.2757715709    9921.2319015212   34.0558314172878;  0.0696311578938849   0.0696311578938849   0.0628720969403644 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07    0.014584271598996    0.014584271598996    0.462373781041121;
1525870729567053245;-1.70814217001417 -1.07245127325112  5.56572945558069                 0                 0                 0 -16920.2757715709   9921.2319015212  34.0558314172878;   0.073731168101739    0.073731168101739   0.0669721071482185 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0146842715964698   0.0146842715964698    0.472373780817604;
1525870729667704189; -1.8249810474123 -1.20067995687909  5.70919520129881                 0                 0                 0 -16920.2757715709   9921.2319015212  34.0558314172878;   0.077831178252468    0.077831178252468   0.0710721172989476 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0147842715939436   0.0147842715939436    0.482373780594086;
1525870729768553087;-1.96393432319374 -1.36491164841981  5.85040759492969                 0                 0                 0 -16920.2768544569  9921.22999068175  34.0518025729603;  0.0808463416919087   0.0808463416919087   0.0749596625705074 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0148469044275799   0.0148469044275799    0.482027762617243;
1525870729869737663;-2.11743679714507 -1.57037203777396  5.98977082671029                 0                 0                 0 -16920.2768544569  9921.22999068175  34.0518025729603;  0.0849463519503436   0.0849463519503436   0.0790596728289423 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0149469044250536   0.0149469044250536    0.492027762393725;
1525870729970679981;-2.27057175260884 -1.77534051002996  6.12880039244081                 0                 0                 0 -16920.2768544569  9921.22999068175  34.0518025729603;  0.0890463621598117   0.0890463621598117   0.0831596830384104 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0150469044225274   0.0150469044225274    0.502027762170208;
1525870730071418403;-2.48139846016344  -1.8703349775735  6.51101387875117                 0                 0                 0 -16920.2764901149  9921.22908495417  34.0409600551156;  0.0668339166675524   0.0668339166675524   0.0564666533964874 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0151456368288684   0.0151456368288684    0.511964998002798;
1525870730172230810;-2.64604280954762 -2.11532425787595  6.65315446284429                 0                 0                 0 -16920.2773438556    9921.227011432  34.0299377820791;  0.0741331954393376   0.0741331954393376   0.0645148050832369 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0153058850953697   0.0153058850953697    0.519862282427059;
1525870730273167544;-2.81422885819925 -2.38667737852177  6.80658515517899                 0                 0                 0 -16920.2773438556    9921.227011432  34.0299377820791;  0.0782332056476784   0.0782332056476784   0.0686148152915777 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0154058850928435   0.0154058850928435    0.529862282203542;
1525870730373871357;-2.98202680173705 -2.65740432633923  6.95966179177132                 0                 0                 0 -16920.2773438556    9921.227011432  34.0299377820791;  0.0823332158090529   0.0823332158090529   0.0727148254529522 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0155058850903173   0.0155058850903173    0.539862281980024;
1525870730474595564;-3.15490800827542 -2.94087820764104  7.12145484496518                 0                 0                 0 -16920.2773438556    9921.227011432  34.0299377820791;  0.0864332259745353   0.0864332259745353   0.0768148356184346 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07    0.015605885087791    0.015605885087791    0.549862281756507;
