KF_ArUco_Time;KF_ArUco_pos_NED;
1525870725446265107;-0.316326721777892 0.0634200187950151   1.06479562247173;
1525870725779573207;-0.348153305271805  0.063779364168794   1.49365363434012;
1525870726112881307;-0.416325481647847  0.063531476591888   2.01562115637928;
1525870726446189307;-0.481885865965425  0.101265204968948   2.48752494311331;
1525870726779497507;-0.691477312394395 0.0576070036941213   2.92539432937729;
1525870727112805507;-0.614554708110605   0.17554560148176   3.37659924725196;
1525870727446113607;-0.604969560629602  0.235490189705266   3.77758120878413;
1525870727779421707;-0.877265012792121 0.0238395250476943    4.1233878509711;
1525870728446037907; -1.42205168228656 -0.557868843595775   5.00710007700014;
1525870729445962107;-2.44821760900799 -1.33372584222115  6.77737744160133;
1525870754777376307;-5.24710339797257 -4.74733877100125  13.6454284498649;
1525870755110684407;-4.69511452586521 -4.29382216363383   13.677388635412;
1525870755443992507;-4.31497208032409 -3.80120733308901  13.7093985941063;
1525870755777300507;-3.88968100552679 -3.15572553446816  13.7452870231637;
1525870756110608607; -3.6756930518858 -3.20126700255662  13.6672066039649;
1525870756443916707;-3.16574651763966  -2.9072557665865  13.8637330374413;
1525870756777224807;-2.45033325090201 -2.19289468731624  14.1762650171704;
1525870757110532907;-2.29362610365121 -2.01382667670077  14.0751697240061;
1525870757443840907;-1.76317687205117 -1.12172147488474  14.3531460563263;
1525870757777149008;-1.20344950006023 -1.16606696868739  14.4561323889486;
1525870758110457107;-0.850517574272361 -0.791366964295086   14.6959188659279;
1525870758443765208;-0.691205320010863 -0.288733636150538   14.7603195103105;
1525870758443765208;-0.691205320010863 -0.288733636150538   14.7603195103105;
1525870758777073307;-0.0365985570665951   0.106712286272846    14.8672552526711;
1525870759110381307; 0.14510863301566 0.316610423329847  14.9492362011447;
1525870759443689507;0.477370363879244 0.287971130460253  15.0612210331048;
1525870759776997507;0.143841081874608 0.362349395070651   15.026974204755;
1525870760110305607;0.373055533626245 0.629388370523024  15.1498567124357;
1525870760110305607;0.373055533626245 0.629388370523024  15.1498567124357;
1525870760443613707;0.585164621480392 0.189383104452578  15.1933663086401;
1525870760776921807;0.509081401925788 0.125812482961455  15.0328656704416;
1525870761110229907;0.0793907394259125  0.488466994456724   15.0791490084721;
1525870761443537907;   0.126144012595195 -0.00414337573722423      14.952152788316;
1525870761776846007;  0.297183527588909 -0.0922822065119159    14.7761967426202;
1525870762110154107;  0.14959776178681 -0.237394026101806   14.5672760356472;
1525870762443462207; 0.202007656397122 0.0526013256640911    14.534624171712;
1525870762443462207; 0.202007656397122 0.0526013256640911    14.534624171712;
1525870762776770307;  0.115424059129188 -0.0942179050110532    14.3243521532843;
1525870763110078307;-0.00432373225777827   0.0674489391974993     14.1321802548326;
1525870763443386407; 0.116761767342063 -0.181263377031704   13.9455755313327;
1525870763776694507; 0.025369063939413 -0.390925435266249   13.7940875726712;
1525870764110002607;-0.0839641323169846  -0.259568551126603     13.593026759739;
1525870764443310707; 0.227679116867133 -0.505575334153281   13.3571666695878;
1525870764776618707;-0.125398392016465 -0.271149400868251    13.212383460546;
1525870764776618707;-0.125398392016465 -0.271149400868251    13.212383460546;
1525870765109926807;-0.0630642458262607  -0.438380852710437     12.986881007929;
1525870765443234907;0.00268614939606571  -0.483351024248528    12.7258108755505;
1525870765776543007;-0.0317494166025714  -0.310270583434808    12.6112539880149;
1525870766109851107;-0.0103182170090963  -0.249907990904174    12.3897827485791;
1525870766443159107;0.0289346549179722  -0.29219013378231   12.1840011294935;
1525870766776467207;-0.0305868480475548  -0.110483710882007    12.0419970019021;
1525870767109775307;0.00170367802495641  -0.208094479993214    11.7996632101415;
1525870767443083407; 0.180883435887744 -0.165580772478773   11.6229371118368;
1525870767776391507; 0.114094747283039 -0.181810953807317   11.4262558431611;
1525870768109699607;0.060419217285523 0.138715394900408  11.2753859894259;
1525870768443007707; 0.0837805973336246 -0.0112084995909324    11.1468730240535;
1525870768776315707;-0.125045060277157  0.200910721004758   10.9559479366742;
1525870769109623807;-0.0185219054806991  -0.125461439739185    10.7842054474955;
1525870769442931907;0.215764712351236 0.192416716749167  10.6125034541847;
1525870769776240008; -0.0327775043107405 0.000619576378502185     10.4895792080423;
1525870770109548107; 0.0695359622365308 -0.0359976520526334    10.2990546749281;
1525870770442856107;  0.200494014822578 -0.0660270660349075    10.1534086194504;
1525870770776164207; 0.162691397503202 -0.129597794963037   10.0122137739924;
1525870770776164207; 0.162691397503202 -0.129597794963037   10.0122137739924;
1525870771109472307;    0.2547349227878 -0.0992333177814743    9.90073921256746;
1525870771442780408; 0.209466065181671 -0.307448607438402   9.71560169926619;
1525870771776088507;0.0296519191376548 -0.419658193885795   9.54724433453487;
1525870772109396508;0.0787291908862692 0.0687144463236509   9.40861581608271;
1525870772442704607; 0.0685676811674286 -0.0606826721539927     9.2418946978226;
1525870772776012707;-0.00458651185276787   -0.178055111450076     9.10790104752159;
1525870773109320807;0.0934900443919453 -0.123190649845856   8.95405108787968;
1525870773442628908;-0.00630011711097708  -0.0142267782074451       8.801844516681;
1525870773775936907;-0.128735258453806 -0.089159780756755   8.62147419895155;
1525870774109245008;-0.0515746003290291 -0.0509357249887386    8.47539785096057;
1525870774442553107; -0.12904388870526 -0.279823198171435   8.33579742718836;
1525870775109169307;-0.197295782481197 -0.260064172222248   7.97567343384659;
1525870775442477307;-0.23055594104225 -0.24895097859118  7.81623493440106;
1525870775775785507;-0.145364742765675 -0.159080860907112   7.64276975828232;
1525870776109093507;-0.00698974715649153   -0.121664965555178     7.47037985838461;
1525870776442401607;0.0834177640801017 -0.264041405848963   7.29553327052829;
1525870776775709707; 0.149959322868643 -0.199911717502488   7.15468170266795;
1525870777109017808; 0.108754577150015 -0.110824027224332   6.99154885568124;
1525870777442325907;  0.212547801232107 -0.0948342600814397     6.8348168433556;
1525870777775633908; 0.221640252346074 -0.105768414259545   6.64879957818518;
1525870778108942007;  0.132540832608377 -0.0104735419208979    6.47688159587976;
1525870778442250107;   0.12985078212684 -0.0870950670050227     6.2899292931604;
1525870778775558207;  0.185233272764975 -0.0515904896486923    6.11649517640704;
1525870779108866308;  0.117949625982171 -0.0960894382214162    5.95757655587783;
1525870779442174307;0.0378267490918953 -0.060783137638385    5.7820530578384;
1525870780108790507;0.00744340264637085   -0.11851186085606    5.44361015388047;
1525870780442098607;-0.0825670070991031 -0.0575411510969287    5.26736024448138;
1525870780775406707;-0.0729395264230293 -0.0538766069943978    5.08586919839133;
1525870781108714707;  -0.03516039667578 -0.0840090759531242    4.90670612084441;
1525870781442022808;  -0.13185129631611 -0.0755357613117402    4.93633366057894;
1525870782108639007; -0.114282360881327 -0.0746277094016385    4.42501867407631;
1525870782441947107;-0.0493820431146127 -0.0609102766939871    4.42709094742447;
1525870782775255107;-0.00348909482307747   -0.105004589691671     4.37438199312463;
1525870783108563207;  0.048538739820358 -0.0813093515811838    4.05276669027387;
1525870783441871308; 0.124717467197363 -0.132570582330759   3.85818627200307;
1525870783775179407; 0.157979264815441 -0.167396668275869   3.77795397600483;
1525870784441795607;  0.17290917137981 -0.230339976455292   3.33532414106642;
1525870784775103708; 0.143373406432917 -0.264523317154048   3.08768689270225;
1525870785108411707; 0.111517909696936 -0.280553480900707   2.91503213673218;
1525870785441719808;0.0570422024846771 -0.315280731873698   2.82287284209495;
1525870785775027907;0.0491164736493302 -0.348183542015918   2.68072479969258;
1525870786108336007;-0.021195724609256 -0.332469744962758   2.57773612673775;
1525870786441644107;0.00383356064219572  -0.375151666634652    2.41519188527798;
1525870786774952107;-0.0483549057990708   -0.35333753731147    2.36994770051847;
1525870787108260208;-0.127483359117106 -0.347874007778641   2.15425931787511;
1525870787108260208;-0.127483359117106 -0.347874007778641   2.15425931787511;
1525870787441568307;-0.158125094862225 -0.265272127839347   2.15022368891011;
1525870787774876407;-0.260903438489616 -0.209670956514549   2.05429468911643;
1525870788108184507;-0.283650408215383 -0.189456323072847   1.91577638273685;
1525870788441492507;-0.201941736561789 -0.197626515767632   1.82182355735678;
1525870788774800607;-0.173459971448611  -0.24018332704828   1.74227511099299;
1525870788774800607;-0.173459971448611  -0.24018332704828   1.74227511099299;
1525870789108108708;-0.0581746087393733  -0.233952201476594    1.66243919011933;
1525870789441416807;0.0648676746878008 -0.152595181208799   1.55882457834536;
1525870789441416807;0.0648676746878008 -0.152595181208799   1.55882457834536;
1525870789774724907;  0.153541931445664 -0.0826920004277715     1.4530766716993;
1525870789774724907;  0.153541931445664 -0.0826920004277715     1.4530766716993;
1525870790108032907; 0.157372685093359 -0.060329399881962   1.35377122308675;
1525870790441341007;    0.14526950943314 -0.00369167788101396      1.2407551542188;
1525870790441341007;    0.14526950943314 -0.00369167788101396      1.2407551542188;
1525870790774649107; 0.130499892433915 0.0206269444321269   1.12185663795437;
1525870790774649107; 0.130499892433915 0.0206269444321269   1.12185663795437;
1525870791107957208; 0.107614169845459 0.0555749669293882   1.04948718507158;
1525870791441265307;0.110957567941874 0.102739135215849   1.0300404369601;
1525870791441265307;0.110957567941874 0.102739135215849   1.0300404369601;
1525870791774573307; 0.12012366701005 0.146419893547973 0.939654688608411;
1525870792107881507;0.131077796426844 0.139644145318328 0.807709475403596;
1525870792107881507;0.131077796426844 0.139644145318328 0.807709475403596;
1525870792441189507;0.103753717820194 0.097808166620991 0.761923277205304;
1525870792441189507;0.103753717820194 0.097808166620991 0.761923277205304;
1525870792774497607; 0.0860582523310617 -0.0070445240154037   0.607273655471041;
