KF_LP_Time;KF_LP_vel_NED;KF_rel_pos_NED;
1525870725516672066;-0.0753259858288865  0.0492543993863126                   0;-16920.2726461133  9921.23758896527  34.0675897503452;
1525870725957113198;-0.0753259858288865  0.0492543993863126                   0;-16920.4706928395  9921.24313450426  34.8829714608724;
1525870726424935034;-0.0753259858288865  0.0492543993863126                   0;-16920.6405233423  9921.21517695065  35.7043812123338;
1525870726883653096;-0.0753259858288865  0.0492543993863126                   0;-16920.8645752837  9921.19856989841  36.3962057575882;
1525870727346330098;-0.0753259858288865  0.0492543993863126                   0;-16921.0440384125  9921.19879662576  36.9442236702735;
1525870727811039141;-0.0753259858288865  0.0492543993863126                   0;-16921.1830580727  9921.14327201832    37.44550623954;
1525870728280558041;-0.0753259858288865  0.0492543993863126                   0;-16921.4269096441  9920.85480999414  37.9380976238617;
1525870728742897204;-0.0753259858288865  0.0492543993863126                   0;-16921.6963505054  9920.41132122307  38.3431748724141;
1525870729207470111;-0.0753259858288865  0.0492543993863126                   0;-16922.0178221086  9919.89875388898   38.917515208228;
1525870729672086171;-0.0753259858288865  0.0492543993863126                   0;-16922.5171189437  9919.29650969697  39.5780700296764;
1525870730136703185;-0.0585458538848399  0.0131294703965919                   0;-16923.1785750787  9918.44009215381  40.1708185924057;
1525870730601956061;-0.0585458538848399  0.0131294703965919                   0;-16924.148017598 9916.91566830946 40.9667395242474;
1525870731057377032;-0.0585458538848399  0.0131294703965919                   0;-16925.012486255 9915.46531475275 41.8415717349708;
1525870731540484122;-0.0585458538848399  0.0131294703965919                   0;-16926.218149165  9913.7877109064 42.9241446631468;
1525870731985699109;-0.0585458538848399  0.0131294703965919                   0;-16927.4016088624  9912.31436956596  43.7484889872106;
1525870732481165103;-0.0585458538848399  0.0131294703965919                   0;-16928.8186796555  9910.55026275418  44.6738206154314;
1525870732920692137;-0.0585458538848399  0.0131294703965919                   0;-16929.9706828087  9909.04357532366  45.4215768316453;
1525870733385316065;-0.0585458538848399  0.0131294703965919                   0;-16931.1307570169  9907.39043599811  46.2612199436653;
1525870733842777184;-0.0585458538848399  0.0131294703965919                   0;-16932.1333713218  9905.90527466216  46.5910505814863;
1525870734305706194;-0.0585458538848399  0.0131294703965919                   0;-16932.8927877683  9904.76164881494  46.4896868139895;
1525870734777002028;-0.0878187808272598  0.0196942055948878                   0;-16933.3839656268  9904.17358859458   46.528516009992;
1525870735237843207;-0.0878187808272598  0.0196942055948878                   0;-16933.5962202969  9904.03339518659  46.5514968180569;
1525870735701891116;-0.0878187808272598  0.0196942055948878                   0;-16933.634473658 9904.03257597911 46.5811371910086;
1525870736162515095;-0.0878187808272598  0.0196942055948878                   0;-16933.6630830137  9904.05008250566  46.6094801912514;
1525870736626633099;-0.0878187808272598  0.0196942055948878                   0;-16933.6793109934  9904.01961270445  46.6140439223573;
1525870737089173010;-0.0878187808272598  0.0196942055948878                   0;-16933.7187563963  9903.98305308816  46.6524768044318;
1525870737558434180;-0.0878187808272598  0.0196942055948878                   0;-16933.7958415414  9903.90570785841  46.6704728670029;
1525870738024572066;-0.0878187808272598  0.0196942055948878                   0;-16933.8245934832  9903.77934380636   46.681524399839;
1525870738516567162;-0.0878187808272598  0.0196942055948878                   0;-16933.7744096385  9903.67588548379  46.6645035769825;
1525870738953321150;-0.0878187808272598  0.0196942055948878                   0;-16933.7152129269  9903.60530381413  46.7005037680456;
1525870739418615988;  -0.01951528462828 0.00437649013219729                   0;-16933.6852459132  9903.57527885238  46.7335022748884;
1525870739878182105;  -0.01951528462828 0.00437649013219729                   0;-16933.7042306662  9903.58479135128  46.7725708965481;
1525870740344647101;  -0.01951528462828 0.00437649013219729                   0;-16933.7297022496  9903.59751695846   46.820494429655;
1525870740803973130;  -0.01951528462828 0.00437649013219729                   0;-16933.8124850875  9903.58555415697  46.9071983896274;
