pose_time;vehicle_id;position;orientation;
1518005053088572999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005053256118999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005053423838999;0;-0.109216,0.0208685,1.4076;0.000828434,0.999917,0.00501724,0.0118642
1518005053591465999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005053842847999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005054010464999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005054261897999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005054429546999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005054597086000;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005054848522999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005055016113999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005055183734999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005055435154999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005055602740999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005055854088000;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005056021738999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005056189314999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005056440774999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005056608349999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005056859859999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005057027355999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005057194992999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005057446431999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005057614023999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005057781672999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005058033126999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005058200629000;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005058452111999;0;-0.109472,0.0206331,1.40718;0.00182906,0.99992,0.00552185,0.0111884
1518005058619722999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005058787338000;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005059038730999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005059206340999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005059457699999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005059625365999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005059792984999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005060044405999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005060212012999;0;-0.109472,0.0206331,1.40718;0.00182906,0.99992,0.00552185,0.0111884
1518005060379587999;0;-0.109476,0.0206324,1.4073;0.00182906,0.99992,0.00552185,0.0111884
1518005060631111999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005060798661999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005061050031000;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005061217680999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005061385288999;0;-0.109472,0.0206331,1.40718;0.00182906,0.99992,0.00552185,0.0111884
1518005061636687999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005061804305999;0;-0.109472,0.0206331,1.40718;0.00182906,0.99992,0.00552185,0.0111884
1518005062055712999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005062223310999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005062390927000;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005062642373999;0;-0.109472,0.0206331,1.40718;0.00182906,0.99992,0.00552185,0.0111884
1518005062809954000;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005063061431999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005063228982999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005063396606999;0;-0.109476,0.0206324,1.4073;0.00182906,0.99992,0.00552185,0.0111884
1518005063648002000;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005063815617999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005063983259999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005064234660999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005064402261999;0;-0.109476,0.0206324,1.4073;0.00182906,0.99992,0.00552185,0.0111884
1518005064653679999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005064821292999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005064988895999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005065240296999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005065407841999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005065659347999;0;-0.109472,0.0206331,1.40718;0.00182906,0.99992,0.00552185,0.0111884
1518005065826970999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005065994559999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005066245982999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005066413653999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005066581172999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005066832609999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005067000234999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005067251599999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005067419246999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005067586859000;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005067838224999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005068005885999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005068257259999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005068424865999;0;-0.109476,0.0206324,1.4073;0.00182906,0.99992,0.00552185,0.0111884
1518005068592477999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005068843920999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005069011542000;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005069179121999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005069430547999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005069598200999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005069849632999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005070017179999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005070184791999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005070436227999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005070603711999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005070855230000;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005071022852999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005071190479999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005071441881999;0;-0.109472,0.0206331,1.40718;0.00182906,0.99992,0.00552185,0.0111884
1518005071609606999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005071777089999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005072028468999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005072196122999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005072447519999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005072615144999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005072782777999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005073034147000;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005073201797999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005073453196000;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005073620799999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005073788391000;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005074039813999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005074207455999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005074458836999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005074626460999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005074794044999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005075045516999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005075213081999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005075380717000;0;-0.109472,0.0206331,1.40718;0.00182906,0.99992,0.00552185,0.0111884
1518005075632118000;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005075799738000;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005076051089000;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005076218782999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005076386306000;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005076637776999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005076805500999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005077056824999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005077224274999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005077392024999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005077643429999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005077811046999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005078062415999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005078230033999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005078397629999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005078649087999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005078816684999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005078984320999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005079235735999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005079403373999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005079654729999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005079822152999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005079989983999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005080241384999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005080409021999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005080660385999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005080828045999;0;-0.109664,0.0204466,1.4075;0.00173402,0.999911,0.00666462,0.0113881
1518005080995642999;0;-0.109664,0.0204466,1.4075;0.00173402,0.999911,0.00666462,0.0113881
1518005081246891000;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005081414607999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005081582179999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005081833690000;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005082001255999;0;-0.1094,0.020276,1.4071;0.00243627,0.999914,0.00648978,0.0111365
1518005082252415999;0;-0.1094,0.020276,1.4071;0.00243627,0.999914,0.00648978,0.0111365
1518005082420096999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005082587925999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005082839302999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005083006944999;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005083258355999;0;-0.109668,0.0204533,1.40757;0.00173402,0.999911,0.00666462,0.0113881
1518005083425982000;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005083593632999;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005083844975000;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005084012584999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005084180130999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005084431550999;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005084598954999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005084850673999;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005085018260999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005085185787999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005085437200000;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005085604617999;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005085856149999;0;-0.109402,0.0202746,1.40718;0.00243627,0.999914,0.00648978,0.0111365
1518005086023889999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005086191529999;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005086442924000;0;-0.109402,0.0202746,1.40718;0.00243627,0.999914,0.00648978,0.0111365
1518005086610567999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005086861959999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005087029646999;0;-0.109663,0.020454,1.40745;0.00173402,0.999911,0.00666462,0.0113881
1518005087197280999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005087448609000;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005087616218999;0;-0.1094,0.020276,1.4071;0.00243627,0.999914,0.00648978,0.0111365
1518005087783822999;0;-0.109402,0.0202746,1.40718;0.00243627,0.999914,0.00648978,0.0111365
1518005088035243999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005088202839999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005088454282999;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005088621874999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005088789436000;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005089040772999;0;-0.109402,0.0202746,1.40718;0.00243627,0.999914,0.00648978,0.0111365
1518005089208385000;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005089459729999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005089627532999;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005089795057999;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005090046537999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005090214184999;0;-0.1094,0.020276,1.4071;0.00243627,0.999914,0.00648978,0.0111365
1518005090381769999;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005090633131999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005090800774999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005091052206999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005091219867000;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005091387483999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005091638806999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005091806387999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005092057870999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005092225557999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005092393105999;0;-0.109401,0.020282,1.40713;0.00243627,0.999914,0.00648978,0.0111365
1518005092644524000;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005092812105999;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005092979699999;0;-0.109406,0.0202813,1.40724;0.00243627,0.999914,0.00648978,0.0111365
1518005093231026999;0;-0.1094,0.020276,1.4071;0.00243627,0.999914,0.00648978,0.0111365
