KF_ArUco_Time;KF_ArUco_pos_NED;
1524643714468172629; 4.19963667638657 -7.34743692709269   18.592448005227;
1524643714668233662; 4.19963667638657 -7.34743692709269   18.592448005227;
1524643717868207921; 6.00020939761107 -5.03714480115195  18.9283384824217;
1524643718068220206; 6.00020939761107 -5.03714480115195  18.9283384824217;
1524643718268199405; 6.00020939761107 -5.03714480115195  18.9283384824217;
1524643718468818369; 6.19957407229092 -4.82363845144578   19.274093277873;
1524643718668181859; 6.19957407229092 -4.82363845144578   19.274093277873;
1524643718868275365; 6.31329840507389 -4.56439280588835  19.3265576250002;
1524643719068278690; 6.31329840507389 -4.56439280588835  19.3265576250002;
1524643719268175542; 6.31329840507389 -4.56439280588835  19.3265576250002;
1524643719468211531; 6.46238466918657 -4.50588695417403  19.4512682172964;
1524643719668196733; 6.46238466918657 -4.50588695417403  19.4512682172964;
1524643719868234396; 6.69461020608874 -4.33487424287046  19.4408276331773;
1524643720068254358; 6.69461020608874 -4.33487424287046  19.4408276331773;
1524643720268259311; 6.69461020608874 -4.33487424287046  19.4408276331773;
1524643726868182466;4.47896182062457 3.43066001244081 19.3370851632401;
1524643727068171921;4.47896182062457 3.43066001244081 19.3370851632401;
1524643727268193634;4.47896182062457 3.43066001244081 19.3370851632401;
1524643727468208279;4.27229338694484 3.61143052908791 19.4566659465628;
1524643727668201976;4.27229338694484 3.61143052908791 19.4566659465628;
1524643727868227540;3.93914814110767 3.72415817174002 19.5073173510162;
1524643728068237323;3.93914814110767 3.72415817174002 19.5073173510162;
1524643728268276626;3.93914814110767 3.72415817174002 19.5073173510162;
1524643728468198781;3.80385566688766 3.76268087934151 18.9750096099092;
1524643728669627948;3.80385566688766 3.76268087934151 18.9750096099092;
1524643728868168649;3.91805413120285 3.77990580975082 18.5425811198543;
1524643729068170630;3.91805413120285 3.77990580975082 18.5425811198543;
1524643729268176569;3.91805413120285 3.77990580975082 18.5425811198543;
1524643729468193697;3.91805413120285 3.77990580975082 18.5425811198543;
1524643729668253531;3.91805413120285 3.77990580975082 18.5425811198543;
1524643729868183411;3.91805413120285 3.77990580975082 18.5425811198543;
1524643730068180189;3.91805413120285 3.77990580975082 18.5425811198543;
1524643730268206077;3.91805413120285 3.77990580975082 18.5425811198543;
1524643730468296689;3.91805413120285 3.77990580975082 18.5425811198543;
1524643730668191767;3.91805413120285 3.77990580975082 18.5425811198543;
1524643730868274011;3.91805413120285 3.77990580975082 18.5425811198543;
1524643731068195796;3.91805413120285 3.77990580975082 18.5425811198543;
1524643731268176520;3.91805413120285 3.77990580975082 18.5425811198543;
1524643731468240676;3.91805413120285 3.77990580975082 18.5425811198543;
1524643731668189903;3.91805413120285 3.77990580975082 18.5425811198543;
1524643731868281936;3.91805413120285 3.77990580975082 18.5425811198543;
1524643732068191387;3.91805413120285 3.77990580975082 18.5425811198543;
1524643732268245456;3.91805413120285 3.77990580975082 18.5425811198543;
