aruco_time; aruco_pos; aruco_orient; lp_pose_time; lp_pos; lp_orient; lp_pose_covariance;lp_vel_time; lp_linear_vel; lp_angular_vel; lp_covariance; uav_pos_time; uav_position; uav_pos_covariance;uav_orient_time; uav_orientation; uav_orient_covariance; uav_velocity_time; uav_velocity_linear; uav_velocity_angular 
0;6.95297248489224e-310 6.95297248489224e-310 6.91055650573318e-310;1.97626258336499e-323 2.61854792295861e-322 6.95297248488908e-310;0;1.35441148522826e-306 1.67982319586024e-322 6.91055877211165e-310;1.81590231331048e-316  2.5622244393327e-320 6.91055886678451e-310;6.91055645235329e-310 6.95297248491773e-310 1.49474706756672e-314 6.91055886691929e-310 6.91055761236765e-310 6.95297248492722e-310 6.91055877222603e-310  6.9105587721449e-310 2.33554227917741e-316 6.91055877212213e-310 6.91055877222603e-310  6.9105587721449e-310  2.5622244393327e-320  1.8158173340194e-316  6.9529314086777e-310  6.9105569639638e-310 4.02663501360616e-321 6.91055761236765e-310 6.91055645235329e-310 6.91055674694897e-310 6.91055877212213e-310 4.02663501360616e-321 6.91055761236765e-310 2.20291766872289e-317 6.91055886678451e-310 6.91055674648835e-310 6.91055645235329e-310 6.91055886732205e-310 6.91055886732205e-310 2.10161296650266e-317 6.95297248491793e-310 6.95297248491793e-310 1.27963002272883e-321 6.91055760970562e-310 6.95297248492742e-310 6.95297248492742e-310;0;5.60356162773527e-317 6.95293140867903e-310 6.95297248493809e-310;6.91055761236765e-310 6.91055760970562e-310 6.95297248492722e-310;6.91055886580587e-310 6.95297248493038e-310 6.95297248494718e-310 4.94065645841247e-324  6.9105588816883e-310 2.12199579047121e-314                     0  6.9105588816883e-310 6.91055877228709e-310 6.91055888164601e-310 6.95297248493809e-310 6.95297248494323e-310 1.58101006669199e-322  6.9529724849452e-310 3.95252516672997e-323 6.91055761236765e-310 2.53275845314655e-314 6.91055761067201e-310 6.95297248494125e-310 6.91055886582563e-310 6.91055886582563e-310 6.91055877222603e-310  6.9529724849373e-310 6.91055886732205e-310 6.61195101404369e-315                     0 4.94065645841247e-324 1.04643103789176e-320 3.58627966408011e-315 2.12199581369229e-314                     0 6.91055888164601e-310                     0                     0 2.20291766872289e-317  6.9529724849539e-310;1521210117662114841;  -1.22556405802495    3.20527454336965 -0.0598502496918248;2.56000007629395                0                0                0 2.56000007629395                0                0                0 10.2400003051758;1521210117685056480;-0.0478539558470539  -0.044491788151027  -0.981484174702421  -0.180053587872113;                    0 6.95297248484876e-310  6.9529724848622e-310 6.95297248489066e-310 6.95297248490647e-310 6.95297248489066e-310 6.95297248485192e-310 4.41922024893937e+133 6.95297248486141e-310;1521210117668360015;  3.81538391113281  -1.52231061458588 0.0285902023315434; 0.136893317103386 0.0859652832150459 0.0116131165996194;
0;6.95297248489224e-310 6.95297248489224e-310 6.91055650573318e-310;1.97626258336499e-323 2.61854792295861e-322 6.95297248488908e-310;0;1.35441148522826e-306 1.67982319586024e-322 6.91055877211165e-310;1.81590231331048e-316  2.5622244393327e-320 6.91055886678451e-310;6.91055645235329e-310 6.95297248491773e-310 1.49474706756672e-314 6.91055886691929e-310 6.91055761236765e-310 6.95297248492722e-310 6.91055877222603e-310  6.9105587721449e-310 2.33554227917741e-316 6.91055877212213e-310 6.91055877222603e-310  6.9105587721449e-310  2.5622244393327e-320  1.8158173340194e-316  6.9529314086777e-310  6.9105569639638e-310 4.02663501360616e-321 6.91055761236765e-310 6.91055645235329e-310 6.91055674694897e-310 6.91055877212213e-310 4.02663501360616e-321 6.91055761236765e-310 2.20291766872289e-317 6.91055886678451e-310 6.91055674648835e-310 6.91055645235329e-310 6.91055886732205e-310 6.91055886732205e-310 2.10161296650266e-317 6.95297248491793e-310 6.95297248491793e-310 1.27963002272883e-321 6.91055760970562e-310 6.95297248492742e-310 6.95297248492742e-310;0;5.60356162773527e-317 6.95293140867903e-310 6.95297248493809e-310;6.91055761236765e-310 6.91055760970562e-310 6.95297248492722e-310;6.91055886580587e-310 6.95297248493038e-310 6.95297248494718e-310 4.94065645841247e-324  6.9105588816883e-310 2.12199579047121e-314                     0  6.9105588816883e-310 6.91055877228709e-310 6.91055888164601e-310 6.95297248493809e-310 6.95297248494323e-310 1.58101006669199e-322  6.9529724849452e-310 3.95252516672997e-323 6.91055761236765e-310 2.53275845314655e-314 6.91055761067201e-310 6.95297248494125e-310 6.91055886582563e-310 6.91055886582563e-310 6.91055877222603e-310  6.9529724849373e-310 6.91055886732205e-310 6.61195101404369e-315                     0 4.94065645841247e-324 1.04643103789176e-320 3.58627966408011e-315 2.12199581369229e-314                     0 6.91055888164601e-310                     0                     0 2.20291766872289e-317  6.9529724849539e-310;1521210117900232845;  -1.53752534964499    4.04289018335119 -0.0598108220387116;2.56000007629395                0                0                0 2.56000007629395                0                0                0 10.2400003051758;1521210117795293292;-0.0462794411242102 -0.0572305185790316  -0.980805564338991  -0.180563911217269;                    0 6.95297248484876e-310  6.9529724848622e-310 6.95297248489066e-310 6.95297248490647e-310 6.95297248489066e-310 6.95297248485192e-310 4.41922024893937e+133 6.95297248486141e-310;1521210117912886197;  3.84858417510986  -1.38939166069031 0.0157330557703977;  0.253748923540115 0.00503278244286775 -0.0110041471198201;
0;6.95297248489224e-310 6.95297248489224e-310 6.91055650573318e-310;1.97626258336499e-323 2.61854792295861e-322 6.95297248488908e-310;0;1.35441148522826e-306 1.67982319586024e-322 6.91055877211165e-310;1.81590231331048e-316  2.5622244393327e-320 6.91055886678451e-310;6.91055645235329e-310 6.95297248491773e-310 1.49474706756672e-314 6.91055886691929e-310 6.91055761236765e-310 6.95297248492722e-310 6.91055877222603e-310  6.9105587721449e-310 2.33554227917741e-316 6.91055877212213e-310 6.91055877222603e-310  6.9105587721449e-310  2.5622244393327e-320  1.8158173340194e-316  6.9529314086777e-310  6.9105569639638e-310 4.02663501360616e-321 6.91055761236765e-310 6.91055645235329e-310 6.91055674694897e-310 6.91055877212213e-310 4.02663501360616e-321 6.91055761236765e-310 2.20291766872289e-317 6.91055886678451e-310 6.91055674648835e-310 6.91055645235329e-310 6.91055886732205e-310 6.91055886732205e-310 2.10161296650266e-317 6.95297248491793e-310 6.95297248491793e-310 1.27963002272883e-321 6.91055760970562e-310 6.95297248492742e-310 6.95297248492742e-310;0;5.60356162773527e-317 6.95293140867903e-310 6.95297248493809e-310;6.91055761236765e-310 6.91055760970562e-310 6.95297248492722e-310;6.91055886580587e-310 6.95297248493038e-310 6.95297248494718e-310 4.94065645841247e-324  6.9105588816883e-310 2.12199579047121e-314                     0  6.9105588816883e-310 6.91055877228709e-310 6.91055888164601e-310 6.95297248493809e-310 6.95297248494323e-310 1.58101006669199e-322  6.9529724849452e-310 3.95252516672997e-323 6.91055761236765e-310 2.53275845314655e-314 6.91055761067201e-310 6.95297248494125e-310 6.91055886582563e-310 6.91055886582563e-310 6.91055877222603e-310  6.9529724849373e-310 6.91055886732205e-310 6.61195101404369e-315                     0 4.94065645841247e-324 1.04643103789176e-320 3.58627966408011e-315 2.12199581369229e-314                     0 6.91055888164601e-310                     0                     0 2.20291766872289e-317  6.9529724849539e-310;1521210118049420128;  -1.72693029940786    4.57896426876529 -0.0797855359830255;2.56000007629395                0                0                0 2.56000007629395                0                0                0 10.2400003051758;1521210118072144761;-0.0408547104303098 -0.0880753318587967  -0.978693834211781  -0.180919892298943;                    0 6.95297248484876e-310  6.9529724848622e-310 6.95297248489066e-310 6.95297248490647e-310 6.95297248489066e-310 6.95297248485192e-310 4.41922024893937e+133 6.95297248486141e-310;1521210118056000311;  3.86168766021728  -1.27626621723175 0.0163102373480802;  0.190166041254997   0.126152068376541 -0.0384709015488625;
0;6.95297248489224e-310 6.95297248489224e-310 6.91055650573318e-310;1.97626258336499e-323 2.61854792295861e-322 6.95297248488908e-310;1521210117132694294;-8.12198709933229  30.7962247478924  32.1675057285514;0.154617289210723 0.240931109349179 -2.22096476981186;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1521210117132694294;-0.79023623010364  3.84973073092542                 0;  0.00267520034685731 -0.000404165126383305   -0.0157054848968983;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210118282662968;   -1.994325149323   5.50592576950663 -0.129741772864158;2.56000007629395                0                0                0 2.56000007629395                0                0                0 10.2400003051758;1521210118308364684;  -0.0301396000353 -0.092121830274781 -0.978425849278352 -0.182450076350962;                    0 6.95297248484876e-310  6.9529724848622e-310 6.95297248489066e-310 6.95297248490647e-310 6.95297248489066e-310 6.95297248485192e-310 4.41922024893937e+133 6.95297248486141e-310;1521210118288916142;   3.87543940544128   -1.00529134273529 -0.0245469994843001; 0.0368570350110531  0.0955103933811188 -0.0188925340771675;
0;6.95297248489224e-310 6.95297248489224e-310 6.91055650573318e-310;1.97626258336499e-323 2.61854792295861e-322 6.95297248488908e-310;1521210117132694294;-8.12198709933229  30.7962247478924  32.1675057285514;0.154617289210723 0.240931109349179 -2.22096476981186;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1521210117132694294;-0.79023623010364  3.84973073092542                 0;  0.00267520034685731 -0.000404165126383305   -0.0157054848968983;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210118394195591; -2.10573945535155   5.98057473232227 -0.139719343073031;2.56000007629395                0                0                0 2.56000007629395                0                0                0 10.2400003051758;1521210118475101844;-0.0262632394050545 -0.0817534619050734  -0.979277304566157  -0.183419122460368;                    0 6.95297248484876e-310  6.9529724848622e-310 6.95297248489066e-310 6.95297248490647e-310 6.95297248489066e-310 6.95297248485192e-310 4.41922024893937e+133 6.95297248486141e-310;1521210118411237065;   3.87375116348267  -0.859421253204347 -0.0508740618824954;-0.0733405947685242  0.0668303593993187 -0.0517377965152264;
0;6.95297248489224e-310 6.95297248489224e-310 6.91055650573318e-310;1.97626258336499e-323 2.61854792295861e-322 6.95297248488908e-310;1521210117603822281;-8.50078087194416  32.6110559371205  32.0775991878694;0.153782900737363 0.241179598610829 -2.22068244275284;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1521210117603822281;-0.79023623010364  3.84973073092542                 0;   0.011160341091454  0.00020948238670826 -0.00405413564294576;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210118700164843; -2.28400176250471   6.98571369071954 -0.149671797545669;2.56000007629395                0                0                0 2.56000007629395                0                0                0 10.2400003051758;1521210118724774529;-0.0316629432344706 -0.0397600671761911  -0.981686895398088  -0.183595845507298;                    0 6.95297248484876e-310  6.9529724848622e-310 6.95297248489066e-310 6.95297248490647e-310 6.95297248489066e-310 6.95297248485192e-310 4.41922024893937e+133 6.95297248486141e-310;1521210118706419017;   3.82132840156555  -0.635966539382935 -0.0641107708215709; -0.316989213228226 -0.0720769912004471  0.0419078394770622;
0;6.95297248489224e-310 6.95297248489224e-310 6.91055650573318e-310;1.97626258336499e-323 2.61854792295861e-322 6.95297248488908e-310;1521210117603822281;-8.50078087194416  32.6110559371205  32.0775991878694;0.153782900737363 0.241179598610829 -2.22068244275284;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1521210117603822281;-0.79023623010364  3.84973073092542                 0;   0.011160341091454  0.00020948238670826 -0.00405413564294576;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210118890683465; -2.42883962688438    7.8289136516982 -0.149631792243481;2.56000007629395                0                0                0 2.56000007629395                0                0                0 10.2400003051758;1521210118830569771; -0.037741256381633 -0.0190498977072288  -0.982098218041364  -0.183564127988173;                    0 6.95297248484876e-310  6.9529724848622e-310 6.95297248489066e-310 6.95297248490647e-310 6.95297248489066e-310 6.95297248485192e-310 4.41922024893937e+133 6.95297248486141e-310;1521210118905592880;  3.80720806121826 -0.695526897907258 -0.052808932960033;-0.378134399652481 -0.220633432269096 0.0168682672083378;
0;6.95297248489224e-310 6.95297248489224e-310 6.91055650573318e-310;1.97626258336499e-323 2.61854792295861e-322 6.95297248488908e-310;1521210118067053368;-8.85729110212971   34.403551107124  31.9676919812195;0.151439455307144 0.238489544212315 -2.21903110785077;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1521210118067053368;-0.79023623010364  3.84973073092542                 0;0.00153139140456915 -0.0133256334811449  0.0137479798868299;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210119010657464;  -2.5068291580289   8.28681034533746 -0.149610021269251;2.56000007629395                0                0                0 2.56000007629395                0                0                0 10.2400003051758;1521210119087025591;-0.0585065679086688 0.00740141730684598   -0.98107778001107  -0.184414180859141;                    0 6.95297248484876e-310  6.9529724848622e-310 6.95297248489066e-310 6.95297248490647e-310 6.95297248489066e-310 6.95297248485192e-310 4.41922024893937e+133 6.95297248486141e-310;1521210119016905638;   3.82792282104492  -0.774123430252076 -0.0637095794081683; -0.192432761192322  -0.191853269934654 0.00461498182266953;
0;6.95297248489224e-310 6.95297248489224e-310 6.91055650573318e-310;1.97626258336499e-323 2.61854792295861e-322 6.95297248488908e-310;1521210118067053368;-8.85729110212971   34.403551107124  31.9676919812195;0.151439455307144 0.238489544212315 -2.21903110785077;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1521210118067053368;-0.79023623010364  3.84973073092542                 0;0.00153139140456915 -0.0133256334811449  0.0137479798868299;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210119306643132; -2.70737403293428   9.21935624329916 -0.169565517924933;2.56000007629395                0                0                0 2.56000007629395                0                0                0 10.2400003051758;1521210119224009507; -0.065416629840571 0.00537711968671063  -0.980705060930339  -0.184144873916698;                    0 6.95297248484876e-310  6.9529724848622e-310 6.95297248489066e-310 6.95297248490647e-310 6.95297248489066e-310 6.95297248485192e-310 4.41922024893937e+133 6.95297248486141e-310;1521210119312909306;   3.89817476272583  -0.971114993095399 -0.0768603831529613; 0.0715440288186073 -0.0644947737455368  0.0127279683947563;
0;6.95297248489224e-310 6.95297248489224e-310 6.91055650573318e-310;1.97626258336499e-323 2.61854792295861e-322 6.95297248488908e-310;1521210118067053368;-8.85729110212971   34.403551107124  31.9676919812195;0.151439455307144 0.238489544212315 -2.21903110785077;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1521210118067053368;-0.79023623010364  3.84973073092542                 0;0.00153139140456915 -0.0133256334811449  0.0137479798868299;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210119391175478; -2.81878786066866   9.69400540358604 -0.169542798106823;2.56000007629395                0                0                0 2.56000007629395                0                0                0 10.2400003051758;1521210119462921477;  -0.0647631420678836 -0.000827557842995029    -0.980804412174022    -0.183923233000844;                    0 6.95297248484876e-310  6.9529724848622e-310 6.95297248489066e-310 6.95297248490647e-310 6.95297248489066e-310 6.95297248485192e-310 4.41922024893937e+133 6.95297248486141e-310;1521210119396869637;  3.95524001121521  -1.06380307674408 -0.069580271840095; 0.0401012934744358   0.045756857842207 -0.0119328750297427;
