aruco_time;aruco_pos; aruco_orient; lp_pose_time; lp_pos; lp_orient; lp_pose_covariance;lp_vel_time; lp_linear_vel; lp_angular_vel; lp_covariance; uav_pos_time; uav_position; uav_pos_covariance;uav_orient_time; uav_orientation; uav_orient_covariance 
1455208701307413199; 6.33302232308883 -3.48045245299949   14.834663646945;-0.901050778033414   2.39916722412541  -2.76937871419541;1455208701431830883;-0.189348732140722  -20.3316943320097   30.2120959184728;-2.79947274480254  2.99033199520065 -2.80899400773261;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208701431830883;0.726109862201254 -2.86955823568961                 0;-0.00688517652451992 -0.00834311917424202   -0.010676508769393;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210043836446795;  1.93871782762569   -26.653002587886 -0.181173908214685;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210043762704693;-3.08680209159792  2.95091911798417 0.627686628659279;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208701807443600; 4.96555001756682 -3.61694409932793  15.3325086157894; 0.0803769286034043    3.02332755547127 -0.0328822296894507;1455208701899343013;0.200610389487016 -21.7947251188481  30.2480329488123;-2.79867911888563  2.98678164086198 -2.80128349166654;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208701899343013;0.726109862201254 -2.86955823568961                 0;-0.0203888788819313 0.00575529038906097  0.0167811885476112;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210043932557601;  2.01671127784086  -27.0550586241388 -0.181190794999123;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210043998187429;-3.05456540089966  2.92437421651513 0.635696537025239;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208701807443600; 4.96555001756682 -3.61694409932793  15.3325086157894; 0.0803769286034043    3.02332755547127 -0.0328822296894507;1455208701899343013;0.200610389487016 -21.7947251188481  30.2480329488123;-2.79867911888563  2.98678164086198 -2.80128349166654;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208701899343013;0.726109862201254 -2.86955823568961                 0;-0.0203888788819313 0.00575529038906097  0.0167811885476112;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210044240923920;  2.22840595898603  -27.8759226267051 -0.191225223510372;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210044264077565; -3.0425756675577  2.92711064115047 0.637462600117975;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208702307473999; 4.74308635202733 -3.51481699281495  15.6336925347275;  3.04410209817298  0.474474909105947 0.0235899024267274;1455208702362658977; 0.57942877592286 -23.2800918851197  30.3239694002677;-2.79939063692036  2.98469641414572 -2.79878771100533;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208702362658977;0.726109862201254 -2.86955823568961                 0; 0.00162198976613581 -0.00673565920442343 -0.00111566483974457;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210044446637463;  2.50695006587897  -28.7247066124092 -0.201260743418355;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210044430065402;-3.05352720139138  2.94631838182937 0.631854901001992;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208702307473999; 4.74308635202733 -3.51481699281495  15.6336925347275;  3.04410209817298  0.474474909105947 0.0235899024267274;1455208702362658977; 0.57942877592286 -23.2800918851197  30.3239694002677;-2.79939063692036  2.98469641414572 -2.79878771100533;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208702362658977;0.726109862201254 -2.86955823568961                 0; 0.00162198976613581 -0.00673565920442343 -0.00111566483974457;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210044589735079;  2.66293453578931  -29.1602666404539 -0.201278931626115;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210044636821390;-3.07204244390831  2.97465909228035 0.625368248474087;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208702307473999; 4.74308635202733 -3.51481699281495  15.6336925347275;  3.04410209817298  0.474474909105947 0.0235899024267274;1455208702825586080;0.924823690468127 -24.8101311934144  30.4249043637375;-2.79539956142844  2.98522260873163 -2.80212864518684;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208702825586080;0.726109862201254 -2.86955823568961                 0;0.00143480126280338  0.0123005444183946 -0.0437681637704372;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210044796521354;  3.0640368941897  -30.182157091345 -0.21132148632042;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210044784704025;-3.08548098256518  3.00704756857446 0.621582779135531;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208702807504399; 6.33437428672078 -2.68597103408504  15.5447470824679;-0.293148449108969   2.76285111190423  0.157891696220865;1455208702825586080;0.924823690468127 -24.8101311934144  30.4249043637375;-2.79539956142844  2.98522260873163 -2.80212864518684;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208702825586080;0.726109862201254 -2.86955823568961                 0;0.00143480126280338  0.0123005444183946 -0.0437681637704372;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210045064389546;  3.39828876792495   -30.997435496917 -0.211355310167305;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210045076933895;-3.08576519954828  3.11139503328464 0.608180483132755;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208702807504399; 6.33437428672078 -2.68597103408504  15.5447470824679;-0.293148449108969   2.76285111190423  0.157891696220865;1455208702825586080;0.924823690468127 -24.8101311934144  30.4249043637375;-2.79539956142844  2.98522260873163 -2.80212864518684;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208702825586080;0.726109862201254 -2.86955823568961                 0;0.00143480126280338  0.0123005444183946 -0.0437681637704372;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210045193884308;  3.59884028247212  -31.5223408186556 -0.211377016493854;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210045206335655;-0.0476283852095891  0.0279737007318324   -2.53493520684815;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208702807504399; 6.33437428672078 -2.68597103408504  15.5447470824679;-0.293148449108969   2.76285111190423  0.157891696220865;1455208703292407035; 1.23679505636155 -26.3625071725354  30.4308388042336;-2.79472555890291  2.98748765954727 -2.80049392102709;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208703292407035;0.726109862201254 -2.86955823568961                 0; 0.0167331099510193 0.00314070843160152 -0.0245465692132711;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210045446799055;  3.85510206931775  -32.3543720175296 -0.211411295296249;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210045468832669;-0.0416377364183878   0.128781359689064   -2.53468490433333;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208702807504399; 6.33437428672078 -2.68597103408504  15.5447470824679;-0.293148449108969   2.76285111190423  0.157891696220865;1455208703292407035; 1.23679505636155 -26.3625071725354  30.4308388042336;-2.79472555890291  2.98748765954727 -2.80049392102709;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208703292407035;0.726109862201254 -2.86955823568961                 0; 0.0167331099510193 0.00314070843160152 -0.0245465692132711;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210045674146673;  4.02223269482712  -33.2645813753377 -0.181448615449969;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210045570414098;-0.0462986183021209   0.151486009548468   -2.53366260444005;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208702807504399; 6.33437428672078 -2.68597103408504  15.5447470824679;-0.293148449108969   2.76285111190423  0.157891696220865;1455208703758078098;1.57105047535415  -27.98189172474 30.4627708271526;-2.79542923753442  2.98653537279133 -2.79227043044401;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208703758078098;0.726109862201254 -2.86955823568961                 0;-0.0105155184864998 -0.0114140044897795 0.00454108230769634;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210045837111841;  4.05566196296446  -33.7894879584029 -0.171470053703926;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210045859850474;-0.0547332606905879   0.138189085827704   -2.53143144058611;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208702807504399; 6.33437428672078 -2.68597103408504  15.5447470824679;-0.293148449108969   2.76285111190423  0.157891696220865;1455208703758078098;1.57105047535415  -27.98189172474 30.4627708271526;-2.79542923753442  2.98653537279133 -2.79227043044401;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208703758078098;0.726109862201254 -2.86955823568961                 0;-0.0105155184864998 -0.0114140044897795 0.00454108230769634;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210046066679465; 4.01110446702352 -34.7108674098951 -0.14150753927749;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210045971509100;-0.0418822885414609  0.0950459227275493   -2.53295423667597;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208702807504399; 6.33437428672078 -2.68597103408504  15.5447470824679;-0.293148449108969   2.76285111190423  0.157891696220865;1455208704224525928; 1.92758975522491 -29.6347801003549  30.5477018737293;-2.80013189533723  2.98393610572392 -2.78819795340987;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208704224525928;0.784243099044364 -3.48279525117416                 0;0.00888341572135687 0.00361895840615034 -0.0122215580195189;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210046188684465; 3.95540127167013 -35.1687654282402 -0.13152610573475;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210046262162511;-3.12116697336578  3.04822305696068 0.611829246221438;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208704307595399; 6.19091555690046 -4.26861085089083  15.5062177449273;  -2.88610755438456   0.292664504452355 -0.0378565073565035;1455208704224525928; 1.92758975522491 -29.6347801003549  30.5477018737293;-2.80013189533723  2.98393610572392 -2.78819795340987;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208704224525928;0.784243099044364 -3.48279525117416                 0;0.00888341572135687 0.00361895840615034 -0.0122215580195189;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210046451557472;  3.82171253757108   -36.134818826047 -0.121565159585079;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210046387921700;-3.12162144402912  2.94174462538756 0.620608687882905;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208704307595399; 6.19091555690046 -4.26861085089083  15.5062177449273;  -2.88610755438456   0.292664504452355 -0.0378565073565035;1455208704679183006; 2.28412999938605 -31.3155885493192  30.6376322190804;-2.80460767837703  2.98096379421249 -2.77867815880288;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208704679183006;0.784243099044364 -3.48279525117416                 0; 0.00864647328853607 -0.00542117422446609 -0.00159989483654499;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210046649339625;  3.78829688204324  -37.0282779404069 -0.141601185602442;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210046630040087;-3.09557158573658  2.86356260557015  0.63099569482907;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208704307595399; 6.19091555690046 -4.26861085089083  15.5062177449273;  -2.88610755438456   0.292664504452355 -0.0378565073565035;1455208704679183006; 2.28412999938605 -31.3155885493192  30.6376322190804;-2.80460767837703  2.98096379421249 -2.77867815880288;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208704679183006;0.784243099044364 -3.48279525117416                 0; 0.00864647328853607 -0.00542117422446609 -0.00159989483654499;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210046833035814;  3.82172665302156  -37.5476006316621 -0.171622090390029;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210046759094755;-3.08429777545317  2.87091254323829 0.632842764745425;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208704307595399; 6.19091555690046 -4.26861085089083  15.5062177449273;  -2.88610755438456   0.292664504452355 -0.0378565073565035;1455208704679183006; 2.28412999938605 -31.3155885493192  30.6376322190804;-2.80460767837703  2.98096379421249 -2.77867815880288;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208704679183006;0.784243099044364 -3.48279525117416                 0; 0.00864647328853607 -0.00542117422446609 -0.00159989483654499;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210047080183456;  3.93315113000398   -38.463394790015 -0.201658873346744;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210047068392128;-3.07894669238626  2.91117320079478 0.630908037034005;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208704307595399; 6.19091555690046 -4.26861085089083  15.5062177449273;  -2.88610755438456   0.292664504452355 -0.0378565073565035;1455208705151284933; 2.66295486690647 -33.1024944139065  30.6795586753507;-2.80531150837091  2.97700877785345 -2.77195026019402;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208705151284933;0.784243099044364 -3.48279525117416                 0; 0.0141735505312681 -0.0103104747831821 0.00991982501000166;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210047169712078;  4.03342947525069  -38.9212914126849 -0.221677229957057;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210047296953750;-3.10760760035349  2.95220716081351 0.623989275003653;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208704307595399; 6.19091555690046 -4.26861085089083  15.5062177449273;  -2.88610755438456   0.292664504452355 -0.0378565073565035;1455208705151284933; 2.66295486690647 -33.1024944139065  30.6795586753507;-2.80531150837091  2.97700877785345 -2.77195026019402;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208705151284933;0.784243099044364 -3.48279525117416                 0; 0.0141735505312681 -0.0103104747831821 0.00991982501000166;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210047487670163;  4.28969473428445  -39.9208454829794 -0.221717200643263;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210047500173512;-3.12263091775755  2.97943613030636  0.61997891108293;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
1455208704307595399; 6.19091555690046 -4.26861085089083  15.5062177449273;  -2.88610755438456   0.292664504452355 -0.0378565073565035;1455208705610327959; 3.00835662440591 -34.9284889827778  30.6954840858928;-2.80380827670914  2.97790179809413 -2.75684602221101;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208705610327959;0.784243099044364 -3.48279525117416                 0; -0.0113671086728573   0.0054425923153758 0.000661478203255682;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210047602326357;  4.42339775290672  -40.3787414732029 -0.211735459243523;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210047591523129;-3.12964839746923  2.99887970489027 0.617988002242103;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
