aruco_time;aruco_pos; aruco_orient; lp_pose_time; lp_pos; lp_orient; lp_pose_covariance;lp_vel_time; lp_linear_vel; lp_angular_vel; lp_covariance; uav_pos_time; uav_position; uav_pos_covariance;uav_orient_time; uav_orientation; uav_orient_covariance 
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208692151844978;-8.21125179077955  1.57471908565346  28.0460864353534;-2.93534436052055  2.84326925315989 -2.25170140043828;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208692151844978;  1.20902521808848 0.0485594689643973                  0;-5.6856544688314e-05   0.0798475220799446   -0.245154827833176;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210034377298404;  1.35926358301094   1.02189399681379 0.0700459129279618;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210034389856753;-3.11781853745236  3.07117072220666 0.607953521364103;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208692624372959;-7.68760340572179  1.08890131406158  28.2050627637942;-2.89392333359972  2.87629136039297 -2.39490976369485;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208692624372959;  1.20902521808848 0.0485594689643973                  0;0.00108313071541492    0.10494926571846  -0.324178010225296;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210034586823555;  1.39268810390998   1.04423046980065 0.0600469186552746;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210034598187872;-3.12084620079308  3.08252581700857 0.605211743250612;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208692624372959;-7.68760340572179  1.08890131406158  28.2050627637942;-2.89392333359972  2.87629136039297 -2.39490976369485;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208692624372959;  1.20902521808848 0.0485594689643973                  0;0.00108313071541492    0.10494926571846  -0.324178010225296;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210034871598716;  1.42611261879597   1.06098282060476 0.0600476649576092;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210034768405298;-3.09947421876802  3.08492975911026 0.605419754812701;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208692624372959;-7.68760340572179  1.08890131406158  28.2050627637942;-2.89392333359972  2.87629136039297 -2.39490976369485;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208692624372959;  1.20902521808848 0.0485594689643973                  0;0.00108313071541492    0.10494926571846  -0.324178010225296;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210035012166261; 1.43725412447315  1.05539870071661 0.040047398430354;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210035024679610;-3.10774868436214  3.07940718933556 0.604821135555752;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208693089019060;-7.16395496883401 0.480233317916694  28.3920335020512;-2.87113636727034  2.90009676587833 -2.50473028957403;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208693089019060;  1.20902521808848 0.0485594689643973                  0;-0.0382171608507633  0.0629844963550568   -0.29969847202301;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210035277581854;  1.43725412025001   1.02189398335742 0.0200458490881982;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210035145285654;-3.09608365526928  3.08237588661501 0.604175069577546;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208693089019060;-7.16395496883401 0.480233317916694  28.3920335020512;-2.87113636727034  2.90009676587833 -2.50473028957403;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208693089019060;  1.20902521808848 0.0485594689643973                  0;-0.0382171608507633  0.0629844963550568   -0.29969847202301;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210035404070423;    1.43725411804869     0.99955750585996 4.48172283553649e-05;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210035440489437;-3.10757165194705  3.10233069781442 0.601486947317992;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208693549293041; -6.65144795673379 -0.234532512742276   28.5359994793713;-2.84175945681576  2.93517465369989 -2.63632699167414;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208693549293041;  1.20902521808848 0.0485594689643973                  0;-0.0216446593403816  0.0857988595962524   -0.22110378742218;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210035641340873;   1.41497110060219   0.932548074014857 -0.0299582624460469;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210035686994145; -3.1025482920362  3.12207422402396 0.604103038370333;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208693549293041; -6.65144795673379 -0.234532512742276   28.5359994793713;-2.84175945681576  2.93517465369989 -2.63632699167414;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208693549293041;  1.20902521808848 0.0485594689643973                  0;-0.0216446593403816  0.0857988595962524   -0.22110378742218;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210035762804886;   1.38154657916258   0.882291001487616 -0.0399605583060667;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210035828822725;-0.0446053381516575 0.00221217599286887   -2.53874852625492;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208694009649038;-6.15008230673527 -1.05539615035782  28.6209607286647;-2.82976247851462  2.95540259960843 -2.70910862117499;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208694009649038;  1.20902521808848 0.0485594689643973                  0;0.000176976900547766   0.0672838538885117   -0.185752153396606;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210036049713134;   1.30355603526238   0.792945096644648 -0.0599646216866282;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210036111827864;-0.0556572805279345  0.0103812430697847   -2.53885220703066;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208694009649038;-6.15008230673527 -1.05539615035782  28.6209607286647;-2.82976247851462  2.95540259960843 -2.70910862117499;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208694009649038;  1.20902521808848 0.0485594689643973                  0;0.000176976900547766   0.0672838538885117   -0.185752153396606;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210036265647464;   1.18099947171174   0.670094471118978 -0.0699701937712596;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210036222283570;-3.07851728907894  3.13376052850901 0.603742101488133;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208694009649038;-6.15008230673527 -1.05539615035782  28.6209607286647;-2.82976247851462  2.95540259960843 -2.70910862117499;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208694009649038;  1.20902521808848 0.0485594689643973                  0;0.000176976900547766   0.0672838538885117   -0.185752153396606;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210036394559054;   1.08072592377585   0.586332679059356 -0.0799739771159634;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210036348736778;-3.06331550820958  3.10049798660265 0.607190796538706;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208694480514049;-5.65985790119148 -1.99910988399642  28.6819165232057;-2.81117853501241  2.98177767790256 -2.77689683288111;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208694480514049;  1.20902521808848 0.0485594689643973                  0;-0.0370207577943802  0.0264321379363537  -0.114362746477127;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210036604889058;  0.913603345791002   0.413224955758644 -0.0999818197913823;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210036593092730;-3.04309423517115  3.03854643420377 0.612948479009504;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208694480514049;-5.65985790119148 -1.99910988399642  28.6819165232057;-2.81117853501241  2.98177767790256 -2.77689683288111;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208694480514049;  1.20902521808848 0.0485594689643973                  0;-0.0370207577943802  0.0264321379363537  -0.114362746477127;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210036732855308; 0.835612808532693   0.30712666327702 -0.109986645143643;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210036721054979;-3.03007713795196  3.01851559114062 0.615894223265369;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208694946651935;-5.15849178411521 -3.00983261715411  28.7078694175009;-2.79565176679623  2.98652443808431 -2.80177054703804;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208694946651935; 1.06554135279504 -2.10575915657126                 0;-0.0265232771635055  0.0587176270782948 -0.0772666186094284;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210037024697053; 0.679631740536463 0.0279206070166703 -0.109999372641838;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210037047642692;-2.97430222808359   3.0198803381068 0.619596886810879;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208694946651935;-5.15849178411521 -3.00983261715411  28.7078694175009;-2.79565176679623  2.98652443808431 -2.80177054703804;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208694946651935; 1.06554135279504 -2.10575915657126                 0;-0.0265232771635055  0.0587176270782948 -0.0772666186094284;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210037242843029; 0.545933709612897 -0.357383781053499 -0.100016988436097;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210037151584857; -2.9625680310233  3.02732586829826 0.618518575759473;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208695404951095;-4.70169114201654 -4.05405971761814  28.7728210674631;-2.79493779893554  2.98791665916027 -2.83579091390431;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208695404951095; 1.06554135279504 -2.10575915657126                 0; 0.0363455526530743  0.0110377017408609 -0.0673917904496193;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210037372646132;  0.490226215561116  -0.569580408748761 -0.0900266974084203;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210037421922504;-2.96926465016333  3.04651013215354  0.61599782198229;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208695404951095;-4.70169114201654 -4.05405971761814  28.7728210674631;-2.79493779893554  2.98791665916027 -2.83579091390431;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208695404951095; 1.06554135279504 -2.10575915657126                 0; 0.0363455526530743  0.0110377017408609 -0.0673917904496193;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210037616617271;  0.378811282355772   -1.04981489922739 -0.0700486533648288;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210037639369904;-2.97057225209425  3.02679832025431 0.618216734621577;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208695870313882;-4.32288024874373 -5.15412761048689  28.9277705264622;-2.79575875034875  3.00572835394073 -2.84908169898512;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208695870313882; 1.06554135279504 -2.10575915657126                 0;-0.0053838095627725  0.0356008037924767  -0.103588506579399;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210037776242288;  0.323103869653339   -1.37927810223858 -0.0500637139772125;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210037856828532;-2.96848677217679  3.00220167592739 0.621894990968516;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208695870313882;-4.32288024874373 -5.15412761048689  28.9277705264622;-2.79575875034875  3.00572835394073 -2.84908169898512;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208695870313882; 1.06554135279504 -2.10575915657126                 0;-0.0053838095627725  0.0356008037924767  -0.103588506579399;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210038063085035;   0.24511362561404   -1.99911567523213 -0.0600920288879163;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210038085844669;-2.98723212052675  2.98368407026528  0.62736554255631;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
0;6.95331868067996e-310 6.95331868068312e-310 6.95331868069814e-310;6.95331868067601e-310                     0                     0;1455208695870313882;-4.32288024874373 -5.15412761048689  28.9277705264622;-2.79575875034875  3.00572835394073 -2.84908169898512;0.435600034618378                 0                 0                 0                 0                 0                 0 0.435600034618378                 0                 0                 0                 0                 0                 0  1.74240013847351                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0;1455208695870313882; 1.06554135279504 -2.10575915657126                 0;-0.0053838095627725  0.0356008037924767  -0.103588506579399;                   1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0                    1                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07                    0                    0                    0                    0                    0                    0 1.21846967914683e-07;1521210038271491598;  0.200548052892825    -2.6971309536241 -0.0501238848949345;2.49640013561249                0                0                0 2.49640013561249                0                0                0 9.98560054244996;1521210038228500716;-2.99411083726531  2.94981014995411 0.631413355108057;6.95331868068945e-310 2.47032822920623e-322 6.93897563032546e-310 6.95331868067917e-310 6.95331868067126e-310 6.93897801042155e-310 6.93897676651504e-310  6.9533186806847e-310 6.95331868068233e-310;
