SM_Time;Status;
1455210301303605748;4;
1455210301404466652;4;
1455210301505542033;4;
1455210301606389725;4;
1455210301707535550;4;
1455210301808720076;4;
1455210301910113686;4;
1455210302011232478;4;
1455210302112282292;4;
1455210302203285296;4;
1455210302304391573;4;
1455210302405433087;4;
1455210302506473819;4;
1455210302607439715;4;
1455210302708480639;4;
1455210302809581722;4;
1455210302910613032;4;
1455210303011643606;4;
1455210303102690382;4;
1455210303203703985;4;
1455210303304827476;4;
1455210303405887308;4;
1455210303506769998;4;
1455210303607917016;4;
1455210303709036359;4;
1455210303810313519;4;
1455210303911448309;4;
1455210304012508247;4;
1455210304103575014;4;
1455210304204724303;4;
1455210304305767870;4;
1455210304406726216;4;
1455210304507578568;4;
1455210304608514785;4;
1455210304709390544;4;
1455210304810423763;4;
1455210304911532705;4;
1455210305002564520;4;
1455210305103657170;4;
1455210305204739158;4;
1455210305305650746;4;
1455210305406681465;5;
1455210305507667771;5;
1455210305608885948;5;
1455210305709936332;5;
1455210305810880062;5;
1455210305912096812;5;
1455210306003141007;5;
1455210306104151747;5;
1455210306205295253;5;
1455210306306253767;5;
1455210306407267007;5;
1455210306511369966;5;
1455210306612452523;5;
1455210306703415500;5;
1455210306804412779;5;
1455210306905474600;5;
1455210307006304566;5;
1455210307107078164;5;
1455210307208126349;5;
1455210307309094274;5;
1455210307410018065;5;
1455210307510909095;5;
1455210307611876721;5;
1455210307703009961;5;
1455210307804016200;5;
1455210307904979990;5;
1455210308006051497;5;
1455210308107050191;5;
1455210308208281584;5;
1455210308309483822;5;
1455210308410587930;5;
1455210308511817265;5;
1455210308602781787;5;
1455210308703857616;5;
1455210308804897991;5;
1455210308905932124;5;
1455210309007052351;5;
1455210309108231142;5;
1455210309209351234;5;
1455210309310457527;5;
1455210309411523272;5;
1455210309512556881;5;
1455210309603561226;5;
1455210309704659652;5;
1455210309805753559;5;
1455210309906662242;5;
1455210310007594484;5;
1455210310108751479;5;
1455210310209761575;5;
1455210310310857194;5;
1455210310411791973;5;
1455210310502538838;5;
1455210310603615951;5;
1455210310704651583;5;
1455210310805775654;5;
1455210310906875744;5;
1455210311007786201;5;
1455210311108964681;5;
1455210311209934724;5;
1455210311310789171;5;
1455210311411865843;5;
1455210311502669939;5;
1455210311603863895;5;
1455210311704853501;5;
1455210311805801291;5;
1455210311907086275;5;
1455210312008117140;5;
1455210312109364188;5;
1455210312210437488;5;
1455210312311375204;5;
1455210312412562581;5;
1455210312503380965;5;
1455210312604328621;5;
1455210312705450177;5;
1455210312806469688;5;
1455210312907606515;5;
1455210313008583972;5;
1455210313109709864;5;
1455210313210880097;5;
1455210313312034780;5;
1455210313403163864;5;
1455210313504195590;5;
1455210313605083736;5;
1455210313706055692;5;
1455210313807040366;5;
1455210313908105414;5;
1455210314009295667;5;
1455210314110246626;5;
1455210314211217088;5;
1455210314312211857;5;
1455210314403014805;5;
1455210314504065530;5;
1455210314605106097;5;
1455210314706065268;5;
1455210314807108504;5;
1455210314908068790;5;
1455210315009133469;5;
1455210315110252315;5;
1455210315211318045;5;
1455210315312523240;5;
1455210315403408312;5;
1455210315504362437;5;
1455210315605402819;5;
1455210315706581147;5;
1455210315807414850;5;
1455210315908517132;5;
1455210316009500003;5;
1455210316110570714;5;
1455210316211438682;5;
1455210316312438271;5;
1455210316403358310;5;
1455210316504367583;5;
1455210316605310673;5;
1455210316706320420;5;
1455210316807510116;5;
1455210316908657255;6;
1455210317009597577;7;
1455210317110755229;7;
1455210317211740288;7;
1455210317302784285;7;
1455210317403899972;7;
1455210317504848193;7;
1455210317605915428;7;
1455210317706857821;7;
1455210317807830772;7;
1455210317908910944;7;
1455210318009910827;7;
1455210318110980873;7;
1455210318211980617;7;
1455210318302915669;7;
1455210318404014848;7;
1455210318505060304;7;
1455210318606108574;7;
1455210318707193924;7;
1455210318808278618;7;
1455210318909272253;7;
1455210319010273104;7;
1455210319111297236;7;
1455210319212197828;7;
1455210319303126238;7;
1455210319404077471;7;
1455210319511489878;7;
1455210319612410153;7;
1455210319703473287;7;
1455210319804430380;7;
1455210319905621324;7;
1455210320006527028;7;
1455210320107551954;7;
1455210320208683102;7;
1455210320309716762;7;
1455210320410774412;7;
1455210320511847994;7;
1455210320602812358;7;
1455210320703904510;7;
1455210320804961782;7;
1455210320905899184;7;
1455210321006961438;7;
1455210321107971408;7;
1455210321209108279;7;
1455210321310152984;7;
1455210321411113224;7;
1455210321512204475;7;
1455210321602980738;7;
1455210321703826943;7;
1455210321804912589;7;
1455210321906012925;7;
1455210322007243889;7;
1455210322108231694;7;
1455210322209400343;7;
1455210322310471739;7;
1455210322411347068;7;
1455210322512297923;7;
1455210322603235139;7;
1455210322704368044;7;
1455210322805586092;7;
1455210322906552484;7;
1455210323007722844;7;
1455210323108849784;7;
1455210323209903600;7;
1455210323310917891;7;
1455210323411990719;7;
1455210323503003194;7;
1455210323604038489;7;
1455210323704997074;7;
1455210323806096072;7;
1455210323907105747;7;
1455210324008031808;7;
1455210324109084785;7;
1455210324209987172;7;
1455210324311184635;7;
1455210324412194653;7;
1455210324503108929;7;
1455210324604394921;7;
1455210324705309536;7;
1455210324806384821;7;
1455210324907605908;7;
1455210325008666936;7;
1455210325110022121;7;
1455210325210879442;7;
1455210325312049745;7;
1455210325403142367;7;
1455210325504022582;7;
1455210325605090636;7;
1455210325706084609;7;
1455210325807114002;7;
1455210325908248731;7;
1455210326009308380;7;
1455210326110421087;7;
1455210326211228468;7;
1455210326312309480;7;
1455210326403167988;7;
1455210326502695034;7;
1455210326603509623;7;
1455210326704533460;7;
1455210326805597602;7;
1455210326906571619;7;
1455210327007539815;7;
1455210327108591459;7;
1455210327209847610;7;
1455210327310916266;7;
1455210327411925267;7;
1455210327509646378;7;
1455210327610639018;7;
1455210327711725470;7;
1455210327802742638;7;
1455210327903858009;7;
1455210328004803752;7;
1455210328105718896;7;
1455210328206769239;7;
1455210328307775623;7;
1455210328408872423;7;
1455210328509850575;7;
1455210328610842623;7;
1455210328711895342;7;
1455210328802831552;7;
1455210328903990925;7;
1455210329004891273;7;
1455210329105831238;7;
1455210329206839279;7;
1455210329307899281;7;
1455210329408906519;7;
1455210329510123568;7;
1455210329611097421;7;
1455210329712127556;7;
1455210329803089187;7;
1455210329904135781;7;
1455210330005201609;7;
1455210330106286677;7;
1455210330207370160;7;
1455210330308533809;7;
1455210330409488913;7;
1455210330510704093;7;
1455210330611781502;7;
1455210330702694701;7;
1455210330803657689;7;
1455210330904505898;7;
1455210331005589990;7;
1455210331106637119;7;
1455210331207584246;7;
1455210331308760622;7;
1455210331409833922;7;
1455210331510898949;7;
1455210331612095974;7;
1455210331703067420;7;
1455210331804194635;7;
1455210331905311994;7;
1455210332006256090;7;
1455210332107447388;7;
1455210332208386626;7;
1455210332309592071;7;
1455210332410705010;7;
1455210332511727542;7;
1455210332602702381;7;
1455210332703680086;7;
1455210332804803967;7;
1455210332905928186;7;
1455210333006937830;7;
1455210333108132458;7;
1455210333209219431;7;
1455210333310453073;7;
1455210333411457125;7;
1455210333512456451;7;
1455210333608631508;7;
1455210333709752616;7;
1455210333810767432;7;
1455210333911821529;7;
1455210334009565102;7;
1455210334110653708;7;
1455210334211777311;7;
1455210334312656745;7;
1455210334403674561;7;
1455210334504654578;7;
1455210334605657298;7;
1455210334706762667;7;
1455210334807741358;7;
1455210334908786969;7;
1455210335009806602;7;
1455210335110853181;7;
1455210335212003136;7;
1455210335302907380;7;
1455210335403985538;7;
1455210335504873118;7;
1455210335605840672;7;
1455210335706978978;7;
1455210335808146500;7;
1455210335909327053;7;
1455210336010407244;7;
1455210336111564246;7;
1455210336212594010;7;
1455210336303501099;7;
1455210336404486054;7;
1455210336505480244;7;
1455210336606483656;7;
1455210336707595434;7;
1455210336808624142;7;
1455210336909674975;7;
1455210337010812154;7;
1455210337111779796;7;
1455210337202660290;7;
1455210337303691943;7;
1455210337404740332;7;
1455210337505660832;7;
1455210337606771740;7;
1455210337707754151;7;
1455210337808881060;7;
1455210337909845269;7;
1455210338011044834;7;
1455210338112202602;7;
1455210338202911530;7;
1455210338304096973;7;
1455210338404993110;7;
1455210338505926222;7;
1455210338606927505;7;
1455210338707941916;7;
1455210338809160066;7;
1455210338910146478;7;
1455210339011214315;7;
1455210339112108635;7;
1455210339203043384;7;
1455210339304184517;7;
1455210339405274072;7;
1455210339506047609;7;
1455210339606957641;7;
1455210339708103073;7;
1455210339809218588;7;
1455210339910459919;7;
1455210340011483430;7;
1455210340112607344;7;
1455210340203543856;7;
1455210340304536283;7;
1455210340405644012;7;
1455210340510462101;7;
1455210340611486340;7;
1455210340712378535;7;
1455210340803127887;7;
1455210340904169589;7;
1455210341005107961;7;
1455210341106157354;7;
1455210341207086081;7;
1455210341308040166;7;
1455210341409309428;7;
1455210341510350211;7;
1455210341611404612;7;
1455210341712341713;7;
1455210341803155066;7;
1455210341904279834;7;
1455210342005467463;7;
1455210342106520354;7;
1455210342207632987;7;
1455210342308758058;7;
1455210342409763690;7;
1455210342510942925;7;
1455210342611921527;7;
1455210342702801249;7;
1455210342803877727;7;
1455210342905160276;7;
1455210343006249048;7;
1455210343107164362;7;
1455210343208193858;7;
1455210343309225898;7;
1455210343410207274;7;
1455210343511196335;7;
1455210343612196346;7;
1455210343703316561;7;
1455210343804437672;7;
1455210343905460943;7;
1455210344006735508;7;
1455210344107646589;7;
1455210344208667416;7;
1455210344309784959;7;
1455210344410780858;7;
1455210344511753123;7;
1455210344602762059;7;
1455210344703716287;7;
1455210344805034820;7;
1455210344905960572;7;
1455210345007113573;7;
1455210345108392471;7;
1455210345209383361;7;
1455210345310539116;7;
1455210345411767648;7;
1455210345502584673;7;
1455210345603746711;7;
1455210345704685414;7;
1455210345805898462;7;
1455210345907167572;7;
1455210346008279931;7;
1455210346109350242;7;
1455210346210272738;7;
1455210346311404413;7;
1455210346412548037;7;
1455210346503401110;7;
1455210346604579829;7;
1455210346705565818;7;
1455210346806525471;7;
1455210346907720404;7;
1455210347008677405;7;
1455210347110136062;7;
1455210347206763610;7;
1455210347307794630;7;
1455210347408985428;7;
1455210347509863108;7;
1455210347610963539;7;
1455210347712113578;7;
1455210347803191267;7;
1455210347904468696;7;
1455210348005532679;7;
1455210348106763945;7;
1455210348207859397;7;
1455210348308925549;7;
1455210348410065088;7;
1455210348511071249;7;
1455210348612237947;7;
1455210348702976885;7;
1455210348803977876;7;
1455210348905228887;7;
1455210349006357945;7;
1455210349107475322;7;
1455210349208752720;7;
1455210349309737748;7;
1455210349410836752;7;
1455210349511782688;7;
1455210349602562611;7;
1455210349703662206;7;
1455210349804592667;7;
1455210349905791797;7;
1455210350006924814;7;
1455210350107970415;7;
1455210350209096927;7;
1455210350310177336;7;
1455210350411232308;7;
1455210350512347913;7;
1455210350603166562;7;
1455210350704305786;7;
1455210350805415465;7;
1455210350906380663;7;
1455210351007562973;7;
1455210351108356823;7;
1455210351209298819;7;
1455210351310441687;7;
1455210351411496647;7;
1455210351512618224;7;
