KF_LP_Time;KF_LP_vel_NED;KF_rel_pos_NED;
1455210250784898996; -0.0187101141916079 -0.00706623145226591                   -0;0.757058605397813  1.87199422875919  5.77206733321284;
1455210251707937002; -0.0187101141916079 -0.00706623145226591                   -0;0.833823795937565  1.80268506435031  5.99987099790409;
1455210252633795976; -0.0187101141916079 -0.00706623145226591                   -0;0.922737164742249  1.77564629938121  6.05958112032206;
1455210253101535081; -0.0187101141916079 -0.00706623145226591                   -0;0.956541724585975  1.75784767663885  6.06873575404877;
1455210253563230991; -0.0187101141916079 -0.00706623145226591                   -0;0.933804560460523  1.77418094157428   6.5648937008627;
1455210254031555891; -0.0187101141916079 -0.00706623145226591                   -0;0.843937076720269  1.68946926227449   7.4781996844458;
1455210254492162942; -0.149680913532863 -0.0565298516181272                  -0;0.731900423580762   1.5825975689599  8.28945027912512;
1455210255418847084; -0.149680913532863 -0.0565298516181272                  -0;0.284788950274432  1.24555320558077  10.1450691090954;
1455210255881053924; -0.149680913532863 -0.0565298516181272                  -0;-0.16063920754211  1.01651754236874  11.0880405954751;
1455210256349253892; -0.149680913532863 -0.0565298516181272                  -0;-0.661174222103076  0.977966757048652    11.687799995878;
1455210256817502021; -0.149680913532863 -0.0565298516181272                  -0;-1.68485905572336 0.816289404072584    12.53153185288;
1455210257273935079; -0.149680913532863 -0.0565298516181272                  -0;-2.50865481713255  0.55957021728345  13.1073842365413;
1455210257741381883; -0.149680913532863 -0.0565298516181272                  -0; -3.54436978676766 0.0959021803249245    14.087331612499;
1455210258204538106; -0.149680913532863 -0.0565298516181272                  -0; -4.49099325489327 -0.495975584778044   15.1952330490262;
1455210258668013095; -0.149680913532863 -0.0565298516181272                  -0;-5.38216940637342   -1.283215774391  16.3581491799724;
1455210259135329961;-0.0280651712874119 -0.0105993471783989                  -0; -6.0840143704592 -2.12659658386784  17.1821352131049;
1455210259592755079;-0.0280651712874119 -0.0105993471783989                  -0;-7.07567494144383 -3.50599140141708  18.2711045950889;
1455210260061990976;-0.0280651712874119 -0.0105993471783989                  -0;-7.96677488320974 -4.67309607048367  19.4060193409201;
1455210260523885011;-0.0280651712874119 -0.0105993471783989                  -0;-8.40007926853157 -5.14726803639764  20.1517080601898;
1455210260993094921;-0.0280651712874119 -0.0105993471783989                  -0;-8.82242670209128 -5.50387031170363  20.9873688009115;
1455210261457916975;-0.0280651712874119 -0.0105993471783989                  -0;-9.11014499764639 -5.68699334243938  21.1318139101305;
1455210261920923948;-0.0280651712874119 -0.0105993471783989                  -0;-9.49915647066007 -5.82625777541727  21.0585886463466;
1455210262383692979;-0.0280651712874119 -0.0105993471783989                  -0;-9.73208083895311 -5.85979037576193   20.955426359843;
1455210262848635911;-0.0280651712874119 -0.0105993471783989                  -0;-9.80994270521221 -5.79307034158468  20.8994684964898;
1455210263312684059;-0.0280651712874119 -0.0105993471783989                  -0;-9.85518426563658 -5.64863995902132  20.8237380152458;
1455210263768188953;-0.0280651712874119 -0.0105993471783989                  -0; -9.8334679845756 -5.58779705253509  20.7649502310102;
1455210264235168933;-0.0280651712874119 -0.0105993471783989                  -0;-9.71186562028403 -5.59428336714974   20.725285763101;
1455210264705864906;-0.0280651712874119 -0.0105993471783989                  -0;-9.56784328638461 -5.58395435064016  20.6885869471556;
1455210265160872936;-0.0280651712874119 -0.0105993471783989                  -0;-9.4574979717758  -5.572997225479 20.6937995707533;
1455210265630127906;-0.0280651712874119 -0.0105993471783989                  -0;-9.32446722698467 -5.56180924870781  20.6849013851577;
1455210266096993923;-0.0280651712874119 -0.0105993471783989                  -0;-9.24701946826852  -5.6120231222388  20.7119757569901;
1455210266554836988;-0.0280651712874119 -0.0105993471783989                  -0;-9.33601693165871 -5.74592162857735  20.7139237987292;
1455210267020092964;-0.0280651712874119 -0.0105993471783989                  -0;-9.44692677778742 -6.16411216473766  20.7206983313934;
1455210267484309911;-0.0280651712874119 -0.0105993471783989                  -0;-9.41297468886404 -6.49309529339515  20.7725016073598;
1455210267952234983;-0.0280651712874119 -0.0105993471783989                  -0;-9.42327342043732 -6.59906174496864  20.7663366841874;
1455210268408092021;-0.0654853996706277 -0.0247318100829307                  -0;-9.39023638491274 -6.57137873278842   20.773447881513;
1455210268876250982;-0.0654853996706277 -0.0247318100829307                  -0;-9.41353178763845  -6.4101317341852  20.7597567393625;
1455210269344327926;-0.0654853996706277 -0.0247318100829307                  -0; -9.4699891977941 -6.30419648771889  20.7719131740535;
1455210269800658941;-0.0654853996706277 -0.0247318100829307                  -0;-9.44946155257698  -6.1712738738749  20.7294184470941;
1455210270262994050;-0.0654853996706277 -0.0247318100829307                  -0;-9.32801962297888 -6.09411366539825   20.725803390269;
1455210270735743999;-0.0654853996706277 -0.0247318100829307                  -0;-9.18502579269096 -6.01675368682377  20.7262608714548;
1455210271198494911;-0.0654853996706277 -0.0247318100829307                  -0;-9.11942900637115 -5.97263663216485  20.7135702090019;
1455210271664849996;-0.0654853996706277 -0.0247318100829307                  -0;-9.1541284686576 -5.8778846673731 20.7238083460142;
1455210272127471923;-0.0654853996706277 -0.0247318100829307                  -0;-9.23264073825056  -5.7381208472564  20.7318630879087;
1455210272589610099;-0.0654853996706277 -0.0247318100829307                  -0;-8.91009066470948 -5.36934374506474  20.8329204183297;
1455210273053870916; -0.0187101141916079 -0.00706623145226591                   -0;-7.90711697599686 -4.44791239088937  20.9889166717177;
1455210273511291980; -0.0187101141916079 -0.00706623145226591                   -0;-6.98171057215932 -3.71019060070365  21.1527237912495;
1455210273977741003; -0.0187101141916079 -0.00706623145226591                   -0;  -5.722240818614 -2.78867767618452  21.3256655646331;
1455210274445295095; -0.0187101141916079 -0.00706623145226591                   -0;-4.27376871198685 -1.93413167839968  21.5636575300319;
1455210274901168107; -0.0187101141916079 -0.00706623145226591                   -0;-3.15953198373979 -1.34812529349111  21.7577371557701;
1455210275367269039; -0.0187101141916079 -0.00706623145226591                   -0; -1.83370468160645 -0.521711114861155   21.9847838825134;
1455210275833257913; -0.0187101141916079 -0.00706623145226591                   -0;-0.987121977133584 0.0921268731279234   21.8979226252129;
1455210276299273967; -0.0187101141916079 -0.00706623145226591                   -0;0.104934738054586 0.544441206669436    21.72091319991;
1455210276763053894; -0.0187101141916079 -0.00706623145226591                   -0; 1.11929467008755 0.522615798707016  21.5707324238122;
1455210277229645013; -0.0187101141916079 -0.00706623145226591                   -0;  1.8557395608635 0.277955409901983  21.3993368625884;
1455210277692241907;-0.0280651712874119 -0.0105993471783989                  -0;  2.64719894739045 -0.195695506770891     21.18304589484;
1455210278157768011;-0.0280651712874119 -0.0105993471783989                  -0;   2.8703348798217 -0.507644824444646   20.9788280529096;
1455210278614104986;-0.0280651712874119 -0.0105993471783989                  -0;2.79207214678374 -0.6131005550819 20.8307344952952;
1455210279078607082;-0.0280651712874119 -0.0105993471783989                  -0;  2.41345585736584 -0.517785225247853   20.5906305766302;
1455210279546726942;-0.0280651712874119 -0.0105993471783989                  -0;  1.97880196365956 -0.366867051922575   20.4696294009477;
1455210280014725923;-0.0280651712874119 -0.0105993471783989                  -0;  1.44331345636347 -0.249313039712087   20.3666853031674;
1455210280470566034;-0.0280651712874119 -0.0105993471783989                  -0;  1.25345627619038 -0.282595635852798   20.2737087725696;
1455210280938697099;-0.0280651712874119 -0.0105993471783989                  -0;  1.05192772025653 -0.310307060816316   20.1248172396963;
1455210281401016950;-0.0280651712874119 -0.0105993471783989                  -0; 0.984681645944131 -0.304624269364912   19.9718589219913;
1455210281864447116;-0.0280651712874119 -0.0105993471783989                  -0;  1.05150438224933 -0.214794429386239   19.8067680898213;
1455210282328454017; -0.149680913532863 -0.0565298516181272                  -0; 1.15235111049638 -0.23092125599827  19.6995502556847;
1455210282795428991; -0.149680913532863 -0.0565298516181272                  -0;  1.36490196286414 -0.363790050415273   19.5331739130717;
1455210283255439043; -0.149680913532863 -0.0565298516181272                  -0;  1.58804226497249 -0.464086658404781   19.3940759893921;
1455210283723521947; -0.149680913532863 -0.0565298516181272                  -0;  1.78934384991369 -0.602827623176206   19.2107745091982;
1455210284181001901; -0.149680913532863 -0.0565298516181272                  -0;  1.84618568377505 -0.691659598270103   19.0254875744378;
1455210284651581048; -0.149680913532863 -0.0565298516181272                  -0;  1.78139129174035 -0.746626432220459   18.9019832985252;
1455210285112483978; -0.149680913532863 -0.0565298516181272                  -0;  1.65905376609784 -0.786071156471003   18.7010207161976;
1455210285576874971; -0.149680913532863 -0.0565298516181272                  -0;  1.50211976261381 -0.882680423742423   18.4695116250503;
1455210286037317037; -0.149680913532863 -0.0565298516181272                  -0;1.43424647487079 -1.0287479353202 18.2958459488841;
1455210286508116960; -0.149680913532863 -0.0565298516181272                  -0; 1.32200753923955 -1.10786368550559  18.0851634295194;
1455210286972598075; -0.036003630461125 -0.0174280978198642                  -0; 1.24422177169121 -1.08033219189008  17.9282126640767;
1455210287427376031; -0.036003630461125 -0.0174280978198642                  -0; 1.18806797723228 -1.06942439657048  17.7123362072938;
1455210287892887115; -0.036003630461125 -0.0174280978198642                  -0; 1.11015667184088 -1.05816269204314  17.5583054165626;
1455210288364799022; -0.036003630461125 -0.0174280978198642                  -0;  1.05443267572067 -0.996139556483643    17.331188556041;
1455210288826575040; -0.036003630461125 -0.0174280978198642                  -0;  1.04328421051441 -0.934682955450991    17.152186163588;
1455210289286664009; -0.036003630461125 -0.0174280978198642                  -0;  1.05366757201523 -0.895377585896017   16.9272616795206;
1455210289753592014; -0.036003630461125 -0.0174280978198642                  -0;   1.0418600299857 -0.995696842107881   16.7653205912659;
1455210290210958003; -0.036003630461125 -0.0174280978198642                  -0; 1.04101150460936 -1.16866103522928  16.5644147421633;
1455210290680448055; -0.036003630461125 -0.0174280978198642                  -0; 1.04011420092144 -1.29164871850223   16.339576083795;
