KF_LP_Time;KF_LP_vel_NED;KF_rel_pos_NED;
1527252242000923872;   1.67019781856245   0.225318605824988 0.00620532521683967; 8.94185977252523 0.236175359395857  57.9002875393314;
1527252242080926895;   1.67278362239231   0.226162401158352 0.00546054646203308; 9.07542355664465 0.252490169003075  57.9007753735869;
1527252242140930891;   1.67211923738216   0.222883570240649 0.00580640559866435; 9.17557096994108 0.264296571095864  57.9011164230513;
1527252242210942984;   1.67051318565718   0.224679585294306 0.00448374534943574; 9.29238069139724 0.277679394140795  57.9014559263596;
1527252242310947895;   1.66913011437818   0.222113428826285 0.00335005231697207; 9.45980431042652 0.296320301894607  57.9017262057755;
1527252242370955944;   1.66973745919203   0.219866735635603 0.00218640273385194; 9.55998123293183 0.307468485040467   57.901884181545;
1527252242440955877;    1.6887744236097   0.209900396745399 0.00116689090933243;9.70565475633866 0.30775153455058 57.8998289520211;
1527252242520963907;     1.68721525911586     0.208788708546195 -0.000385661458661833;  9.8407011362384 0.321925773690136  57.8998154934646;
1527252242610970020;    1.68698291126851    0.209043591078321 -0.00120071205794753; 9.99271600227653 0.338251918607556   57.899717480372;
1527252242700980902;    1.68634078123719     0.21101238605426 -0.00238313928040623; 10.1449383993794 0.355102752667408  57.8995083930599;
1527252242740983963;   1.68849140023899   0.210335705926527 -0.0023690633226016; 10.2125566276205 0.362797267708604  57.8993913631444;
1527252242830988884;    1.68916590458502    0.212262192039733 -0.00422926078714701; 10.3648767376703 0.380715166491515   57.899039953948;
1527252242880988836;     1.6883253744431    0.212864226535527 -0.00501473898160091; 10.4495765421793 0.391060944081263  57.8988141174656;
1527252242971002817;    1.69040195913537    0.213834563809543 -0.00523431536972272; 10.6019925474159 0.410452492351491  57.8983633883634;
1527252243051007986;    1.69211307687559    0.215100802887879 -0.00472176453932231; 10.7375682730035 0.428355574563296  57.8979604595021;
1527252243101004839;    1.69128463523993    0.215934034499684 -0.00550258429318894;  10.822267237504 0.439967115740052  57.8977111383953;
1527252243191011906;   1.69054921287961   0.218454819603584 -0.0052432276683507; 10.9747742895315 0.461399698586504  57.8972629463667;
1527252243241017818;    1.69168976279489    0.220377770304575 -0.00526892307495925;  11.061120619994 0.473704245904879  57.8968048298742;
1527252243331024885;     1.6916256428265    0.220857927266402 -0.00416487286858438; 11.2135781300062 0.495982260948182  57.8963935017156;
1527252243381026983;    1.69961686028989    0.215900226578797 -0.00416481847314058; 11.3000457743447 0.514866592566242  57.8954949953426;
1527252243471034050;    1.69882931773513    0.217045068921808 -0.00354743190745977; 11.4532339655171 0.536867055137018   57.895117842681;
1527252243551041842;     1.6980515248627    0.214869008936103 -0.00255739583258724;11.5892557726513 0.55626716486451 57.8948441137772;
1527252243601049900;    1.69958555974974    0.215952929528263 -0.00149158965326857; 11.6743137908052 0.568292626569063  57.8947227378901;
1527252243691057920;     1.69952340798213     0.214128418520699 -0.000554433960842211; 11.8271889300952 0.589660176487331  57.8945949841881;
1527252243741060972;    1.69881676648049     0.21337136808129 0.000519509090411353; 11.9120363754559 0.601373948156708  57.8945996268255;
1527252243831065893;   1.69829261189545   0.212555509888123 0.00257238335557368; 12.0646276027391 0.622026163198514  57.8947572395981;
1527252243911070824;   1.69760561079252   0.210219640285377 0.00499075941049568; 12.2001907995605 0.639848583707015  57.8950534323035;
1527252244001076937;    1.6983497683722   0.208808498885258 0.00671293388853841;12.3525227619046 0.65941835917544  57.895584947117;
1527252244061079979;   1.69757749435221    0.20833963288476 0.00842147586395718; 12.4539763005327 0.672100973320993  57.8960416551515;
1527252244151093960;   1.69750913387636   0.206985143357004 0.00959963797318694; 12.6062117743585 0.690717928682715  57.8968374968735;
1527252244211091995;   1.69748881007365   0.206850010743548 0.00933426321058344; 12.7077324104654 0.702842264285469  57.8974116237361;
1527252244301105976;   1.69780772144877   0.205894520349903 0.00817044660410303; 12.8594253537933 0.722806698821407  57.8981782794547;
1527252244371104956;   1.69470604761188    0.20370267580265 0.00873785122491286; 12.9779700150864 0.736431388392752  57.8987597149856;
1527252244421114922;   1.70714312117793   0.196847829192494 0.00687772316186395; 12.7205224947446 0.696320219286739  57.9095338059553;
1527252244521121025;   1.70522343576945   0.196843191808774 0.00457373561924787; 12.5347592992602 0.663454997739598  57.9200976952683;
1527252244591125011;    1.7042766744211    0.19492473737338 0.00269446765132548; 12.6545071464737 0.676000911786704  57.9203622053886;
1527252244641127825;   1.70507277839087   0.192705053334655 0.00124189867721496; 12.3947155960725 0.633798424137799  57.9304655466367;
1527252244731138945;    1.70557554841369    0.192374827259548 -0.00169169250025572; 12.5488274809627 0.649744996292497  57.9304890611891;
1527252244781137943;    1.70657638099175    0.193237758572267 -0.00171479327054714; 12.6345030304488 0.658611687268143  57.9304181313467;
1527252244861146927;    1.70473461767112     0.19275410832774 -0.00361692414193743; 12.3705994358531 0.610480868110233  57.9402161783227;
1527252244951149940;   1.70432272232422   0.192900373561951 -0.0036980999282992; 12.1795007932664 0.575597034681473   57.949878049818;
1527252245001157999;     1.7054273644085     0.19199203516334 -0.00442053316391075; 11.9309223429838 0.533609496218172  57.9696720124897;
1527252245091161966;   1.70545147333559   0.191624565889183 -0.0041248231807837; 12.0849235512115 0.550353756677073  57.9692639942625;
1527252245141170025;   1.70413930686123   0.192415032914633 -0.0034758516803164;11.8361855750031 0.50302219797754 57.9690545173567;
1527252245231178045;   1.70340421332299   0.192836827765542 -0.0035471925896241; 11.9919041325261 0.521374027009783  57.9688366458345;
