KF_ArUco_Time;KF_ArUco_pos_NED;
1525870879269161898;  0.10086815009232 -0.112007696259513  0.833085630736345;
1525870879269161898;  0.10086815009232 -0.112007696259513  0.833085630736345;
1525870879602469998; 0.0117428618354025 0.00172467939692345    1.51509448506995;
1525870879935778098;-0.116686678413373 0.0555426026745184   2.52434216266859;
1525870880269086198;-0.407267592244618 0.0178289292825163   3.48488565767848;
1525870880602394298;-0.625137874228484  -0.12115147317628    4.4197049290892;
1525870880935702298; -1.00372846090746 -0.405995963638916   5.40082413819847;
1525870881269010398; -1.43957831738699 -0.724830626349415   6.35646330015243;
1525870882935550898;  -3.967781791114 -2.76253237703206  9.47354267678957;
1525870884935399298;-4.64992817230489 -2.96209160531301  10.2069073027296;
1525870885268707399;-4.92822968313743 -3.45052996140217  10.1214605804728;
1525870885602015498;-5.09004788952347 -3.87515985120965  10.2857019515651;
1525870885602015498;-5.09004788952347 -3.87515985120965  10.2857019515651;
1525870911600045898;-3.79756986348376 -4.38669632731499  14.7226194532811;
1525870911933353898;-3.25917472631586 -4.03629231707437  14.7437030525413;
1525870912266661998;-2.77321960086496 -3.66350284073562  14.4784397490127;
1525870912599970098;-2.53697758274511 -2.81552532954353  14.5622792796358;
1525870912933278198; -1.7984976816095 -2.57756836561582  14.6474485187659;
1525870913266586298;-1.41021243246613 -2.04271303593863  14.4867176508572;
1525870913599894298;-0.872996542226642   -1.6819209162949   14.5513457045366;
1525870913933202398;-0.484030227445808  -1.29952837644109   14.6933404729058;
1525870914266510498;-0.102818506822097   -0.9586359124772   14.6945360974391;
1525870914599818598; 0.373806697168069 -0.599936509257431   14.5940018761864;
1525870914933126698; 0.546807783683665 -0.199466213344083   14.6248079690489;
1525870915266434799; 0.654488264329305 -0.140975853063571   14.6895402271107;
1525870915599742898; 0.758512118530304 -0.271929361497282   14.6932667397072;
1525870915933050899; 0.964547054072157 -0.178646084753294   14.7390674477389;
1525870916266358998;0.734202457110807 -0.10549020863056   14.764310674936;
1525870916599667098; 0.625291763666054 -0.156805560636148   14.8075322088645;
1525870916599667098; 0.625291763666054 -0.156805560636148   14.8075322088645;
1525870916932975198;  0.734696482029326 -0.0326663559534857    14.8364763503814;
1525870917266283299; 0.825437427490197 -0.100990054754699   14.8135667367926;
