KF_Time;KF_States;KF_Covariance;
1525870879141715813;0.000385500347847249  0.00299994101372466   0.0328502553758425                    0                    0                    0    -16921.8670241982     9920.33083301917     33.2468499379338;    11.3311999093631     11.3311999093631     45.2920996366297 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0101999997714302   0.0101999997714302   0.0299999993294477;
1525870879222477757;0.0019296907044844 0.0150167394673268  0.164437808662678                  0                  0                  0  -16921.8670241982   9920.33083301917   33.2468499379338;    11.3352999159057     11.3352999159057     45.2961996431723 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0102999997689039   0.0102999997689039   0.0399999991059303;
1525870879323240383;0.000602918671271887   0.0323011706513872    0.354715136659759                    0                    0                    0    -16921.8670241982     9920.33083301917     33.2468499379338;    11.3393999260789     11.3393999260789     45.3002996533455 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0103999997663777   0.0103999997663777   0.0499999988824129;
1525870879424259989;-0.00280745995168915   0.0521415192810865     0.55741675706502                    0                    0                    0    -16921.8670241982     9920.33083301917     33.2468499379338;     11.343499936304      11.343499936304     45.3043996635706 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0104999997638515   0.0104999997638515   0.0599999986588955;
1525870879525576817;-0.0060502972709561  0.0679684737592747   0.764874142349421                   0                   0                   0   -16921.8670241309    9920.33083283649    33.2468474068131;    5.67794555106492     5.67794555106492     22.6757224271861 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07    0.010699988723708    0.010699988723708   0.0799724063734438;
1525870879626492859; -0.01177557620763 0.0879096618150711  0.978468637514817                  0                  0                  0  -16921.8670241309   9920.33083283649   33.2468474068131;    5.68204556126909     5.68204556126909     22.6798224373903 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0107999887211818   0.0107999887211818   0.0899724061499264;
1525870879727192366; 0.089893129273254 -0.090641716506873   1.06728713881099                  0                  0                  0   -16921.867225088   9920.33118949017   33.2471340279921;   0.121262697649077    0.121262697649077    0.144644989975004 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0108815238677186   0.0108815238677186   0.0998837049146904;
1525870879827917500; 0.0771154862178796 -0.0778175914148656    1.32467209069066                   0                   0                   0    -16921.867225088    9920.33118949017    33.2471340279921;   0.125362707814746    0.125362707814746    0.148745000140673 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0109815238651923   0.0109815238651923    0.109883704691173;
1525870879928641028;0.0700140467647339 -0.091472415431806   1.34532105925625                  0                  0                  0  -16921.8672457796   9920.33121927414    33.247606376432;  0.0653145004627998   0.0653145004627998   0.0765953880444089 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0110813379468691   0.0110813379468691    0.119883436567971;
1525870880019421049;  0.051695544877635 -0.0868116644184599    1.59179513008171                   0                   0                   0   -16921.8673998038    9920.33141099051    33.2488046512827;  0.0730930148095544   0.0730930148095544   0.0846526933974689 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0112705720791513   0.0112705720791513    0.139513272238093;
1525870880121872108; 0.0111055231794276 -0.0609162169923444    1.84710299625425                   0                   0                   0   -16921.8673666342     9920.3313374856    33.2489287297507;  0.0513411609675873   0.0513411609675873   0.0570547778978706 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0113704296308861   0.0113704296308861    0.149512680390926;
1525870880222929417;-0.0242747441753072 -0.0768524579057957    2.12134429343329                   0                   0                   0   -16921.8673666342     9920.3313374856    33.2489287297507;  0.0554411712002836   0.0554411712002836   0.0611547881305668 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0114704296283599   0.0114704296283599    0.159512680167408;
1525870880323816414;-0.0652121574309499   -0.10268474693143    2.39005275204905                   0                   0                   0   -16921.8673666342     9920.3313374856    33.2489287297507;  0.0595411813985863   0.0595411813985863   0.0652547983288695 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0115704296258337   0.0115704296258337    0.169512679943891;
1525870880424600120;-0.106107657789209 -0.128490588118937    2.6584860992409                  0                  0                  0  -16921.8673666342    9920.3313374856   33.2489287297507;  0.0636411915760582   0.0636411915760582   0.0693548085063415 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0116704296233075   0.0116704296233075    0.179512679720374;
1525870880525587316;-0.155181866497584 -0.108485172297973   2.86615929041979                  0                  0                  0   -16921.867617149   9920.33134687787   33.2518155868259;  0.0507531517079072   0.0507531517079072   0.0523934569212166 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0118583528069527   0.0118583528069527    0.198724445837821;
1525870880626449525;-0.208726072426322 -0.157012258834355   3.12844043792967                  0                  0                  0   -16921.867617149   9920.33134687787   33.2518155868259;   0.054853161901209    0.054853161901209   0.0564934671145184 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0119583528044265   0.0119583528044265    0.208724445614304;
1525870880727264841;-0.268754093026911 -0.217118727727581   3.37794670187288                  0                  0                  0   -16921.867617149   9920.33134687787   33.2518155868259;  0.0589531720850535   0.0589531720850535   0.0605934772983629 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0120583528019003   0.0120583528019003    0.218724445390787;
1525870880828144315;-0.334143359874594  -0.28629823480787    3.6212923033039                  0                  0                  0   -16921.867617149   9920.33134687787   33.2518155868259;  0.0630531822818383   0.0630531822818383   0.0646934874951477 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0121583527993741   0.0121583527993741    0.228724445167269;
1525870880919150535;-0.416697045368381 -0.265282612182938   3.79956727605584                  0                  0                  0  -16921.8684471439   9920.33123745319   33.2597596377576;  0.0536303488184743   0.0536303488184743    0.052500558853643 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07     0.01233598723479     0.01233598723479    0.246585523709099;
