KF_Time;KF_States;KF_Covariance;
1455210081036796435;0.0527918098014082 0.0259127738813385  0.590053194664759                  0                  0                  0  -4.01092524322647  0.692431912307813   3.02403734064843;    3.20459988383975     3.20459988383975     12.7487994581847 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0104999997638515   0.0104999997638515   0.0599999986588955;
1455210081137792569;0.0718923192957248 0.0366634605112585  0.797748197914919                  0                  0                  0  -4.01092524322647  0.692431912307813   3.02403734064843;     3.2086998937828      3.2086998937828     12.7528994681277 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0105999997613253   0.0105999997613253   0.0699999984353781;
1455210081238590698;0.0909923161038972 0.0482645314708695   1.00247483674642                  0                  0                  0  -4.01092524322647  0.692431912307813   3.02403734064843;    3.21279990387484     3.21279990387484     12.7569994782197 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0106999997587991   0.0106999997587991   0.0799999982118607;
1455210081339542187; 0.111926963790152 0.0584376478885336   1.19927775022457                  0                  0                  0  -4.01092524322647  0.692431912307813   3.02403734064843;    3.21689991389574     3.21689991389574     12.7610994882406 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0107999997562729   0.0107999997562729   0.0899999979883432;
1455210081440809349; 0.133778941487362 0.0651107549769766   1.38799260877346                  0                  0                  0  -4.01092524322647  0.692431912307813   3.02403734064843;    3.22099992391904     3.22099992391904     12.7651994982639 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0108999997537467   0.0108999997537467   0.0999999977648258;
1455210081541792426; 0.190587776453862 0.0542165136503495   2.07632892723018                  0                  0                  0  -4.01091675049098  0.692428691841838   3.02754727800371;    1.61264927476872     1.61264927476872     6.41199714681848 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0110998730674328   0.0110998730674328    0.119682992970717;
1455210081642971604; 0.216619014970934 0.0451463143152654   2.25596311610852                  0                  0                  0  -4.01091675049098  0.692428691841838   3.02754727800371;    1.61674928476264     1.61674928476264      6.4160971568124 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0111998730649066   0.0111998730649066      0.1296829927472;
1455210081733860795; 0.241988433611773 0.0363067163093267   2.43103027385721                  0                  0                  0  -4.01091675049098  0.692428691841838   3.02754727800371;    1.62084929425585     1.62084929425585     6.42019716630562 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0112998730623804   0.0112998730623804    0.139682992523682;
1455210081834761546; 0.265092192899189 0.0192947338869906   2.61170236154981                  0                  0                  0  -4.01091675049098  0.692428691841838   3.02754727800371;     1.6249493043182      1.6249493043182     6.42429717636797 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0113998730598541   0.0113998730598541    0.149682992300165;
1455210081935673238;   0.284730376480881 -0.00210974017987813      2.7898612572933                    0                    0                    0    -4.01091675049098    0.692428691841838     3.02754727800371;    1.62904931433371     1.62904931433371     6.42839718638347 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0114998730573279   0.0114998730573279    0.159682992076648;
