SM_Time;Status;
1455210119843456034;3;
1455210119934526513;3;
1455210120035628915;3;
1455210120136489964;3;
1455210120237632412;3;
1455210120338738848;3;
1455210120439749304;3;
1455210120540703606;3;
1455210120641750122;3;
1455210120739511896;3;
1455210120840624125;3;
1455210120941584073;3;
1455210121042651285;3;
1455210121133526307;3;
1455210121234590600;3;
1455210121335532871;3;
1455210121436626073;3;
1455210121537593893;3;
1455210121638590049;3;
1455210121739625075;3;
1455210121840645523;3;
1455210121941657078;3;
1455210122042897771;3;
1455210122133659213;3;
1455210122234688734;3;
1455210122335820191;3;
1455210122436901159;3;
1455210122537806235;3;
1455210122638925566;3;
1455210122739740178;3;
1455210122840848557;3;
1455210122941782876;3;
1455210123042825109;3;
1455210123133782151;3;
1455210123234836441;3;
1455210123335774759;3;
1455210123436853646;3;
1455210123537921926;3;
1455210123638946084;3;
1455210123740065575;3;
1455210123841114051;3;
1455210123942230308;3;
1455210124043378598;3;
1455210124134207534;3;
1455210124235324789;3;
1455210124336575304;3;
1455210124437353440;3;
1455210124538274128;3;
1455210124639247561;3;
1455210124740204870;3;
1455210124841217658;3;
1455210124942141460;4;
1455210125043074617;4;
1455210125133975654;4;
1455210125235088897;4;
1455210125336070022;4;
1455210125437266225;4;
1455210125538240067;4;
1455210125639175764;4;
1455210125740150997;4;
1455210125841077126;4;
1455210125941999009;4;
1455210126043157796;4;
1455210126134065747;4;
1455210126235044567;4;
1455210126336152585;4;
1455210126437422160;4;
1455210126538380073;4;
1455210126639460725;4;
1455210126740503638;4;
1455210126839462316;4;
1455210126940630313;4;
1455210127041538425;4;
1455210127142361252;4;
1455210127243434370;4;
1455210127334314654;4;
1455210127435320071;4;
1455210127536464165;4;
1455210127647862329;4;
1455210127738879939;4;
1455210127839940158;4;
1455210127940786548;4;
1455210128041966257;4;
1455210128142905859;4;
1455210128233816200;4;
1455210128334942061;4;
1455210128435881599;4;
1455210128536793609;4;
1455210128637963687;4;
1455210128738974059;4;
1455210128840048621;4;
1455210128941081768;4;
1455210129042248991;4;
1455210129143298845;4;
1455210129234509775;4;
1455210129335459981;4;
1455210129436718149;4;
1455210129537764128;4;
1455210129638757816;4;
1455210129739836159;4;
1455210129841030133;4;
1455210129942085580;4;
1455210130043134723;4;
1455210130134036790;4;
1455210130235159836;4;
1455210130336245051;4;
1455210130437314862;4;
1455210130538318774;4;
1455210130639488201;4;
1455210130740734684;4;
1455210130841771515;4;
1455210130942888056;4;
1455210131033996166;4;
1455210131134884261;4;
1455210131236126748;4;
1455210131337304913;4;
1455210131438262684;4;
1455210131539253152;4;
1455210131640278044;4;
1455210131741147701;4;
1455210131842196968;4;
1455210131943399813;4;
1455210132034288212;4;
1455210132135315364;4;
1455210132236335453;4;
1455210132337451722;4;
1455210132438648452;4;
1455210132539851163;4;
1455210132640837577;4;
1455210132741844391;4;
1455210132843082751;4;
1455210132933988244;4;
1455210133035122491;4;
1455210133136070927;4;
1455210133237031455;4;
1455210133337989848;4;
1455210133438866992;4;
1455210133539917215;4;
1455210133641052862;4;
1455210133738347527;4;
1455210133839191536;4;
1455210133940315131;4;
1455210134041296778;4;
1455210134142244659;4;
1455210134243338512;4;
1455210134334110013;4;
1455210134435199787;4;
1455210134536304696;4;
1455210134637326945;4;
1455210134738285507;5;
1455210134839475874;5;
1455210134940492359;5;
1455210135041477339;5;
1455210135142368967;5;
1455210135233529433;5;
1455210135334761720;5;
1455210135435886244;5;
1455210135536931366;5;
1455210135637969032;5;
1455210135739046978;5;
1455210135840039939;5;
1455210135941167081;5;
1455210136042259453;5;
1455210136143337501;5;
1455210136234381436;5;
1455210136335355641;5;
1455210136436403164;5;
1455210136537237262;5;
1455210136638392592;5;
1455210136739428893;5;
1455210136840440640;5;
1455210136941523194;5;
1455210137042558554;5;
1455210137143395544;5;
1455210137234229551;5;
1455210137335355528;5;
1455210137436354099;5;
1455210137537363600;5;
1455210137638455500;5;
1455210137739512666;5;
1455210137840300007;5;
1455210137941430196;5;
1455210138042547752;5;
1455210138143465917;5;
1455210138234398190;5;
1455210138335464267;5;
1455210138436633262;5;
1455210138537580207;5;
1455210138638788551;5;
1455210138739817432;5;
1455210138840790990;5;
1455210138941850086;5;
1455210139043101712;5;
1455210139133908644;5;
1455210139234971844;5;
1455210139335912658;5;
1455210139436942858;5;
1455210139537825545;5;
1455210139638978626;5;
1455210139740080059;5;
1455210139841043323;5;
1455210139942190268;5;
1455210140043344942;5;
1455210140134154365;5;
1455210140235228890;5;
1455210140336314306;5;
1455210140437276212;5;
1455210140538352516;5;
1455210140639540882;5;
1455210140740588107;5;
1455210140841498800;5;
1455210140942647522;5;
1455210141033560219;5;
1455210141134577819;5;
1455210141235631614;5;
1455210141336650687;5;
1455210141437606987;5;
1455210141538557710;5;
1455210141639491824;5;
1455210141740540721;5;
1455210141841556923;5;
1455210141942681550;5;
1455210142033763334;5;
1455210142134589848;5;
1455210142235612465;5;
1455210142336634346;5;
1455210142437493486;5;
1455210142538588291;5;
1455210142639575481;5;
1455210142740635046;5;
1455210142841814162;5;
1455210142942856003;5;
1455210143033786117;5;
1455210143134888456;5;
1455210143236071877;5;
1455210143337082553;5;
1455210143438383561;5;
1455210143539472513;5;
1455210143640603466;5;
1455210143741772103;5;
1455210143842785422;5;
1455210143933601302;5;
1455210144034624264;5;
1455210144135699492;5;
1455210144236690908;5;
1455210144337770968;5;
1455210144438923664;5;
1455210144539959060;5;
1455210144641035537;5;
1455210144742076947;5;
1455210144843389763;5;
1455210144934642366;5;
1455210145035710187;5;
1455210145136790229;5;
1455210145238159738;5;
1455210145339125374;5;
1455210145440239159;5;
1455210145541263786;5;
1455210145642180147;5;
1455210145743330051;5;
1455210145834277506;6;
1455210145940942832;7;
1455210146042230002;7;
1455210146147018692;7;
1455210146237801476;7;
1455210146338793476;7;
1455210146439625568;7;
1455210146540600340;7;
1455210146641685529;7;
1455210146742837707;7;
1455210146833636475;7;
1455210146934740936;7;
1455210147035838894;7;
1455210147136787621;7;
1455210147237977499;7;
1455210147338985145;7;
1455210147439980292;7;
1455210147541039689;7;
1455210147642182920;7;
1455210147743319720;7;
1455210147834241972;7;
1455210147935126382;7;
1455210148036262146;7;
1455210148137196960;7;
1455210148238017311;7;
1455210148339256559;7;
1455210148440353887;7;
1455210148541299926;7;
1455210148642318411;7;
1455210148743347873;7;
1455210148834153692;7;
1455210148935257642;7;
1455210149036413384;7;
1455210149137345020;7;
1455210149238460643;7;
1455210149339615638;7;
1455210149440680545;7;
1455210149541785096;7;
1455210149643013595;7;
1455210149733817154;7;
1455210149834833684;7;
1455210149935980850;7;
1455210150036952618;7;
1455210150137910604;7;
1455210150238914239;7;
1455210150340009701;7;
1455210150441075477;7;
1455210150542099769;7;
1455210150643302406;7;
1455210150734299267;7;
1455210150835580860;7;
1455210150936565056;7;
1455210151037675812;7;
1455210151138526744;7;
1455210151239735343;7;
1455210151340757080;7;
1455210151441747238;7;
1455210151542648375;7;
1455210151633824008;7;
1455210151734705548;7;
1455210151835701056;7;
1455210151936795663;7;
1455210152037695479;7;
1455210152137526143;7;
1455210152238429047;7;
1455210152339585104;7;
1455210152440752657;7;
1455210152541798113;7;
1455210152642974223;7;
1455210152733858654;7;
1455210152835065337;7;
1455210152936039273;7;
1455210153037269630;7;
1455210153135387042;7;
1455210153236339172;7;
1455210153337400608;7;
1455210153438359561;7;
1455210153539294912;7;
1455210153640401448;7;
1455210153741322616;7;
1455210153842477554;7;
1455210153943595615;7;
1455210154034464906;7;
1455210154135450913;7;
1455210154236463541;7;
1455210154337309182;7;
1455210154438435965;7;
1455210154539589982;7;
1455210154640715068;7;
1455210154741721757;7;
1455210154842764913;7;
1455210154933625339;7;
1455210155034724012;7;
1455210155135816224;7;
1455210155236850773;7;
1455210155338006036;7;
1455210155439066266;7;
1455210155539906290;7;
1455210155641041837;7;
1455210155742164186;7;
1455210155843270401;7;
1455210155934309562;7;
1455210156035361273;7;
1455210156136377430;7;
1455210156237348572;7;
1455210156338446874;7;
1455210156439652749;7;
1455210156540662319;7;
1455210156641606514;7;
1455210156742741924;7;
1455210156833797406;7;
1455210156934898303;7;
1455210157036071375;7;
1455210157137154635;7;
1455210157238126008;7;
1455210157339260301;7;
1455210157440441010;7;
1455210157541434244;7;
1455210157642504088;7;
1455210157733645828;7;
1455210157834636881;7;
1455210157935670713;7;
1455210158036761932;7;
1455210158137681767;7;
1455210158238876814;7;
1455210158339896282;7;
1455210158440950796;7;
1455210158541923315;7;
1455210158642872626;7;
1455210158733798647;7;
1455210158834498898;7;
1455210158940591749;7;
1455210159041556871;7;
1455210159142474571;7;
1455210159243468608;7;
1455210159334175421;7;
1455210159435299251;7;
1455210159536138151;7;
1455210159637254951;7;
1455210159738257840;7;
1455210159839164183;7;
1455210159940321365;7;
1455210160041250080;7;
1455210160142136790;7;
1455210160242893165;7;
1455210160334059142;7;
1455210160435087433;7;
1455210160536249634;7;
1455210160637416944;7;
1455210160738376415;7;
1455210160839266690;7;
1455210160940196660;7;
1455210161041205658;7;
1455210161142113029;7;
1455210161243307840;7;
1455210161334243400;7;
1455210161435113491;7;
1455210161536202451;7;
1455210161636999099;7;
