KF_ArUco_Time;KF_ArUco_pos_NED;
1527163477224877340; -5.29108386381918 -0.495187488985516   14.6034314253884;
1527163477558185440; -4.78664352610121 -0.681825583710443   14.5653086933417;
1527163477891493540;  -3.36897885085084 -0.0996004465208726    14.7985892542496;
1527163478224801640;-3.63031673310272 0.369481997575589  14.5804228480537;
1527163478558109740; -2.00822783568559 0.0487892086497568   14.9275092705641;
1527163478558109740; -2.00822783568559 0.0487892086497568   14.9275092705641;
1527163478891417740;-1.44944214071589 0.039426917758307  15.0530057534314;
1527163479224725840;-0.572946820810844 -0.303282000485049   14.9042099027717;
1527163479891342040;  0.27325906129467 -0.690620308390983   14.9814005261677;
1527163480224650140;0.495021775565738 -1.31819600107715   14.885436535727;
1527163480557958140; 0.216009364444861 -0.982381601189528   14.9623246327206;
1527163480891266240; 0.227146261032666 -0.513839593124287    15.006755702495;
1527163480891266240; 0.227146261032666 -0.513839593124287    15.006755702495;
1527163481224574340; 0.384709711687885 -0.646792548104164   14.9123343644424;
1527163481557882440; 0.425040421304375 -0.417851297112241   14.9715014097951;
1527163481891190540; 0.287935534128699 -0.111086951008661   14.9003257437894;
1527163482224498540; 0.470742142450438 -0.342985178708882   14.6747047662384;
1527163482557806640;-0.00846130145304472    0.123220743569409     14.5117926998228;
1527163482557806640;-0.00846130145304472    0.123220743569409     14.5117926998228;
1527163482891114740;0.0270794797343213  0.208628040156636   14.3840802570905;
1527163483224422840;-0.0595221509902155   0.134051406021006    14.2064636617941;
1527163483557730941;-0.191612812015716  0.174734785052916   13.9925048379268;
1527163483891038941;-0.229952412447172 0.0600445139960613   13.9342087081229;
1527163484224347040;-0.130949531711015   0.19819088388198   13.7979472462024;
1527163484557655140; -0.15191448363817 -0.288553840400534   13.5904027620581;
1527163484890963240;0.0981314693879658  0.460326560345586   13.3632624603591;
1527163485224271341;0.331358245913758 0.388654489587432  13.2191159808235;
1527163485224271341;0.331358245913758 0.388654489587432  13.2191159808235;
1527163485557579440;0.0806582394380664  0.576896981882588   12.9539955500005;
1527163485890887540;0.993987441123369 0.502286373429396  12.8355823457444;
1527163486224195540;0.76584658445386 1.00728506209972 12.6346673820266;
1527163486557503640;0.173543877406077 0.310125308606022  12.5823960040755;
1527163486890811740; -0.296634236433251 -0.0891765366663395    12.4199979444738;
1527163487224119841;-0.910492402286394  0.090684511323688   12.1966257962828;
1527163487557427940; -1.08354867462951 -0.304024635189529   11.9719466572622;
1527163487557427940; -1.08354867462951 -0.304024635189529   11.9719466572622;
1527163487890735941;  -1.0299584151635 -0.183586598985315   11.8942187636289;
1527163488224044040;-0.680777690118036 -0.406333783199722   11.7483208243159;
1527163488557352140;-0.213414593563051 -0.152602489549183   11.6057069346374;
1527163488890660240;-0.393641919152151  0.307759884901428    11.520894605063;
1527163489223968341;-0.347203552038998  0.295821139638143   11.4237619341037;
1527163489557276341;0.584049741614171 0.576538965258168  11.3318033049593;
1527163489890584440;0.0335437259051754  0.380031913583938    11.239042187716;
1527163490223892540;0.164632942628518 0.340165650331026  11.1115242582016;
1527163490557200640; 0.546157872453583 -0.154888695706932   10.9132155096435;
1527163490890508741;0.0467889659918461 -0.198405653807206   10.8420545394258;
1527163491223816740;  0.350139273143552 -0.0825452203887589     10.644873724154;
1527163491557124841;  0.321124736315087 -0.0314450684100063    10.4896926547655;
1527163491890432940;  0.193413744496624 -0.0222293899260593    10.4010769088542;
1527163492223741040;  0.169375112349393 -0.0412804601294978    10.2351406913236;
1527163492557049140; -0.552352148270595 -0.0527532746606989    10.0882309091437;
1527163492890357241; -0.29556990989617 -0.355188684224525   9.99543674568412;
1527163492890357241; -0.29556990989617 -0.355188684224525   9.99543674568412;
1527163493223665340;0.150490382756981 0.115053813048633  9.91444525260122;
1527163493556973341;-0.129165420397076  0.450800644114338   9.80494384243149;
1527163493890281440;-0.294171954852242   0.25498556274917   9.66022973639103;
1527163494223589540;-0.0678280081212947   0.581382620583515    9.56408704044796;
