KF_LP_Time;KF_LP_vel_NED;KF_rel_pos_NED;
1455210080064719915;-0.0171684643203409 -0.0102588416929584                  -0;-3.67194022745097  1.27026376723215  5.27466742604356;
1455210080527111053;-0.0171684643203409 -0.0102588416929584                  -0;-3.60436327066554  1.26676807903132  5.40213328909336;
1455210081444879055;-0.0171684643203409 -0.0102588416929584                  -0;-3.53463899968515  1.22683816931439   5.9955758843812;
1455210081912763118;-0.0171684643203409 -0.0102588416929584                  -0;-3.49953996055306  1.17540451712894  6.33856108471592;
1455210082379123926;-0.0171684643203409 -0.0102588416929584                  -0;-3.49747317498353  1.21161461574297  6.49783923302158;
1455210082845757007;-0.250031812103934  0.259005970850139                  0;-3.47252170076268  1.35789143994417  7.04835527818813;
1455210083301732063;-0.250031812103934  0.259005970850139                  0;-3.40532781029001  1.48433057839808  7.67071418104472;
1455210083775691986;-0.250031812103934  0.259005970850139                  0;-3.29350623053627  1.61945355351619  8.74143262808631;
1455210084229614019;-0.250031812103934  0.259005970850139                  0;-3.21414372138413  1.63740370533813  9.30997626858672;
1455210084698935985;-0.250031812103934  0.259005970850139                  0;-3.13544777622931  1.49908240293698  10.1115980679098;
1455210085160644054;-0.250031812103934  0.259005970850139                  0;-3.11235142636824  1.31683542620595   10.666046916372;
1455210085625591993;-0.250031812103934  0.259005970850139                  0;-3.05582159332302  1.11741399597031  11.3585787236613;
1455210086091887950;-0.250031812103934  0.259005970850139                  0;-2.97693999522075 0.946612132617927  11.9089554110117;
1455210086560684919;-0.250031812103934  0.259005970850139                  0;-3.04360821003845 0.808429833826584  12.6486265940606;
1455210087019445896;-0.250031812103934  0.259005970850139                  0;-3.29949951259052   0.6201975704647  13.4112233112911;
1455210087486279010;-0.0347266405699909  0.0359730515069637                   0;-3.60039346653609 0.335582179917937  13.9741855971076;
1455210087943526983;-0.0347266405699909  0.0359730515069637                   0;  -4.10227177164959 -0.0169777926093436    14.6954077962427;
1455210088411257982;-0.0347266405699909  0.0359730515069637                   0; -4.67049752764587 -0.313710808793775   15.2335567824366;
1455210088876636981;-0.0347266405699909  0.0359730515069637                   0; -5.92924650484768 -0.974352406123055   16.0538447199408;
1455210089332009077;-0.0347266405699909  0.0359730515069637                   0;-7.31042372143888 -1.62373523517469  16.7600931353828;
1455210089801434040;-0.0347266405699909  0.0359730515069637                   0;-8.53521599317434 -2.13984345363888  17.3224360011998;
1455210090268237113;-0.0347266405699909  0.0359730515069637                   0;-10.3845219754383 -2.85571569984174   17.994601028815;
1455210090731570959;-0.0347266405699909  0.0359730515069637                   0;-12.2003012613301 -3.54982109710444  18.5108665037119;
1455210091199291944;-0.0347266405699909  0.0359730515069637                   0;-13.4142900731226 -4.00923204977556  18.6460853291065;
1455210091656136989;-0.0347266405699909  0.0359730515069637                   0; -14.383588764233 -4.31839638895898  18.5684834088204;
1455210092124077081;-0.0208359843419945  0.0215838309041782                   0;-15.0187106886403 -4.44770366726429  18.5436630549773;
1455210092581007957;-0.0208359843419945  0.0215838309041782                   0; -15.241304021423 -4.39311716656845  18.6388824435702;
1455210093047843933;-0.0208359843419945  0.0215838309041782                   0;-15.3639359101737 -4.32665409569621  18.7380078285824;
1455210093516030073;-0.0208359843419945  0.0215838309041782                   0;-15.5873271527671 -4.28842238941782  18.7962707832714;
1455210093974631071;-0.0208359843419945  0.0215838309041782                   0;-15.7548405671146 -4.29997717835104  18.7874094474863;
1455210094441735029;-0.0208359843419945  0.0215838309041782                   0;-15.8890292346207 -4.34997758708948  18.7594321409982;
1455210094900363922;-0.0208359843419945  0.0215838309041782                   0;-16.0007425978116 -4.38852131097772  18.7483669093876;
1455210095372968912;-0.0208359843419945  0.0215838309041782                   0;-16.0791907671871 -4.39856300571803  18.7522102157931;
1455210095829529047;-0.0208359843419945  0.0215838309041782                   0; -16.135279936278 -4.38662789347253  18.7461151117927;
1455210096293555974;-0.0208359843419945  0.0215838309041782                   0;-16.1575878081123 -4.32984700839017  18.7149310242525;
1455210096763493061;-0.0694532811399817  0.0719461030139274                   0;-16.1910559433232 -4.26802382941672  18.7118599189974;
1455210097221199989;-0.0694532811399817  0.0719461030139274                   0;-16.2012192702051 -4.24960573221959  18.7013688376393;
1455210097682919025;-0.0694532811399817  0.0719461030139274                   0;-16.2114401094538   -4.271174182977  18.7200668278601;
1455210098148730039;-0.0694532811399817  0.0719461030139274                   0;-16.2337647034212 -4.33175623768267  18.7448983063032;
1455210098611670970;-0.0694532811399817  0.0719461030139274                   0;-16.2562232028579 -4.49910798799737  18.7338827774573;
1455210099079581022;-0.0694532811399817  0.0719461030139274                   0;-16.2678920263746 -4.62236386605519  18.7270423524018;
1455210099545790910;-0.0694532811399817  0.0719461030139274                   0; -16.290558728857 -4.66131779318781  18.7130729635995;
1455210100003483057;-0.0694532811399817  0.0719461030139274                   0;-16.2356093210355 -4.62805861329196  18.7532432072153;
