KF_Time;KF_States;KF_Covariance;
1525076223433979635; 0  4 17  0  0  0  1  0 17;0.300000011920929 0.300000011920929               0.5 0.349999994039536 0.349999994039536 0.379999995231628                 2                 2                 2;
1525076223619946683; 0  4 17  0  0  0  1  0 17;0.300000011920929 0.300000011920929               0.5 0.349999994039536 0.349999994039536 0.379999995231628                 2                 2                 2;
1525076223821097981;    -1.08187408209658        3.695172028532       16.378523843962   0.00272264018066975 -0.000158893602912521                     0     -8.62714412492174    -0.685597141800025      14.6433762189771; 0.341484077638136  0.341484077638136  0.549020923971192 0.0909090921405918 0.0909090921405918 0.0909090921405918   1.26673807942119   1.26673807942119    1.7327764701118;
1525076224019915874;    -1.08187408209658        3.695172028532       16.378523843962   0.00272264018066975 -0.000158893602912521                     0     -8.62714412492174    -0.685597141800025      14.6433762189771; 0.341484077638136  0.341484077638136  0.549020923971192 0.0909090921405918 0.0909090921405918 0.0909090921405918   1.26673807942119   1.26673807942119    1.7327764701118;
1525076224221104519;     -1.1022633613951      3.49111173756059      15.9193836436445   0.00272264018066975 -0.000158893602912521                     0     -12.3805150261738    -0.973363156045747      12.9784993675492; 0.353968554207261  0.353968554207261  0.556547285236885 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.978729805501228  0.978729805501228   1.54449724988328;
1525076224419961928;     -1.1022633613951      3.49111173756059      15.9193836436445   0.00272264018066975 -0.000158893602912521                     0     -12.3805150261738    -0.973363156045747      12.9784993675492; 0.353968554207261  0.353968554207261  0.556547285236885 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.978729805501228  0.978729805501228   1.54449724988328;
1525076224619947827;     -1.1022633613951      3.49111173756059      15.9193836436445   0.00272264018066975 -0.000158893602912521                     0     -12.3805150261738    -0.973363156045747      12.9784993675492; 0.353968554207261  0.353968554207261  0.556547285236885 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.978729805501228  0.978729805501228   1.54449724988328;
1525076224820775409;   -0.391830124997686      3.26113373413573      15.5336956534764   0.00272264018066975 -0.000158893602912521                     0     -14.4442796286657     -1.11305361731117      11.7472516222541; 0.386524006769789  0.386524006769789   0.58400533772339 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.827411445178329  0.827411445178329   1.40538861745051;
1525076225020101970;   -0.391830124997686      3.26113373413573      15.5336956534764   0.00272264018066975 -0.000158893602912521                     0     -14.4442796286657     -1.11305361731117      11.7472516222541; 0.386524006769789  0.386524006769789   0.58400533772339 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.827411445178329  0.827411445178329   1.40538861745051;
1525076225220968478;    0.141876003191255      3.05365497144274      15.2024572266519   0.00272264018066975 -0.000158893602912521                     0     -15.6666655916699     -1.20073219975711       10.804497508446; 0.402806035270017  0.402806035270017  0.595418248015203 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.735753912508209  0.735753912508209   1.29896509633417;
1525076225419909183;    0.141876003191255      3.05365497144274      15.2024572266519   0.00272264018066975 -0.000158893602912521                     0     -15.6666655916699     -1.20073219975711       10.804497508446; 0.402806035270017  0.402806035270017  0.595418248015203 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.735753912508209  0.735753912508209   1.29896509633417;
1525076225620698722;    0.829114126694079      2.80628244943645      14.9353230441605   0.00272264018066975 -0.000158893602912521                     0     -16.4492772735194     -1.26497799666981      10.0605955500963; 0.419840377493817  0.419840377493817  0.608239526621102 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.675091343834001  0.675091343834001    1.2152483711423;
1525076225819876079;    0.829114126694079      2.80628244943645      14.9353230441605   0.00272264018066975 -0.000158893602912521                     0     -16.4492772735194     -1.26497799666981      10.0605955500963; 0.419840377493817  0.419840377493817  0.608239526621102 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.675091343834001  0.675091343834001    1.2152483711423;
1525076226019885986;    0.829114126694079      2.80628244943645      14.9353230441605   0.00272264018066975 -0.000158893602912521                     0     -16.4492772735194     -1.26497799666981      10.0605955500963; 0.419840377493817  0.419840377493817  0.608239526621102 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.675091343834001  0.675091343834001    1.2152483711423;
1525076226221060396;     2.01023885789119      2.47552887435848      14.7037429282873   0.00272264018066975 -0.000158893602912521                     0     -17.0577924147832     -1.29747056952912      9.46066057563523; 0.453583233243352  0.453583233243352  0.639159623317689 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.632766665271519  0.632766665271519   1.14803210992264;
1525076226420037439;     2.01023885789119      2.47552887435848      14.7037429282873   0.00272264018066975 -0.000158893602912521                     0     -17.0577924147832     -1.29747056952912      9.46066057563523; 0.453583233243352  0.453583233243352  0.639159623317689 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.632766665271519  0.632766665271519   1.14803210992264;
1525076226620680177;     2.74118656475603      2.24848615077192       14.485002386188   0.00272264018066975 -0.000158893602912521                     0      -17.474091636422     -1.32671952638627      8.96972240538982; 0.469391306081854  0.469391306081854    0.6527275427117 0.0909090921405918 0.0909090921405918 0.0909090921405918   0.60213805561582   0.60213805561582   1.09317416799411;
1525076226819951127;     2.74118656475603      2.24848615077192       14.485002386188   0.00272264018066975 -0.000158893602912521                     0      -17.474091636422     -1.32671952638627      8.96972240538982; 0.469391306081854  0.469391306081854    0.6527275427117 0.0909090921405918 0.0909090921405918 0.0909090921405918   0.60213805561582   0.60213805561582   1.09317416799411;
1525076227020915414;     3.49691580755447      1.96670883478934      14.3089839053582   0.00272264018066975 -0.000158893602912521                     0     -17.7559412032328     -1.35137527582021       8.5608010540647; 0.485130748464827  0.485130748464827  0.666845351210866 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.579266507695897  0.579266507695897   1.04774168720422;
1525076227219963291;     3.49691580755447      1.96670883478934      14.3089839053582   0.00272264018066975 -0.000158893602912521                     0     -17.7559412032328     -1.35137527582021       8.5608010540647; 0.485130748464827  0.485130748464827  0.666845351210866 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.579266507695897  0.579266507695897   1.04774168720422;
1525076227419966538;     3.49691580755447      1.96670883478934      14.3089839053582   0.00272264018066975 -0.000158893602912521                     0     -17.7559412032328     -1.35137527582021       8.5608010540647; 0.485130748464827  0.485130748464827  0.666845351210866 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.579266507695897  0.579266507695897   1.04774168720422;
1525076227620934805;     4.58945991943115      1.53286341855904      14.1333652660404    0.0117981074495689 -0.000688538945954256                     0     -18.0075061998733     -1.35658256021862       8.2062319685042; 0.516577668410907  0.516577668410907  0.698150314524527 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.561337336079329  0.561337336079329   1.00844575456369;
1525076227820007485;     4.58945991943115      1.53286341855904      14.1333652660404    0.0117981074495689 -0.000688538945954256                     0     -18.0075061998733     -1.35658256021862       8.2062319685042; 0.516577668410907  0.516577668410907  0.698150314524527 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.561337336079329  0.561337336079329   1.00844575456369;
1525076228020616480;     5.20598879834357      1.22544441212963      13.9787591711967    0.0117981074495689 -0.000688538945954256                     0     -18.1728484260959     -1.36682035035905      7.90401407643165; 0.529854051001942  0.529854051001942   0.71171393187359 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.547625502930111  0.547625502930111  0.975438924920385;
1525076228219935186;     5.20598879834357      1.22544441212963      13.9787591711967    0.0117981074495689 -0.000688538945954256                     0     -18.1728484260959     -1.36682035035905      7.90401407643165; 0.529854051001942  0.529854051001942   0.71171393187359 0.0909090921405918 0.0909090921405918 0.0909090921405918  0.547625502930111  0.547625502930111  0.975438924920385;
1525076228420748959;     5.81179566952699     0.935218024800726      13.8380183860834    0.0117981074495689 -0.000688538945954256                     0     -18.3003960961491     -1.37328191549003      7.64498500332567; 0.542947219946283  0.542947219946283  0.725561597325112 0.0909090921405918 0.0909090921405918 0.0909090921405918   0.53695750136292   0.53695750136292  0.947449665635481;
1525076228619976853;     5.81179566952699     0.935218024800726      13.8380183860834    0.0117981074495689 -0.000688538945954256                     0     -18.3003960961491     -1.37328191549003      7.64498500332567; 0.542947219946283  0.542947219946283  0.725561597325112 0.0909090921405918 0.0909090921405918 0.0909090921405918   0.53695750136292   0.53695750136292  0.947449665635481;
1525076228819976056;     5.81179566952699     0.935218024800726      13.8380183860834    0.0117981074495689 -0.000688538945954256                     0     -18.3003960961491     -1.37328191549003      7.64498500332567; 0.542947219946283  0.542947219946283  0.725561597325112 0.0909090921405918 0.0909090921405918 0.0909090921405918   0.53695750136292   0.53695750136292  0.947449665635481;
