KF_LP_Time;KF_LP_vel_NED;KF_rel_pos_NED;
1525076223820367168;  0.0299490415816623 -0.00174782960836074                    0;-24.5780689186966  1.95067532763878  16.4699533814023;
1525076224220634356;  0.0299490415816623 -0.00174782960836074                    0;-23.7200625969165  1.73286945522281  16.4850705331585;
1525076224820344760;  0.0299490415816623 -0.00174782960836074                    0;-22.9511232414152  1.59879752136266  16.5082434419745;
1525076225220456308;  0.0299490415816623 -0.00174782960836074                    0;-21.8703440914955  1.39777256504332  16.5123242548197;
1525076225620358202;  0.0299490415816623 -0.00174782960836074                    0;-20.7003345960887  1.12426536329165  16.5077621694156;
1525076226220322327;  0.0299490415816623 -0.00174782960836074                    0;-19.8201407679738 0.923218897938904  16.5037427896026;
1525076226620322423;  0.0299490415816623 -0.00174782960836074                    0;-18.6057642386977 0.649661646037677  16.4987744483364;
1525076227020542482;  0.0299490415816623 -0.00174782960836074                    0;-17.3134183708993 0.348140145397662  16.4936909255835;
1525076227620317097;   0.129779180187203 -0.00757392830289652                    0;-16.4445186618105 0.113634215825751  16.5035128914985;
1525076228020263348;   0.129779180187203 -0.00757392830289652                    0; -15.2523096507901 -0.282888232135533   16.4535097551256;
1525076228420368927;   0.129779180187203 -0.00757392830289652                    0; -14.4946723924177 -0.539691499088657   16.4316440208867;
1525076229020280086;   0.129779180187203 -0.00757392830289652                    0; -13.5476220596339 -0.824381844625266   16.4958506224043;
1525076229420675290;   0.129779180187203 -0.00757392830289652                    0;-12.5893392101021 -1.05884876387908  16.5911408776231;
1525076229820369341;   0.129779180187203 -0.00757392830289652                    0;-11.6645493191731 -1.31569696101889  16.6202397869538;
1525076230420234890;   0.129779180187203 -0.00757392830289652                    0;-11.0073078163643 -1.53331813515911  16.5933553009224;
1525076230820237327;   0.129779180187203 -0.00757392830289652                    0;-10.0157266229027 -1.83490724649219  16.5442365512167;
1525076231220267367;   0.129779180187203 -0.00757392830289652                    0;-9.30254737617448 -2.01925309637168  16.4892938968977;
1525076231820190244;   0.129779180187203 -0.00757392830289652                    0;-8.34434205692691 -2.22582994808258  16.4774076049115;
1525076232220684471;  0.0499150693027705 -0.00291304934726789                    0;-7.26357165907482 -2.44358441237431  16.4665170669727;
1525076232620651915;  0.0499150693027705 -0.00291304934726789                    0;-6.27195142927949 -2.61663870260111  16.4546499971486;
1525076233220333158;  0.0499150693027705 -0.00291304934726789                    0;-5.55902516066713 -2.71706474580155   16.455603743844;
1525076233620529378;  0.0499150693027705 -0.00291304934726789                    0;-4.48941590762333 -2.84551588346589  16.5106075871652;
1525076234020654817;  0.0499150693027705 -0.00291304934726789                    0;-3.44206236626966 -2.99626294691444  16.5277281723855;
1525076234620171445;  0.0499150693027705 -0.00291304934726789                    0;-2.47278778254531 -3.14703915132661  16.4176565330321;
1525076235020852454;  0.0499150693027705 -0.00291304934726789                    0;-1.47014239069716 -3.27543105407403  16.3685891187941;
1525076235420875059;  0.0499150693027705 -0.00291304934726789                    0;-0.467349212050625  -3.35370924313151   16.3664923481677;
1525076235820967436;  0.0499150693027705 -0.00291304934726789                    0; 0.56884989488033 -3.42641680456061  16.2853419962567;
1525076236420570823;  0.0499150693027705 -0.00291304934726789                    0; 1.29315769091319 -3.44327997848917  16.3253105347251;
1525076236820824842;  0.0499150693027705 -0.00291304934726789                    0; 2.26255531770911 -3.42662654822095  16.4082653665156;
1525076237220774073;  0.0499150693027705 -0.00291304934726789                    0; 3.13151776744349 -3.40426091427392  16.4582020758122;
1525076237820798190;  0.0499150693027705 -0.00291304934726789                    0; 3.93379591575652 -3.44353404293545  16.4800025153725;
1525076238220723065;  0.0499150693027705 -0.00291304934726789                    0;4.54654328725181 -3.6389780288958 16.5139398254375;
1525076238620300919;  0.0499150693027705 -0.00291304934726789                    0; 4.96990661405518 -4.32029231503559  16.5107972792372;
1525076239220810320;  0.0499150693027705 -0.00291304934726789                    0; 5.22621701318214 -5.48747293062338  16.6066577198716;
1525076239620874400;  0.0499150693027705 -0.00291304934726789                    0; 5.2596988747605 -6.8109466909507 16.5786305100186;
1525076240020444507;  0.0499150693027705 -0.00291304934726789                    0; 5.31537272809694 -7.71558230638342  16.5515295948866;
1525076240620762278;  0.0499150693027705 -0.00291304934726789                    0; 5.51594164519225 -8.81013827061325    16.54439845664;
1525076241020584323;  0.0499150693027705 -0.00291304934726789                    0; 5.70545192911637 -9.68121384715039   16.526619661205;
1525076242020322611;  0.0399320554422164 -0.00233043947781431                    0; 5.67201305464784 -11.2110756200442  16.2958882967014;
1525076242420198746;  0.0399320554422164 -0.00233043947781431                    0; 5.3599445671522  -11.55157606646 16.2739490462949;
1525076242820268558;  0.0399320554422164 -0.00233043947781431                    0; 4.58000343225391 -11.9367789049409  16.2610627585654;
1525076243420315724;  0.0399320554422164 -0.00233043947781431                    0; 3.55481379213429 -12.2102266149548  16.2680997343559;
1525076243820590659;  0.0399320554422164 -0.00233043947781431                    0; 2.78603694837043 -12.3162733242137  16.2261669520391;
1525076244220286532;  0.0399320554422164 -0.00233043947781431                    0;2.29568801043589 -11.964350294172 16.2202120648999;
1525076244820543593;  0.0399320554422164 -0.00233043947781431                    0; 2.03932466096456 -11.3276742144538   16.271222740547;
1525076245220364325;  0.0399320554422164 -0.00233043947781431                    0; 1.71614312616421 -9.70259720116542  16.2973412474955;
1525076245620527788;  0.0399320554422164 -0.00233043947781431                    0; 1.61584728572234 -8.02737896478546  16.2623381034847;
1525076246220195472;  0.0399320554422164 -0.00233043947781431                    0; 1.48231312696342 -6.50846204289806  16.2677218740496;
1525076246620773271;  0.0399320554422164 -0.00233043947781431                    0;0.925336534293173 -4.66558060026361  16.2881730821383;
1525076247020581212;  0.0399320554422164 -0.00233043947781431                    0;-0.244394372509774  -3.30861086996021   16.3464788645146;
1525076247420611188;  0.0399320554422164 -0.00233043947781431                    0;-1.87097725877369 -2.08012659517408  16.3886089100591;
1525076248020831506;  0.0399320554422164 -0.00233043947781431                    0;-3.41970380408695 -1.06925419074825  16.4718304420781;
1525076248420412861;  0.0399320554422164 -0.00233043947781431                    0; -4.60066683789127 -0.226045829059025   16.5509355321459;
1525076248820286635;  0.0399320554422164 -0.00233043947781431                    0;-5.26935167746663 0.237499615270703   16.602767154387;
1525076249420323254;  0.0399320554422164 -0.00233043947781431                    0; -5.9491027770778 0.192846335252812   16.629613967108;
1525076249820378920;  0.0399320554422164 -0.00233043947781431                    0; -6.78492582490783 -0.627910335689154   16.6774466489898;
1525076250220585587;  0.0399320554422164 -0.00233043947781431                    0;-7.48696787166424 -1.66642706186615  16.7364370793739;
1525076250820613007;  0.0199660277211082 -0.00116521973890716                    0;-8.38951364506439  -3.0790520289311  16.7055290988166;
1525076251220422130;  0.0199660277211082 -0.00116521973890716                    0;-9.24749131448043  -4.5755347933928  16.6534437323331;
1525076251620848123;  0.0199660277211082 -0.00116521973890716                    0; -10.116551663911 -6.29535246341249  16.6754945719088;
1525076252220248655;  0.0199660277211082 -0.00116521973890716                    0;-11.0079184568506 -8.21066093524754  16.7424134681174;
1525076252620192736;  0.0199660277211082 -0.00116521973890716                    0;-11.6653527638742 -9.73510779656247  16.7472399390522;
1525076253020626312;  0.0199660277211082 -0.00116521973890716                    0;-12.4119165981298 -11.7788889641901  16.7310254371448;
1525076253620391946;  0.0199660277211082 -0.00116521973890716                    0;-12.9024094581946 -13.5044079384837  16.6524773315854;
