KF_Time;KF_States;KF_Covariance;
1525871077676388829;-0.00361023931791927  0.00244428317479022   0.0116714838128275                    0                    0                    0    -16924.5289630485     9920.63219925843      33.129417701967;     6.1613994905573      6.1613994905573     24.6128979614057 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0101999997714302   0.0101999997714302   0.0299999993294477;
1525871077757121703;-0.0266410679288867  0.0195893306054341  0.0981253032769243                   0                   0                   0   -16924.5289630485    9920.63219925843     33.129417701967;    6.16549949709522     6.16549949709522     24.6169979679436 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0102999997689039   0.0102999997689039   0.0399999991059303;
1525871077858022022;-0.0646325469821123  0.0474303123204609   0.243684669987528                   0                   0                   0   -16924.5289630485    9920.63219925843     33.129417701967;    6.16959950729621     6.16959950729621     24.6210979781446 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0103999997663777   0.0103999997663777   0.0499999988824129;
1525871077948791256;-0.0988094206170542  0.0724758682624694   0.374628876594513                   0                   0                   0   -16924.5289630485    9920.63219925843     33.129417701967;    6.17369951555538     6.17369951555538     24.6251979864038 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0104999997638515   0.0104999997638515   0.0599999986588955;
1525871078049680280;-0.128964145628504 0.0842759981340257  0.441270323172332                  0                  0                  0  -16924.5289619268   9920.63219781625   33.1292114246104;    3.06387519644898     3.06387519644898     12.2199707964836 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0106999792673312   0.0106999792673312   0.0799487553660618;
1525871078150615474;-0.180079254889169  0.111784554348737  0.655103817242202                  0                  0                  0  -16924.5289619268   9920.63219781625   33.1292114246104;    3.06797520665701     3.06797520665701     12.2240708066916 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0107999792648049   0.0107999792648049   0.0899487551425444;
1525871078251573789;-0.224786907978333  0.131875031966203  0.876219382105691                  0                  0                  0  -16924.5289619268   9920.63219781625   33.1292114246104;    3.07207521686971     3.07207521686971     12.2281708169043 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0108999792622787   0.0108999792622787    0.099948754919027;
1525871078352528733;-0.153979635256964 0.0240615228595078  0.706722296255375                  0                  0                  0  -16924.5293512024   9920.63262884529   33.1306559222976;   0.111934336770385    0.111934336770385     0.14390449826806 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0109663154740346   0.0109663154740346    0.109783434799854;
1525871078453394183;-0.190739015211333 0.0374126641460732  0.939540709684933                  0                  0                  0  -16924.5293512024   9920.63262884529   33.1306559222976;   0.116034346964341    0.116034346964341    0.148004508462015 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0110663154715084   0.0110663154715084    0.119783434576336;
1525871078554050236;-0.171356105662585 0.0277669546808539  0.938396887191503                  0                  0                  0  -16924.5298981193   9920.63294640286   33.1347463976298;  0.0614510889188808   0.0614510889188808   0.0771650316582536 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0112459460789911   0.0112459460789911    0.139092900875305;
1525871078654811179;-0.195216992145881 0.0369581530820134   1.19587420736405                  0                  0                  0  -16924.5298981193   9920.63294640286   33.1347463976298;  0.0655510990917649   0.0655510990917649   0.0812650418311378 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0113459460764648   0.0113459460764648    0.149092900651788;
1525871078755532809;-0.212071683218932 0.0415001064774823   1.47032675946971                  0                  0                  0  -16924.5298981193   9920.63294640286   33.1347463976298;  0.0696511092567282   0.0696511092567282   0.0853650519961011 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0114459460739386   0.0114459460739386     0.15909290042827;
1525871078856342263;-0.223395681001192  0.043282653142387   1.75434505374019                  0                  0                  0  -16924.5298981193   9920.63294640286   33.1347463976298;  0.0737511194393908   0.0737511194393908   0.0894650621787637 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0115459460714124   0.0115459460714124    0.169092900204753;
1525871078957432270;-0.234698561308577 0.0452676859496554   2.04068812585985                  0                  0                  0  -16924.5304131361   9920.63315905559   33.1386062164853;  0.0809680387148387   0.0809680387148387   0.0973111475521922 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0117248374282739   0.0117248374282739    0.187787695421991;
1525871079058400725;-0.241259154521897 0.0413448115170588   2.32150895231314                  0                  0                  0  -16924.5304131361   9920.63315905559   33.1386062164853;  0.0850680489295842   0.0850680489295842    0.101411157766938 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0118248374257477   0.0118248374257477    0.197787695198473;
1525871079149247016; -0.25406212474445 0.0251269524966861   2.56948798726098                  0                  0                  0  -16924.5304131361   9920.63315905559   33.1386062164853;  0.0891680572027493   0.0891680572027493    0.105511166040103 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0119248374232215   0.0119248374232215    0.207787694974956;
1525871079250221312; -0.268292434982775 0.00710104434805964     2.8451129819745                   0                   0                   0   -16924.5304131361    9920.63315905559    33.1386062164853;  0.0932680674186743   0.0932680674186743    0.109611176256028 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0120248374206953   0.0120248374206953    0.217787694751438;
1525871079351134977; -0.299016346676622 -0.0358801168486735    3.10945918265384                   0                   0                   0   -16924.5304131361    9920.63315905559    33.1386062164853;  0.0973680776223586   0.0973680776223586    0.113711186459712 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0121248374181691   0.0121248374181691    0.227787694527921;
1525871079452080945;  -0.34627865335774 -0.0928538988993879    3.37289074537756                   0                   0                   0   -16924.5309174994    9920.63339855513    33.1444541953691;   0.103906515926788    0.103906515926788    0.121356852328918 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0123021713957181   0.0123021713957181    0.245503547286602;
1525871079552958189; -0.497810621239749 -0.0790659224901656    3.44942650275756                   0                   0                   0   -16924.5305294216    9920.63265852852    33.1478919164216;  0.0670673139108221   0.0670673139108221    0.069411554630283 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0124007267372034   0.0124007267372034    0.255480837887459;
1525871079653724818;-0.583919014681484 -0.189732599677348   3.69647208020576                  0                  0                  0  -16924.5305294216   9920.63265852852   33.1478919164216;  0.0711673240848521   0.0711673240848521    0.073511564804313 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0125007267346771   0.0125007267346771    0.265480837663941;
1525871079754532435;-0.696540997692228 -0.325449222077055     3.941684554097                  0                  0                  0  -16924.5305294216   9920.63265852852   33.1478919164216;  0.0752673342671443   0.0752673342671443   0.0776115749866052 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0126007267321509   0.0126007267321509    0.275480837440424;
1525871079855363069;-0.828315461913223 -0.478600130534623   4.18147033333917                  0                  0                  0  -16924.5305294216   9920.63265852852   33.1478919164216;  0.0793673444540776   0.0793673444540776   0.0817115851735385 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0127007267296247   0.0127007267296247    0.285480837216907;
1525871079956473557;-0.842476454463084 -0.364120913100672   4.37259290532373                  0                  0                  0  -16924.5319503116   9920.63066057054   33.1644985850272;  0.0601389944618136   0.0601389944618136   0.0573755503643963 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0128703963234876   0.0128703963234876    0.301379117356718;
1525871080057530014;  -1.0125752010743 -0.547238710438768   4.59999197934299                  0                  0                  0  -16924.5319503116   9920.63066057054   33.1644985850272;  0.0642390046943376   0.0642390046943376   0.0614755605969203 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0129703963209614   0.0129703963209614    0.311379117133201;
1525871080158459300; -1.18245989280622 -0.730126069523867    4.8271048908695                  0                  0                  0  -16924.5319503116   9920.63066057054   33.1644985850272;  0.0683390149011749   0.0683390149011749   0.0655755708037576 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0130703963184351   0.0130703963184351    0.321379116909684;
1525871080249267812; -1.34425956872887 -0.901072881622599   5.02733366922106                  0                  0                  0  -16924.5319503116   9920.63066057054   33.1644985850272;  0.0724390231674773   0.0724390231674773     0.06967557907006 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0131703963159089   0.0131703963159089    0.331379116686166;
1525871080350099358; -1.42886858658323 -0.951201529372831   5.31645560977101                  0                  0                  0  -16924.5336164315   9920.62859465671   33.1824216327123;  0.0602284392459328   0.0602284392459328   0.0547617257646449 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0133379053602845   0.0133379053602845    0.345916996583484;
1525871080450818284;-1.62175171355913 -1.15198966651637  5.53786558095486                 0                 0                 0 -16924.5336164315  9920.62859465671  33.1824216327123;  0.0643284494103514   0.0643284494103514   0.0588617359290635 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0134379053577582   0.0134379053577582    0.355916996359966;
1525871080551613640;-1.81478120882925 -1.35293017062738  5.75944356787091                 0                 0                 0 -16924.5336164315  9920.62859465671  33.1824216327123;  0.0684284595901717   0.0684284595901717   0.0629617461088838 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07    0.013537905355232    0.013537905355232    0.365916996136449;
1525871080652355225; -2.0143137269251 -1.56066448656131   5.9809287379641                 0                 0                 0 -16924.5336164315  9920.62859465671  33.1824216327123;  0.0725284697591552   0.0725284697591552   0.0670617562778673 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0136379053527058   0.0136379053527058    0.375916995912932;
1525871080753239545;-2.21911134701379 -1.77306612603553  6.20330712314865                 0                 0                 0 -16924.5336164315  9920.62859465671  33.1824216327123;  0.0766284799569178   0.0766284799569178   0.0711617664756299 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0137379053501796   0.0137379053501796    0.385916995689414;
