KF_Time;KF_States;KF_Covariance;
1455208275781829050; -0.281917100780538   0.159202336915651    3.87088627456242                   0                   0                   0    0.26336451745361 -0.0733117525463995   0.148505906295868;  0.0704803897088786   0.0704803897088786   0.0651713571666264 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0398705114599373   0.0398705114599373    0.818381176777489;
1455208275882798693; -0.321411844536373   0.159040287100281    3.80645135393677                   0                   0                   0   0.264360234937645 -0.0721803085739449   0.151073286628888;   0.054116260660089    0.054116260660089   0.0487125311557658 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0399514936371276   0.0399514936371276    0.828096690082436;
1455208275983724794; -0.315935714234409   0.186189434930989    3.76550030707748                   0                   0                   0   0.264360234937645 -0.0721803085739449   0.151073286628888;  0.0582162703375679   0.0582162703375679   0.0528125408332448 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0400514936346014   0.0400514936346014    0.838096689858919;
1455208276084796705; -0.293809571736176   0.213339154941202     3.7230169591288                   0                   0                   0   0.274773821766424 -0.0730018399305306   0.157905541157401;  0.0656180767907886   0.0656180767907886   0.0608721855466946 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0399292360156884   0.0399292360156884    0.820739996702939;
1455208276185696601; -0.279382423864057   0.230990322212015     3.6883827761297                   0                   0                   0   0.274773821766424 -0.0730018399305306   0.157905541157401;  0.0697180862212327   0.0697180862212327   0.0649721949771387 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0400292360131622   0.0400292360131622    0.830739996479422;
1455208276276600539; -0.344193705719752   0.329869671370022    3.56849123531251                   0                   0                   0   0.277337079891582 -0.0755646682268195   0.167158037599641;  0.0532554087482875   0.0532554087482875   0.0486191141973872 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0401117698043557   0.0401117698043557    0.840464703912311;
1455208276377690179; -0.313802662765469   0.339373389750575    3.53474755003098                   0                   0                   0   0.277337079891582 -0.0755646682268195   0.167158037599641;  0.0573554184369731   0.0573554184369731   0.0527191238860728 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0402117698018295   0.0402117698018295    0.850464703688794;
1455208276478797423;-0.265013134763994  0.347734509983298   3.49965700468305                  0                  0                  0  0.288207829888289 -0.076632085839664  0.174564411257777;  0.0647771950709887   0.0647771950709887   0.0607789143948856 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0400852506351447   0.0400852506351447    0.832021301007148;
1455208276579808531;  -0.30886292610852   0.451055609409317    3.40483522100226                   0                   0                   0   0.290674896883111 -0.0793140414058503   0.181778855411969;  0.0505860386745264   0.0505860386745264   0.0466095320327082 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0401689003313699   0.0401689003313699    0.841744101385323;
1455208276680861943; -0.275183439023033   0.464666168938596    3.37902385255388                   0                   0                   0   0.290674896883111 -0.0793140414058503   0.181778855411969;  0.0546860469823178   0.0546860469823178   0.0507095403404997 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0402689003288437   0.0402689003288437    0.851744101161805;
1455208276781918862; -0.239759267451732   0.478501546478079    3.35279964804662                   0                   0                   0   0.290674896883111 -0.0793140414058503   0.181778855411969;  0.0587860564083002   0.0587860564083002   0.0548095497664821 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0403689003263175   0.0403689003263175    0.861744100938288;
1455208276883139562; -0.207543692683379   0.487794899685561    3.32617998382744                   0                   0                   0   0.290674896883111 -0.0793140414058503   0.181778855411969;  0.0628860664168061   0.0628860664168061    0.058909559774988 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0404689003237913   0.0404689003237913     0.87174410071477;
1455208276984199523;-0.243944163658707  0.539135934061277   3.26071042087713                  0                  0                  0  0.304990169299512 -0.082009910179992  0.196474562999044;   0.051098118577389    0.051098118577389   0.0476049082663213 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0403212329055909   0.0403212329055909    0.851123415845073;
1455208277085320084;-0.217800607119431  0.542197358630442   3.24079570930078                  0                  0                  0  0.304990169299512 -0.082009910179992  0.196474562999044;  0.0551981273363415   0.0551981273363415   0.0517049170252737 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0404212329030646   0.0404212329030646    0.861123415621555;
1455208277186482889;-0.193354815529868  0.537442781614995   3.22357067915735                  0                  0                  0  0.304990169299512 -0.082009910179992  0.196474562999044;  0.0592981373478456   0.0592981373478456   0.0558049270367779 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0405212329005384   0.0405212329005384    0.871123415398038;
1455208277277386378;-0.170143511984713  0.528361725071508   3.20714337592352                  0                  0                  0  0.304990169299512 -0.082009910179992  0.196474562999044;  0.0633981473789518   0.0633981473789518   0.0599049370678841 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0406212328980122   0.0406212328980122    0.881123415174521;
1455208277378403308;-0.208950125050297  0.636536908625407   3.13506950759434                  0                  0                  0  0.306348541260112 -0.084557567262334  0.200938974156097;  0.0495429781105305   0.0495429781105305   0.0461801446115249 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0407126848184973   0.0407126848184973     0.89097505100426;
1455208277479532301; -0.169866284548171   0.625424249441241    3.11284199480512                   0                   0                   0   0.319326245012924 -0.0866923109947833   0.215336400361649;  0.0531326269184931   0.0531326269184931   0.0501860537213223 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0404710853711528   0.0404710853711528    0.859665380919262;
1455208277584165098; -0.146209571719906   0.616545005469642    3.09129181478077                   0                   0                   0   0.319326245012924 -0.0866923109947833   0.215336400361649;  0.0572326364006172   0.0572326364006172   0.0542860632034464 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0405710853686266   0.0405710853686266    0.869665380695745;
1455208277685294719; -0.120115347982564   0.602244729946736    3.06678741934364                   0                   0                   0   0.319326245012924 -0.0866923109947833   0.215336400361649;  0.0613326465048989   0.0613326465048989   0.0583860733077281 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0406710853661004   0.0406710853661004    0.879665380472227;
1455208277786278526;-0.0925602433267119   0.579379387715242    3.04257944058676                   0                   0                   0   0.319326245012924 -0.0866923109947833   0.215336400361649;  0.0654326564565173   0.0654326564565173   0.0624860832593466 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0407710853635741   0.0407710853635741     0.88966538024871;
1455208277877152827;-0.0418291816694601   0.553234359987434    3.01849468023298                   0                   0                   0   0.332190477341776 -0.0881266790148768   0.229660421351586;  0.0726320721935967   0.0726320721935967   0.0704924678691917 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0406353324530553   0.0406353324530553    0.867782920353609;
1455208277978068704;-0.0118175751698165   0.517185951698405    3.00332278334901                   0                   0                   0   0.332190477341776 -0.0881266790148768   0.229660421351586;   0.076732081574244    0.076732081574244    0.074592477249839 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0407353324505291   0.0407353324505291    0.877782920130091;
1455208278079001803; 0.0197148450837093   0.466330984015164    2.99275616732832                   0                   0                   0   0.332190477341776 -0.0881266790148768   0.229660421351586;  0.0808320916155586   0.0808320916155586   0.0786924872911535 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0408353324480029   0.0408353324480029    0.887782919906574;
1455208278180030104; 0.0515194294872841   0.403364391507652    2.97752430462722                   0                   0                   0   0.332190477341776 -0.0881266790148768   0.229660421351586;  0.0849321016420625   0.0849321016420625   0.0827924973176575 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0409353324454767   0.0409353324454767    0.897782919683056;
1455208278281029869; 0.0829545110683877   0.330255075143273    2.96473750377134                   0                   0                   0   0.332190477341776 -0.0881266790148768   0.229660421351586;  0.0890321116485695   0.0890321116485695   0.0868925073241645 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0410353324429505   0.0410353324429505    0.907782919459539;
1455208278380015172; 0.166756035259454  0.253117057568112   2.95299486049469                  0                  0                  0  0.354262792311803 -0.088881653888834  0.245575568626168;  0.0939824378186425   0.0939824378186425   0.0944587021960645 9.99999997475243e-07 9.99999997475243e-07 9.99999997475243e-07   0.0406358463771305   0.0406358463771305    0.850506436299363;
