KF_ArUco_Time;KF_ArUco_pos_NED;
1527161594165948513; -0.15742378242396 0.0901211329149007  0.536087902531936;
1527161594499256613;-0.294944255749976  0.100344916396673   1.19530275443099;
1527161594499256613;-0.294944255749976  0.100344916396673   1.19530275443099;
1527161595165872713;  -0.690048078022418 -0.00843995377815291     3.05793618878932;
1527161619497362714;-5.62702796680695 -1.75055913559189  14.8998837234524;
1527161619830670813;-5.18102136727257 -1.39216032112249   15.126536621569;
1527161620163978813;-4.97839152378905 -1.02155827841331  15.2457288733332;
1527161621497211213;-2.71267244510041 -1.18139260698968  15.3752496606752;
1527161621830519214; -2.37665684522568 -0.964333239732178   15.4002447455846;
1527161622163827313;-1.71482869757322 -0.91294430379878  15.4168788865548;
1527161622497135413; -1.75497694827437 -0.926702230707172   15.5324264309682;
1527161623163751614; -1.40118466864345 -0.784739937162423   15.4454308651277;
1527161623163751614; -1.40118466864345 -0.784739937162423   15.4454308651277;
1527161623830367714;-0.780334950896783 -0.958990043486941    15.301104951433;
1527161623830367714;-0.780334950896783 -0.958990043486941    15.301104951433;
1527161624163675813;-0.687850117720029 -0.615172146961164   15.3392012672611;
1527161624496983913;-0.690596555712944 -0.505968679319341   15.2757846579008;
1527161624830292013;-0.459894732509935  -0.49023110346783   15.0748485172463;
1527161625163600013;-0.280843142148035 -0.106670266396121   15.1941981586066;
1527161625496908213;-0.444074697256784 -0.154936367359603   15.1602470466279;
1527161625496908213;-0.444074697256784 -0.154936367359603   15.1602470466279;
1527161625830216213; -0.12449777116456 -0.175041978007199   15.1395486243664;
1527161626163524313;-0.0793531402148391   0.138920119459931    15.2358952431636;
1527161626496832413;-0.0136886434309096   0.324876705098623    15.1617068786661;
1527161626830140514;0.0425731304952421  0.240055575530125    15.032982052013;
1527161627163448613;0.0280253488869571  0.399964904477842   14.8430193305922;
1527161627496756614;0.0740958892325749  0.354570084079248   14.8627158863579;
1527161627830064713;0.399580237285429 0.248818748095589  14.6782939710102;
1527161628163372813; 0.489261540974189 0.0487886026172046   14.5752298306166;
1527161628496680913; 0.16488937319952 0.347611752379563  14.4561062017238;
1527161628829989014;0.321547482443705 0.256441023699396  14.2668842873331;
1527161628829989014;0.321547482443705 0.256441023699396  14.2668842873331;
1527161629163297013; 0.392710590642923 0.0909377144272143   14.0809983489472;
1527161629496605114; 0.291746593702524 0.0686143299408264   13.8507650024121;
1527161629829913213; 0.306200948898048 -0.249399248061516   13.6467724243283;
1527161630163221313; 0.333865758710822 -0.129034053742322   13.3584174869233;
1527161630496529413; 0.375741241871375 -0.230774651508517    13.241465078716;
1527161630829837413; 0.103486374832721 -0.229375899897629   12.9292305606096;
1527161631163145514;0.145477551159469 0.107220985304924  12.7249434849934;
1527161631496453613;-0.0941585650533298  -0.188307316796839    12.4946324336355;
1527161631829761713;-0.378904180988467 0.0546056785377708   12.2130945851353;
1527161632163069813;-0.428371941770974  0.063637395138553   11.9866584351911;
1527161632496377813;-0.410372528592165 -0.144249677851111   11.7226764930994;
1527161632829685913;-0.0196897237300344  -0.350664317922433    11.6651035337241;
1527161633162994014; -0.198404592131945 -0.0977730420359559    11.4393846579198;
1527161633496302113; -0.325552750160736 -0.0976091587772328    11.3409852636574;
1527161633496302113; -0.325552750160736 -0.0976091587772328    11.3409852636574;
1527161634162918313; 0.194594655254248 -0.821188072668998   11.0350302504612;
1527161634496226414;0.0902292671056793 -0.127624205386068   10.8509507070837;
1527161634829534413;-0.15107843066441 -1.03237512536019  10.5841249541533;
1527161635162842514;-0.563011893472939 -0.157643889018223   10.6006389586541;
1527161635496150613;-0.264871104588673 0.0625704397817757   10.3810444102388;
1527161635829458713;-0.282151536072991 -0.103591505748054   10.2058972242693;
1527161635829458713;-0.282151536072991 -0.103591505748054   10.2058972242693;
